GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
IGSF9	3.2925731151903146	0.0009927508126045296	3.003159748777281	0.0189265	0.0348183997385051	0.212962	28.0	107.0	73.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
C11orf63	3.2735006100423565	0.0010622416134898967	2.9737766890258692	NA	0.0010622416134898	NA	NA	68.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ABCC9	3.2678795766478825	0.0010835645937077192	2.9651451943075506	0.257296	0.0170449934197614	0.0322263	12.0	58.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DCAF1	-3.2610951303661375	0.001109827992446823	2.9547443254653785	0.616782	0.0002538026319691	0.136336	10.0	66.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MXD1	3.254543592080479	0.001135747282959362	2.9447182934718814	0.023364	0.133877290837067	0.0613978	8.0	16.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DPYSL4	3.2535371525130583	0.0011397781999079877	2.9431796538635107	0.0145918	0.146747130032951	0.0815406	18.0	55.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SMR3A	3.2029309505719867	0.0013603659393435458	2.866344250409068	NA	0.0172556203487958	0.0316806	NA	12.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CFAP52	-3.1822671442974206	0.001461269660842756	2.835269632519187	0.0152275	0.0240580978725804	0.407261	13.0	57.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
USP6NL	3.176377450933897	0.001491267816162157	2.826444354778639	0.951505	0.0009441725856261	0.0240822	19.0	66.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
GDF9	3.1658438981599297	0.0015463375352544973	2.8106957020745638	0.0468296	0.0004364251712774	0.982888	7.0	43.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
METRNL	3.165791621148019	0.0015466154514505838	2.810617655320387	0.421437	0.0303624397724364	0.0119353	10.0	24.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
TRMT11	3.152040332567383	0.0016213387642546964	2.7901262337169723	0.116416	0.0161812287202069	0.137626	6.0	48.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
BEAN1	-3.14558524546513	0.0016575488224925094	2.7805336707501467	0.0105342	0.128027102977151	0.171122	19.0	49.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SZT2	3.121699447383888	0.0017981040453541846	2.745185181893204	0.100135	0.100842986949425	0.0338413	79.0	285.0	187.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KANSL1L	3.1156449820234204	0.0018354309786625619	2.7362619424863857	0.54263	0.0090933748666906	0.0293247	18.0	69.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KLHL25	-3.110848374242011	0.0018655070166797472	2.7292031131203034	0.00513874	0.546107013332219	0.0469958	21.0	96.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PPIP5K2	3.0867438747867992	0.002023618754709939	2.693871304244053	0.833882	0.0018724650652228	0.0426705	15.0	57.0	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MTFR2	3.054941857518504	0.0022510415678622135	2.647616485218715	0.0903076	0.322530771631244	0.00910015	8.0	31.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZNF322	3.0334921916559843	0.0024174096714656467	2.6166497447183565	NA	0.0071440108193779	0.109609	NA	5.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CDH15	-3.0262412466901014	0.0024761465320666596	2.60622365844636	0.171226	0.208387510811504	0.00891427	33.0	103.0	70.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SLC6A3	-3.016846530072659	0.002554190905718752	2.592746645756342	0.0402231	0.224979017131759	0.0499386	14.0	40.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RIPOR2	3.008929249829386	0.0026217016019178863	2.581416740569356	0.0018959	NA	0.250476	28.0	NA	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ALKBH6	3.002797477398741	0.0026751038627377734	2.5726593515350054	0.0859909	0.0173269928726328	0.269434	6.0	13.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SLC39A11	-2.9875781782517667	0.0028119736609651487	2.5509887515579983	0.0744559	0.0079448221806007	0.461471	16.0	36.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CBLL2	2.9854713470532683	0.002831416626374292	2.547996222043341	NA	NA	0.00283132	NA	NA	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
UMODL1	-2.9796307941421274	0.0028859599422753307	2.53970970129849	0.129377	0.0699491398227404	0.0669413	60.0	172.0	126.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CABP1	2.9686366160390416	0.002991241015299027	2.524148592853864	0.136159	0.0729687148738686	0.0630901	4.0	20.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PRR14	2.960961321449053	0.0030668045076245004	2.513313907084315	0.36662	0.224408786421669	0.00260535	18.0	54.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ENDOU	-2.9595823969347945	0.003080563101789717	2.5113698907568263	0.0169943	0.112827256736117	0.248625	13.0	35.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KIF2C	2.9544439108490286	0.0031323308611867703	2.50413237062478	0.00889171	0.831720665163501	0.00665668	7.0	44.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
BLOC1S6	2.9510490935626996	0.003166965753449102	2.499356632923792	0.0716273	0.224456699421245	0.0361595	3.0	13.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
LIPJ	2.939751094750084	0.0032847600088075153	2.4834963553760483	0.0819211	0.0865721546432866	0.101339	3.0	17.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ASZ1	2.9309997365928027	0.0033787306796904167	2.471246424675484	0.15521	0.0292727419658884	0.140085	11.0	47.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SYT17	2.923501151683342	0.0034611894489231755	2.460774628856643	0.178066	0.0188460914674949	0.171202	14.0	51.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PROSER3	2.922219421633409	0.0034754660096416984	2.458986954571185	0.428511	0.0103596448459621	0.0879898	15.0	42.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
LMF2	-2.9210863655866	0.0034881311702231795	2.4574071919066154	0.160837	0.240012308314315	0.0130555	37.0	103.0	75.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
LRRC56	-2.917285023363423	0.003530929544454998	2.4521109481858945	0.00099337	0.26618707811863	0.516599	17.0	56.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CDC26	2.9164415016726637	0.0035404910848252104	2.450936494856179	0.309082	0.0920045527969875	0.0188055	3.0	10.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
BEND6	2.909349844647016	0.0036218132029985244	2.4410739524203513	0.120075	0.472784945840906	0.00566212	5.0	21.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SMAD7	2.9073181288376957	0.003645422547384879	2.438252124585595	NA	0.199797224523006	0.00466293	NA	18.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RNF114	2.902512576595198	0.003701822958470815	2.4315843554366454	0.750554	0.0002560120421331	0.0912124	6.0	23.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
IDUA	2.8956084166563216	0.0037842428550275828	2.4220210003849374	0.693748	0.0206656637346275	0.0210253	83.0	53.0	138.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KSR2	-2.892470115740757	0.00382225542370258	2.4176802944139064	0.0844839	0.120594096599123	0.0832059	14.0	48.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CFAP46	-2.887888726195184	0.0038783704800513896	2.411350707439652	0.0083422	0.236780849985907	0.237606	103.0	338.0	212.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PURG	2.8828821709347796	0.003940548097659396	2.404443367201368	0.945163	0.208519795514343	0.000142128	3.0	19.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SERINC3	2.871384076795967	0.004086786444765224	2.38861805577586	0.10496	0.0857375613616281	0.102302	14.0	63.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ANKRD29	-2.8709905176888437	0.004091877991754018	2.388077324201798	0.289962	0.0130511071746524	0.152108	13.0	33.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
GDAP1	2.870007955161653	0.004104614722298526	2.386727601475697	0.172821	0.0026176911450066	0.549566	10.0	29.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RECK	-2.8681751525965136	0.0041284691063468455	2.3842109609150572	0.112792	0.0995550538954116	0.0827338	18.0	59.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MARC1	-2.8664642607093413	0.004150850242387451	2.3818629351538827	NA	0.0041508502423875	NA	NA	27.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
HSPA1L	-2.8654790116482305	0.004163788733716618	2.380511314250056	0.148127	0.0913506985527003	0.0674507	13.0	45.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DLL1	2.8638827696443867	0.0041848285889606535	2.378322326056169	0.0387224	0.685909009077499	0.0128156	18.0	59.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DNAJB2	2.8530986699276877	0.004329517627469937	2.3635604878031793	0.349286	0.0615658409056065	0.0326527	11.0	14.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
TRMT12	2.851129745710814	0.00435641892880833	2.3608703635991	0.0331734	0.571415401452678	0.0249384	10.0	41.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
AGAP3	2.844063775464556	0.004454213141226826	2.3512290051187916	0.006093	0.706794927333383	0.0707374	25.0	60.0	71.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SETX	2.843788499134569	0.004458062960333822	2.350853802358142	0.155006	0.0192389624544196	0.244974	53.0	212.0	130.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PGAP3	2.84274106078589	0.0044727392678669264	2.349426417684041	0.099406	0.089672228787389	0.114358	14.0	42.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
IFNGR1	2.8365567227480226	0.004560287707989359	2.341007756885882	0.137054	0.602737176220617	0.00366368	10.0	38.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ARMCX4	2.812332137406732	0.004918368771418834	2.308178911671308	NA	NA	0.00491844	NA	NA	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MARVELD1	2.811669591071478	0.004928510159078572	2.3072843439026167	NA	0.0318761790422847	0.067198	NA	9.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
OR51Q1	2.8115518518440408	0.004930314334160172	2.3071253912218768	0.0108113	0.117132747887622	0.450795	10.0	38.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
TMEM151A	-2.8110680503577608	0.004937734130166332	2.30647229814451	0.0489784	0.214292120361903	0.0972613	6.0	3.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NPRL3	2.805505515536548	0.00502377215815763	2.2989700652698035	0.219101	0.0003915666431376	0.932536	25.0	66.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZNF501	2.8020055876820433	0.005078599400138636	2.2942560429640317	0.0876309	0.0021127345430628	0.943176	7.0	20.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
OR4F4	2.7989174304321627	0.005127424712153957	2.2901007078169617	NA	0.0737735695254557	0.0299877	NA	5.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KCTD20	-2.7988018789787628	0.005129259845014648	2.289945299296982	0.0202996	0.0222611524641467	0.809543	8.0	29.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SLC9A3R2	-2.7980874396687345	0.005140619415353299	2.288984547840855	0.411077	0.0159838880655413	0.106279	18.0	65.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ADGRE5	2.7956868257018277	0.005178955870396343	2.2857577895661976	0.0993256	0.0065661599001861	0.634029	27.0	72.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NPNT	2.7926281754085527	0.005228174994484023	2.281649884391635	0.0983818	0.21676432332132	0.0512903	20.0	56.0	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PARM1	2.788869098306422	0.005289243875358027	2.2766064081595934	0.0591316	0.551247582698618	0.0189071	6.0	27.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RMND5A	2.769037755058682	0.005622211974649783	2.250092784184782	NA	0.114546065813579	0.0193914	NA	9.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NUMBL	-2.7689855782040578	0.005623112420581846	2.2500232337322315	0.097374	0.0464516713079731	0.251365	16.0	45.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ABCD2	2.7687058259302377	0.0056279424853801305	2.2496503494763944	0.723458	0.0326620001624203	0.021139	10.0	47.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CREM	2.7680745667628797	0.005638855249468592	2.24880905369395	0.00138988	0.675674616557382	0.0437935	5.0	38.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PARP9	2.7627342623299107	0.005731941240311661	2.241698270322705	0.270396	0.016752720582394	0.196718	26.0	78.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RABGGTB	2.762482501072306	0.005736363661726707	2.2413633239938773	NA	0.113029456232771	0.0202315	NA	15.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZNF443	-2.7622085900449322	0.005741178659330486	2.2409989381429907	0.132668	0.719053039431365	0.00349024	22.0	70.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DNAI1	2.760849420505952	0.005765125037625439	2.2391912690176996	0.0784316	0.209364896429429	0.0772685	20.0	68.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SFRP4	-2.756236120596938	0.005847077069204709	2.2330611817724746	0.0260154	0.222053450530394	0.184549	5.0	34.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
WIZ	2.756131807765765	0.005848942194073028	2.2329226708095553	0.215558	0.110883363220667	0.052246	24.0	120.0	80.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SDR16C5	-2.7536606326988244	0.0058932842151274475	2.2296426137012064	0.0272457	0.0428802683518319	0.591521	6.0	38.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DCST1	-2.7504338698752204	0.005951640330279351	2.2253633219673374	0.498907	0.047923314800899	0.0348896	22.0	63.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
A2M	-2.7470855040427833	0.006012745684701412	2.220927164700411	0.12003	0.0132979328404557	0.466763	36.0	121.0	51.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MIDN	-2.741504184059105	0.006115858183403724	2.2135425937108764	0.00962101	0.798168729904403	0.0157359	15.0	48.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
LOC101928961	2.7354547338880457	0.006229415346533361	2.20555271155741	0.178276	NA	0.0116544	5.0	NA	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
INSM1	2.732939136217701	0.006277193075591482	2.2022345129974665	0.0625588	0.116012514446244	0.193758	3.0	12.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
FDFT1	-2.7325471767109923	0.00628466703308948	2.201717726653042	0.215035	0.0735459504879885	0.0884479	10.0	67.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
HLA-DQB2	-2.731842529436051	0.006298123526646747	2.200788825691385	0.466003	0.0367128968960799	0.055652	3.0	16.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
VAPA	2.726966501854434	0.006391952780192083	2.1943664419822007	0.256503	0.0770842963801605	0.068654	4.0	18.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CLDN14	2.7258246798192545	0.006414105783569064	2.192863881819259	0.0355597	0.435632861175539	0.0658051	7.0	28.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DDRGK1	2.7225363122365422	0.006478291352224899	2.188539524090861	0.0700597	0.222071138779621	0.0923739	7.0	37.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZNF582	2.7208780755347	0.0065108770816833085	2.1863605035857656	0.0836331	0.0806615603365909	0.216513	8.0	31.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
TMEM236	2.7198742732095704	0.0065306741932100836	2.1850419820822222	0.127931	0.140423339893711	0.0864498	11.0	37.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
EPDR1	2.7196116142269937	0.006535863314488899	2.1846970388477254	0.739081	0.046685511086173	0.0169268	7.0	22.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PPP1CC	2.718424538876827	0.006559361594900719	2.183138427286486	NA	0.314243398151358	0.00453863	NA	15.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
FAM180A	2.716650744436622	0.006594615642565811	2.1808105115925396	0.127632	0.119805925421605	0.10389	6.0	19.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
AQP6	2.7156240344178664	0.006615099201902579	2.179463638624501	0.0438193	0.0035502751747707	0.819804	18.0	37.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PCBD1	2.7114006945260396	0.006699960678318623	2.173927746140868	NA	0.0017061475561753	0.485567	NA	8.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CDSN	-2.699878061695037	0.0069364894467363256	2.158860270128557	0.377483	0.005174372997265	0.318371	17.0	26.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MRM1	2.689201656782995	0.007162313753094852	2.144946658156119	0.0243826	0.075413510439728	0.529451	11.0	26.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DEPDC1B	-2.687070081368226	0.007208182739782759	2.142174211780204	0.0741085	0.0512155708030279	0.358342	10.0	31.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
METTL27	2.685511987883229	0.007241877681969548	2.140148814853761	0.025793	NA	0.116748	10.0	NA	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SORD	-2.682348414557826	0.007310727531426137	2.1360394018161966	0.0367517	0.447303834260151	0.0722501	4.0	22.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CCR3	-2.6818985809607883	0.007320564948665894	2.1354554019169387	0.0737418	0.166939646894937	0.140247	15.0	50.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DEFB136	2.6810542135191344	0.007339062507233112	2.1343594133726134	0.112814	0.0208245048133373	0.455124	4.0	11.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
UBXN6	2.679465356001461	0.007373983338497073	2.1322978480164436	0.658902	0.112899135106487	0.00894257	27.0	74.0	52.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
BRWD1	-2.676617041392806	0.007436958547161465	2.1286046392183393	0.062971	0.0512890106599618	0.407906	29.0	152.0	67.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KIAA1211	2.6743533775241795	0.00748735089674325	2.1256718130655905	NA	0.0074873508967432	NA	NA	119.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KRTAP4-7	2.6733891599795334	0.007508908574780427	2.124423183421493	NA	NA	0.00750863	NA	NA	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
BTRC	-2.669428337761237	0.007598048490350961	2.11929793912762	0.0168644	0.0347276284359714	0.902573	11.0	33.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ALG5	2.668464508938113	0.007619882854995439	2.1180517052772148	0.0386118	0.324600712883993	0.116749	4.0	23.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
USP8	-2.65967433288418	0.0078216239882051	2.1067030658797687	0.0554132	0.0490107196792827	0.46994	13.0	60.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CENPF	-2.657532564527299	0.007871498533597181	2.103942581119982	0.0974941	0.39774014294887	0.0357127	64.0	244.0	127.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
AP4B1-AS1	2.6572459021702137	0.00787819550213118	2.1035732461159515	0.461048	NA	0.00252111	36.0	NA	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PCP4L1	2.656811478214234	0.007888354185856228	2.103013597875465	NA	0.0095517347337367	0.243754	NA	6.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
GHSR	-2.6550241874731775	0.007930272209185544	2.1007119051265035	0.0329237	0.0644626947026023	0.537462	10.0	37.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
