GENE,META_PVAL,AMP_NIH_PVAL,GNE_PVAL,UKB_CASE_PVAL,UKB_SIBLING_PROXY_PVAL,UKB_PARENT_PROXY_PVAL,MAF,AMP_NIH_SIG,GNE_SIG,UKB_CASE_SIG,UKB_SIBLING_PROXY_SIG,UKB_PARENT_PROXY_SIG,SIG_DATASET
SLC35E4,0.0009554471688664,0.391711,0.0077745247510201,0.632568,0.00106099,0.173043,0.001,0,1,0,1,0,2
DIAPH2,0.0009619184403437,,0.0001749680565859,0.0493665,0.306032,0.764927,0.001,0,1,1,0,0,2
DDAH1,0.0010241288399484,0.689357,0.538627272034656,0.000312128,1.0,0.00334754,0.001,0,0,1,0,1,2
ZNF699,0.0011369023555443,0.815475,0.0144253190203858,0.30263,0.000670815,0.186788,0.001,0,1,0,1,0,2
BMP2K,0.0012155538157079,0.0676755,0.217534099623813,0.0409946,0.00809499,0.0998622,0.001,0,0,1,1,0,2
IGSF22,0.0012284698229095,0.0173091,0.20403646757256,0.00160529,0.438467,0.19906,0.001,1,0,1,0,0,2
DMC1,0.0012724850646912,0.00434514,0.344638183642685,0.570318,0.000951366,0.63846,0.001,1,0,0,1,0,2
PSG7,0.0013147819569524,0.00786402,0.41033291919023,0.0080205,0.0939417,0.222943,0.001,1,0,1,0,0,2
TAAR6,0.0014706118721861,0.0389833,0.062402970109428,0.00252034,0.182728,0.562528,0.001,1,0,1,0,0,2
KIF2C,0.0014807159498633,0.00901952,0.764943657968274,0.000882297,0.471681,0.221526,0.001,1,0,1,0,0,2
PROSER1,0.0016309411380813,0.352892,0.0033692960749752,0.759828,0.119641,0.00670476,0.001,0,1,0,0,1,2
KRT6B,0.001731618538052,0.00202017,0.0074010646010288,0.555427,0.206743,0.457746,0.001,1,1,0,0,0,2
AQP9,0.001775506331864,0.858988,0.0962614623107568,0.00836621,0.0159585,0.0736434,0.001,0,0,1,1,0,2
HS3ST6,0.0017986642205391,0.415295,0.648967200383624,0.0161705,0.000189855,1.0,0.001,0,0,1,1,0,2
WBP11,0.0018456104168424,0.145934,0.565391951487064,0.150411,0.0134623,0.00512863,0.001,0,0,0,1,1,2
ATP1A1-AS1,0.0019710894315066,0.828944,,0.0241684,0.668459,0.000377579,0.001,0,0,1,0,1,2
C12orf60,0.0020298850406955,0.588796,0.0252579425848535,0.00049775,0.340611,0.386772,0.001,0,1,1,0,0,2
TMEM139,0.0020463159302687,0.265104,0.003367844313695,0.391505,0.0617855,0.0456523,0.001,0,1,0,0,1,2
SH3GLB2,0.0020632111451086,0.875854,0.0871349660306262,0.818783,0.00276431,0.00577216,0.001,0,0,0,1,1,2
RABGGTB,0.0021293533745091,,0.0435224365751893,0.00138876,0.620398,0.148987,0.001,0,1,1,0,0,2
ITM2A,0.0022298998408555,,0.168809066969376,0.022274,0.488852,0.00322628,0.001,0,0,1,0,1,2
C5AR1,0.0022518015289134,0.0438588,0.23053740862363,0.623891,0.184178,0.000966912,0.001,1,0,0,0,1,2
KLHL24,0.0022801607428554,0.630183,0.0392020034653199,0.864406,0.000117438,0.455676,0.001,0,1,0,1,0,2
DDX51,0.0022803877119311,0.518062,0.0046504693033829,0.794822,0.00366121,0.163021,0.001,0,1,0,1,0,2
OR5K3,0.0022938830859121,1.0,0.0065470462539274,0.82066,0.376046,0.000570255,0.001,0,1,0,0,1,2
AQP8,0.0023409613989119,0.00828423,0.847438464908677,0.00192994,0.416229,0.210061,0.001,1,0,1,0,0,2
IL12A,0.0023447903499893,,0.0025768376100689,0.861533,0.0614094,0.0464233,0.001,0,1,0,0,1,2
PHC2-AS1,0.002523078960421,1.0,,0.00117526,0.0205308,0.288457,0.001,0,0,1,1,0,2
PSIP1,0.0027637620944557,0.00102319,0.477210803967632,0.246348,0.89049,0.0138878,0.001,1,0,0,0,1,2
ARL14EP,0.0028116428996456,0.172078,0.859117541633701,0.0030898,0.0125017,0.266725,0.001,0,0,1,1,0,2
XKR7,0.00290720675477,0.000533393,0.778918427302445,0.229027,0.405316,0.0413533,0.001,1,0,0,0,1,2
OR1C1,0.0029630780977138,0.00126973,0.468137057441344,0.00501733,0.830729,0.660858,0.001,1,0,1,0,0,2
RNF208,0.0031208728308723,0.242157,0.0696949696494932,0.00496802,0.61071,0.0343482,0.001,0,0,1,0,1,2
PKP4-AS1,0.0031228735140584,0.132513,,0.193497,0.028347,0.0126433,0.001,0,0,0,1,1,2
MYOCD,0.0032024866539254,0.917058,0.0308610215301176,0.000489693,0.34977,0.376011,0.001,0,1,1,0,0,2
DEXI,0.0032041846366686,,0.003619743555721,0.346093,0.034436,0.2203,0.001,0,1,0,1,0,2
ALOX15B,0.0032264276795907,0.753344,0.034886982818131,0.786924,0.672506,0.000132404,0.001,0,1,0,0,1,2
ATP6V1B2,0.0033591158454342,0.091156,0.0082608928231441,0.414234,0.0114992,0.542856,0.001,0,1,0,1,0,2
SCLY,0.0034264676678607,0.133391,0.0436393615293914,0.224077,0.100413,0.0152814,0.001,0,1,0,0,1,2
IRX6,0.003545234676502,0.219323,0.0228064869013536,0.157915,0.458339,0.00579596,0.001,0,1,0,0,1,2
FAH,0.0038158549576008,0.70008,0.019425462937551,0.000271053,0.630519,1.0,0.001,0,1,1,0,0,2
LAT,0.0038657974022531,0.755382,0.0006534772862658,0.737525,0.520657,0.0124855,0.001,0,1,0,0,1,2
KCNK12,0.0040886180835569,0.207376,0.0452003246908788,0.144449,0.125517,0.0150568,0.001,0,1,0,0,1,2
MRPS26,0.0041079387641341,0.343701,0.12777908523306,0.18106,0.043887,0.00738087,0.001,0,0,0,1,1,2
FBXL20,0.0041223680891161,0.479937,0.20642871288616,0.00646924,0.013463,0.299973,0.001,0,0,1,1,0,2
EEF1AKMT4,0.0041238565278893,0.011111,,0.00224739,0.803766,0.659589,0.001,1,0,1,0,0,2
STEAP1,0.0041816548401295,0.295359,0.0083567039083077,0.0222539,0.281062,0.171039,0.001,0,1,1,0,0,2
EZH2,0.004330404156113,0.570246,0.750987253463012,0.597728,0.00271804,0.00398516,0.001,0,0,0,1,1,2
UBE2F-SCLY,0.0044128662194936,0.167623,0.022334311652994,0.166989,0.198897,0.0228948,0.001,0,1,0,0,1,2
IGFL4,0.0044451596489756,,0.0054876976263408,0.0249659,,0.592274,0.001,0,1,1,0,0,2
KBTBD11,0.0045702135062104,0.883513,0.436279340514146,0.0113462,0.105111,0.00650412,0.001,0,0,1,0,1,2
MAPK8,0.0045916486142156,0.0183975,0.0031952184305618,0.637254,0.179384,0.447875,0.001,1,1,0,0,0,2
PHC2,0.0048158674523017,1.0,0.0042155808965778,0.0148908,0.273544,0.187394,0.001,0,1,1,0,0,2
SYCE2,0.0048405020446681,0.263204,0.592589874971822,0.0066206,0.778847,0.00402971,0.001,0,0,1,0,1,2
USP6NL,0.0049183374766473,0.500363,0.0015911402735152,0.0303222,0.492019,0.27904,0.001,0,1,1,0,0,2
SEMA5A,0.0049420363426988,0.425735,0.0059951364225977,0.578959,0.00358916,0.629155,0.001,0,1,0,1,0,2
C9,0.0049522791045232,0.324259,0.0194194966784786,0.783777,0.00274589,0.246942,0.001,0,1,0,1,0,2
DSEL,0.005024135187248,0.0138004,0.0702849890391547,0.00632144,0.663073,0.839974,0.001,1,0,1,0,0,2
DNAL1,0.0051444148462125,,0.317175497366322,0.0117172,0.0184616,0.258568,0.001,0,0,1,1,0,2
MYO6,0.0053204236310215,0.801656,0.0008850986003441,0.720331,0.0266815,0.271467,0.001,0,1,0,1,0,2
USP33,0.0053646952253831,0.00937364,0.428211991102578,0.378776,0.0163704,0.150489,0.001,1,0,0,1,0,2
SGK1,0.0055659901398957,0.0468686,0.114396162696846,0.404882,0.00181748,1.0,0.001,1,0,0,1,0,2
ACSS2,0.0055758750782344,0.895688,0.129095921710768,0.485351,0.00857639,0.0082177,0.001,0,0,0,1,1,2
HSPB2,0.0055896184478154,0.179081,0.0469097562478302,0.678796,0.00122313,0.56907,0.001,0,1,0,1,0,2
PNRC2,0.00577244176721,0.342893,0.341338244332168,0.676027,0.00265586,0.0197668,0.001,0,0,0,1,1,2
LEMD1-AS1,0.0058837712748047,,,0.0159141,0.0124267,0.580877,0.001,0,0,1,1,0,2
EVX1-AS,0.0059230749268474,0.766992,,0.017043,0.160317,0.0102142,0.001,0,0,1,0,1,2
PCP4L1,0.0060716235709472,0.873165,0.0045166813879624,0.0133019,0.485797,0.175082,0.001,0,1,1,0,0,2
ZC3H4,0.0061588258773044,0.770594,0.692619231855607,0.482682,0.011843,0.00149233,0.001,0,0,0,1,1,2
EP400,0.0061854408227253,0.0900063,0.0335978493491984,0.0119656,0.178658,0.708636,0.001,0,1,1,0,0,2
BCL6B,0.0062431771910355,0.0726945,0.351510097937843,0.0409186,0.133641,0.0332193,0.001,0,0,1,0,1,2
DLEU7,0.0062924882394044,0.0142538,0.0872596599433554,0.00661418,0.843584,0.676382,0.001,1,0,1,0,0,2
TOM1L2,0.0063531273930474,0.0237254,0.671726573107139,1.0,0.386019,0.000773465,0.001,1,0,0,0,1,2
APOBEC3D,0.0064562505107068,0.744471,0.482210799251039,0.00541745,0.00437915,0.571639,0.001,0,0,1,1,0,2
SDR16C5,0.0064833396836218,0.02382,0.0652737295432948,0.799373,0.242016,0.0162818,0.001,1,0,0,0,1,2
MCMDC2,0.0065491987394243,0.0256583,0.508500552220422,0.0117294,0.100538,0.322918,0.001,1,0,1,0,0,2
FSIP2,0.0066067025351033,0.0266064,0.0191229337809737,0.547,0.068936,0.262207,0.001,1,1,0,0,0,2
FAT3,0.0067848310377332,0.020551,0.0747023618737209,1.0,0.00797638,0.426672,0.001,1,0,0,1,0,2
PEBP4,0.0067906955243537,0.341104,0.741188504422831,0.00383804,0.557994,0.00966156,0.001,0,0,1,0,1,2
ZFP42,0.0069525264327233,0.0257736,0.861366062395044,0.641328,0.287434,0.0013219,0.001,1,0,0,0,1,2
CREM,0.0070344530185285,0.00125538,0.675103080835216,0.0166956,0.717751,0.541646,0.001,1,0,1,0,0,2
SYBU,0.0070363194321869,0.651467,0.0162388840256295,0.00881344,0.12027,0.490738,0.001,0,1,1,0,0,2
SLC39A9,0.0071395746258598,0.222424,0.0179395899968883,0.174411,0.173075,0.0466475,0.001,0,1,0,0,1,2
NTNG1,0.0071541097983865,0.0136206,0.465600987467991,0.00162294,0.728978,0.751043,0.001,1,0,1,0,0,2
GAGE10,0.0071662651683633,,,0.00929598,0.0158068,1.0,0.001,0,0,1,1,0,2
MXD1,0.0072011434815758,0.0280843,0.200144953694278,0.0426738,0.125809,0.188484,0.001,1,0,1,0,0,2
FOXO6,0.0072795017358023,0.0112826,0.0564390112590286,0.721838,0.0195013,0.644434,0.001,1,0,0,1,0,2
VWA8,0.0073641297167287,0.176258,0.0472791271099915,0.331626,0.0400188,0.0531024,0.001,0,1,0,1,0,2
MARK2,0.0074001863089297,0.84692,0.882692159732071,0.0369447,0.278386,0.000769178,0.001,0,0,1,0,1,2
CCDC159,0.0074540507200575,0.015354,0.102943824020506,0.202828,0.0313991,0.59363,0.001,1,0,0,1,0,2
LGALS14,0.0074551144184912,0.1193,0.296503732565043,0.0046019,0.0367167,1.0,0.001,0,0,1,1,0,2
GSTA4,0.0074610209602817,0.0238767,0.0533993354645922,0.0104403,0.715234,0.628481,0.001,1,0,1,0,0,2
PITHD1,0.0075382385533256,,0.168473753023722,0.332305,0.0133487,0.0395855,0.001,0,0,0,1,1,2
ZC4H2,0.0076446697613852,,0.0204790851033073,0.848935,0.0102074,0.169885,0.001,0,1,0,1,0,2
IPO4,0.0076456080537149,0.231974,0.729354190187059,0.128116,0.0122235,0.0233872,0.001,0,0,0,1,1,2
MINDY2,0.0077098762408656,0.232543,,0.23452,0.0156834,0.035654,0.001,0,0,0,1,1,2
SERINC3,0.0078256970232569,0.0621702,0.0171882836617274,0.035627,0.450098,0.373888,0.001,0,1,1,0,0,2
OPRM1,0.0078936550962176,0.0147374,0.305427282193452,0.231464,0.0296944,0.209672,0.001,1,0,0,1,0,2
IFNA16,0.0080308110798485,0.878188,0.931860809265719,0.014942,0.00104144,0.522131,0.001,0,0,1,1,0,2
ACTR3C,0.0080747041574052,0.544202,0.700899727708206,0.0185042,0.00160517,0.591496,0.001,0,0,1,1,0,2
RBM26,0.008115444131288,0.702108,0.146207339783619,0.0241933,0.0103826,0.261772,0.001,0,0,1,1,0,2
IQUB,0.0082389197155083,0.0921221,0.0258897934134001,0.0119062,0.362821,0.669515,0.001,0,1,1,0,0,2
C1orf56,0.0084254362836581,0.75704,0.0007681803266279,0.859379,0.438106,0.032535,0.001,0,1,0,0,1,2
SRP54,0.0084288278399722,,0.0090864883392934,0.0444162,0.148321,0.574688,0.001,0,1,1,0,0,2
POU6F2,0.0084301383666018,0.184116,0.375965897708285,0.0304918,0.00427464,0.790174,0.001,0,0,1,1,0,2
KRTAP21-3,0.0085880094739937,0.0134398,0.135669565556245,0.0294203,1.0,0.136496,0.001,1,0,1,0,0,2
ICAM2,0.0086894840431198,0.0120001,0.0152410957222172,0.674734,0.871931,0.0692108,0.001,1,1,0,0,0,2
CLCA2,0.0087524284240411,0.0325228,0.879411432113439,0.169191,0.00466147,0.3336,0.001,1,0,0,1,0,2
OR56B4,0.0088355670704813,0.464937,0.0889682958251404,0.489914,0.0289549,0.0130003,0.001,0,0,0,1,1,2
EFEMP1,0.0089304526843594,0.339465,0.0092114681194631,0.33737,0.468734,0.015666,0.001,0,1,0,0,1,2
HIF3A,0.0090243333411116,0.761568,0.337769852984594,0.225831,0.0183626,0.0073726,0.001,0,0,0,1,1,2
FRMPD1,0.0091609415997497,0.647144,0.128258561295887,0.10057,0.0222118,0.043346,0.001,0,0,0,1,1,2
MAPK1,0.0092577920107431,0.358208,0.130742563539503,0.201431,0.0329312,0.0262664,0.001,0,0,0,1,1,2
CAPN12,0.0093775341777016,1.0,0.0085846430709627,0.0790682,0.0301061,0.406795,0.001,0,1,0,1,0,2
METRNL,0.0096276406903785,0.0724873,0.0482731922801727,0.0182947,0.476413,0.28315,0.001,0,1,1,0,0,2
MARK1,0.0096380980136163,0.280132,0.230833056530461,0.0976048,0.0320607,0.0427436,0.001,0,0,0,1,1,2
MTRES1,0.0096572377444273,0.0248078,,0.00399603,0.487271,0.856698,0.001,1,0,1,0,0,2
ZC3H12A,0.0096652324126908,0.0424825,0.781858040204647,0.516464,0.00123969,0.408369,0.001,1,0,0,1,0,2
RASAL1,0.0096761575428559,0.285648,0.0163445027454531,0.891438,0.223201,0.00936406,0.001,0,1,0,0,1,2
TIFAB,0.0098059826384797,0.248749,0.0256337533709471,0.705298,0.00375514,0.52513,0.001,0,1,0,1,0,2
CATSPER4,0.0098158130218463,0.0189503,0.0206212702761479,0.218951,0.142554,0.728135,0.001,1,1,0,0,0,2
CFAP52,0.0098348414708241,0.0208023,0.0204411659244971,0.455947,0.684714,0.0670885,0.001,1,1,0,0,0,2
KLHL25,0.0098557620635039,0.00855384,0.729425789539365,0.0821701,0.0361119,0.482525,0.001,1,0,0,1,0,2
DGAT2,0.0099287646130882,0.00179394,0.897597231588132,0.0422295,0.678635,0.195673,0.001,1,0,1,0,0,2
GGTLC2,0.0099413350596048,0.121633,0.013612714664425,0.828163,0.00968933,0.680869,0.001,0,1,0,1,0,2
KANSL1L,0.0102443402669497,0.756916,0.0244273489217851,0.0528954,0.341192,0.0283172,0.001,0,1,0,0,1,2
LRP4,0.0102599070344541,0.0425445,0.336504124882749,0.76501,0.802503,0.00107746,0.001,1,0,0,0,1,2
CNTROB,0.0104265835823094,0.895031,0.0116093518315048,0.123033,0.564302,0.0134381,0.001,0,1,0,0,1,2
LAMB2,0.0104560346018849,0.00979026,0.109557401070391,0.908506,0.310897,0.0321305,0.001,1,0,0,0,1,2
BEST3,0.0106347739911882,0.256814,0.0456323399841558,0.911679,0.00247785,0.376873,0.001,0,1,0,1,0,2
FZD9,0.0106956963577103,0.616803,1.0,0.0042992,0.213057,0.0178067,0.001,0,0,1,0,1,2
AMN,0.0107319768263357,0.0206295,0.0098603558635012,0.183374,0.739577,0.366481,0.001,1,1,0,0,0,2
H2BC8,0.0108078229489609,1.0,,0.0309152,0.625145,0.00249693,0.001,0,0,1,0,1,2
ZNHIT6,0.0108313477747635,0.00980696,0.760292024903507,0.419938,0.00944024,0.346656,0.001,1,0,0,1,0,2
ELAC2,0.0109107073835933,0.317773,0.0227985613515167,0.237319,0.530515,0.0113539,0.001,0,1,0,0,1,2
FAM163B,0.0109541449912875,0.277683,0.0432486276290015,0.861364,0.450031,0.0022375,0.001,0,1,0,0,1,2
ACER1,0.0111071392423564,0.357591,0.0284430659902591,0.574551,0.00809576,0.22467,0.001,0,1,0,1,0,2
SRP68,0.0111138279532654,0.489173,1.0,0.0309225,0.00178052,0.394995,0.001,0,0,1,1,0,2
ZNF586,0.0118071359321167,0.43044,0.308556011388706,0.0346472,0.0065912,0.383159,0.001,0,0,1,1,0,2
SELENOO,0.0119221639117342,0.591814,,0.0570047,0.0366983,0.0445939,0.001,0,0,0,1,1,2
PRR14,0.0119232165031564,0.428409,0.367981913690825,0.00256981,0.0394089,0.738405,0.001,0,0,1,1,0,2
SEMA6B,0.0119295853382228,0.759343,0.0051273481278506,0.0215202,0.171603,0.820564,0.001,0,1,1,0,0,2
DLEU7-AS1,0.0119733199265107,0.0142538,,0.00661418,0.843584,0.698295,0.001,1,0,1,0,0,2
C5orf24,0.011998668856501,0.0173242,0.577090911442392,0.279595,0.480648,0.00885587,0.001,1,0,0,0,1,2
DUSP26,0.0122827364468544,0.274749,0.0347938606969473,0.0276699,0.540222,0.0861694,0.001,0,1,1,0,0,2
HCFC2,0.0124885866610744,0.375702,0.0300635190613134,0.393275,0.281759,0.0100809,0.001,0,1,0,0,1,2
MYLPF,0.0125211218168756,0.00379357,0.777568605958503,0.485425,0.478484,0.0184858,0.001,1,0,0,0,1,2
LIMK1,0.0125470062640794,0.609661,0.0060727099044495,0.0372233,0.88772,0.103841,0.001,0,1,1,0,0,2
PLCD3,0.0125905668630741,0.507695,0.277135035556387,0.0166036,0.894357,0.00611128,0.001,0,0,1,0,1,2
LOC100129434,0.0126304456143166,0.5424,,0.0322098,0.0276462,0.123759,0.001,0,0,1,1,0,2
PBRM1,0.0127365826838826,0.0187836,0.573925629777667,0.520853,0.00426487,0.542296,0.001,1,0,0,1,0,2
MIDN,0.012850126064136,0.00895679,0.190534253920791,0.0175457,0.804746,0.546008,0.001,1,0,1,0,0,2
SMR3A,0.0128676244599236,0.444589,0.0100417856068462,0.0108554,0.560062,0.485703,0.001,0,1,1,0,0,2
ZNF436,0.0129557765077509,0.0312158,0.370139693024912,0.700513,0.00306203,0.537297,0.001,1,0,0,1,0,2
MRPL15,0.0129723572403288,0.0385729,0.0105312457079593,0.0983971,0.588433,0.567225,0.001,1,1,0,0,0,2
ANKRD36,0.0130268828215922,0.0293883,0.345530628885691,0.368486,0.0376268,0.0953445,0.001,1,0,0,1,0,2
CCDC15,0.0131969454563639,0.124688,0.568626475453462,0.0460307,0.301385,0.0139104,0.001,0,0,1,0,1,2
LIG3,0.0133499932238751,0.0131792,0.449807732371128,0.328591,0.90701,0.00787676,0.001,1,0,0,0,1,2
TRMT12,0.0135894392240911,0.0466897,0.708106374354351,0.0190622,0.222398,0.101925,0.001,1,0,1,0,0,2
CEACAM7,0.0136503978973074,0.787787,1.0,0.000596543,0.691593,0.0442454,0.001,0,0,1,0,1,2
EVX1,0.013823742555564,0.766992,0.68443167319793,0.017043,0.160317,0.0102142,0.001,0,0,1,0,1,2
AKR1A1,0.0139427746089821,0.174143,0.0412299391748033,0.0420215,0.3449,0.142581,0.001,0,1,1,0,0,2
LOC102723704,0.0139944985380009,,,0.0430953,,0.0447902,0.001,0,0,1,0,1,2
BMP3,0.01399629717272,0.344188,0.139407051561282,0.034832,0.217748,0.0410004,0.001,0,0,1,0,1,2
PPP4C,0.0141875347771082,,0.216215735318676,0.320813,0.0287635,0.0351825,0.001,0,0,0,1,1,2
ZNF227,0.0142162836472142,0.181757,0.0445879370222366,0.121137,0.336338,0.0462426,0.001,0,1,0,0,1,2
SDHAF1,0.0143650113929453,,1.0,0.0369651,0.0114782,0.168317,0.001,0,0,1,1,0,2
ALKBH4,0.0147648834586162,0.806176,0.618773687232933,0.00647212,0.143817,0.0347781,0.001,0,0,1,0,1,2
ARTN,0.0151241183447955,0.606271,0.701016308880298,0.532236,0.0214907,0.00344225,0.001,0,0,0,1,1,2
DCDC2B,0.0155745171628516,0.0260764,0.0028206761709287,0.468585,0.684279,0.741106,0.001,1,1,0,0,0,2
MYEF2,0.015659463318128,0.317569,0.0352421096316282,0.0140381,1.0,0.112151,0.001,0,1,1,0,0,2
OR52L1,0.015902185482718,0.0157831,0.693762684400313,0.848769,0.130486,0.0148656,0.001,1,0,0,0,1,2
LRRIQ3,0.0160313578973331,0.286608,0.556033481644002,0.701156,0.00342195,0.0477185,0.001,0,0,0,1,1,2
TRRAP,0.0161970430068723,1.0,0.0153526683074058,0.60389,0.0254941,0.078384,0.001,0,1,0,1,0,2
ZNF584,0.0162366886208331,0.272616,0.0114424416187402,0.0239819,0.527156,0.471516,0.001,0,1,1,0,0,2
SPATA6,0.0166487355602011,0.273597,0.274442878154942,0.344271,0.0475192,0.0157134,0.001,0,0,0,1,1,2
SAPCD2,0.0166941511241884,0.170839,0.0235525568088921,0.690122,0.0479985,0.145408,0.001,0,1,0,1,0,2
C1QL3,0.0168572696767233,0.00297356,0.0491313293828333,0.859967,0.283625,0.551828,0.001,1,1,0,0,0,2
ATP1A1,0.0170152767591607,1.0,0.687769680087166,0.033487,0.323158,0.00267903,0.001,0,0,1,0,1,2
LCOR,0.0170517076274924,0.00772126,0.937915655284502,0.0135343,0.288833,0.706584,0.001,1,0,1,0,0,2
ST8SIA1,0.0171237873812113,0.524468,0.0476580981201364,0.410971,0.679842,0.00288243,0.001,0,1,0,0,1,2
CSRP2,0.0171879595339707,0.020612,0.0338052936721021,0.804744,0.342036,0.105542,0.001,1,1,0,0,0,2
GFM2,0.0179225602689382,0.660145,0.0133924927286365,0.544128,0.00733113,0.611038,0.001,0,1,0,1,0,2
BBS7,0.0179918705968178,0.247781,0.196013222102833,0.882288,0.0232073,0.0217953,0.001,0,0,0,1,1,2
PLXNB1,0.01804598938865,0.602699,0.719607345880974,0.297168,0.0125606,0.0134492,0.001,0,0,0,1,1,2
HSPB1,0.0182157503107257,0.697127,0.760467241596421,0.346377,0.0108041,0.0111293,0.001,0,0,0,1,1,2
ANKRD54,0.0182167059553159,0.0374084,0.846913616873528,0.00188715,0.79908,0.462197,0.001,1,0,1,0,0,2
SLC27A2,0.0184738992928626,0.202126,0.551201110649335,1.0,0.0191004,0.0105971,0.001,0,0,0,1,1,2
PRR15,0.0188040605708621,0.0174222,0.0128465970023393,0.833733,0.535895,0.231585,0.001,1,1,0,0,0,2
SMIM19,0.0191933649242428,0.0340039,0.313704028056472,0.27138,0.208666,0.0395369,0.001,1,0,0,0,1,2
SSX3,0.0193550431429717,,0.582644552869554,0.0463961,0.00554486,0.722728,0.001,0,0,1,1,0,2
SRSF10,0.0197755611174732,,0.369356202147599,0.562759,0.0113583,0.047296,0.001,0,0,0,1,1,2
RPL13A,0.0199824086430605,0.136077,0.0258159522095903,0.513489,0.361436,0.0389212,0.001,0,1,0,0,1,2
LOC100288123,0.0200788707353145,0.0218237,,0.621947,0.831994,0.0101025,0.001,1,0,0,0,1,2
CD70,0.0205865151734106,0.0134954,0.0142920591462758,0.630407,0.218291,1.0,0.001,1,1,0,0,0,2
FIZ1,0.020757613410941,0.384798,0.0466376210977389,0.0353032,0.427779,0.0991664,0.001,0,1,1,0,0,2
WDR25,0.0208026149823366,0.791342,0.0140938872605185,0.850064,0.066875,0.0425283,0.001,0,1,0,0,1,2
AARSD1,0.0208120250053734,0.730015,0.0452942795363093,0.219797,0.745858,0.00497774,0.001,0,1,0,0,1,2
VPS8,0.021133603540965,0.0335717,0.0321990341994364,0.343018,0.125018,0.595728,0.001,1,1,0,0,0,2
IKZF2,0.0219231227048329,0.0348617,1.0,0.902397,0.613392,0.00151284,0.001,1,0,0,0,1,2
