GENE,META_PVAL,AMP_NIH_PVAL,GNE_PVAL,UKB_CASE_PVAL,UKB_SIBLING_PROXY_PVAL,UKB_PARENT_PROXY_PVAL,MAF,AMP_NIH_SIG,GNE_SIG,UKB_CASE_SIG,UKB_SIBLING_PROXY_SIG,UKB_PARENT_PROXY_SIG,SIG_DATASET
GSK3A,0.0039968323900123,,0.322519585351207,0.0269635,0.0101662,0.143692,0.001,0,0,1,1,0,2
LTK,0.0040013794288936,,0.0084685332476329,0.00928145,0.750663,0.215628,0.001,0,1,1,0,0,2
LAT,0.0040882658542517,,0.0008223600094526,0.436595,0.786529,0.0463463,0.001,0,1,0,0,1,2
PNRC2,0.0041450779556559,,0.389074445540755,0.508975,0.0030944,0.0217505,0.001,0,0,0,1,1,2
PEBP4,0.0041484127456221,,0.69352366939641,0.000916534,0.504942,0.0415704,0.001,0,0,1,0,1,2
SEMA6B,0.004149933653861,,0.0044636311926321,0.0126378,0.28599,0.827437,0.001,0,1,1,0,0,2
RUBCN,0.0043179994588319,,0.56370479288381,0.639251,0.0199524,0.00195653,0.001,0,0,0,1,1,2
DEXI,0.0043362973746764,,0.0053877915395927,0.346093,0.034436,0.2203,0.001,0,1,0,1,0,2
PLCD3,0.0043931047215028,,0.278976717741765,0.017079,0.88547,0.00341111,0.001,0,0,1,0,1,2
CTBP2,0.0044672195729326,,0.0571430064884647,0.0122136,0.0466869,0.451548,0.001,0,0,1,1,0,2
MCMDC2,0.0044851052328959,,0.0226400936652289,0.025887,0.0614983,0.410372,0.001,0,1,1,0,0,2
AKR1A1,0.0046575460832184,,0.0219400448972037,0.0496232,0.229055,0.0623481,0.001,0,1,1,0,0,2
SERPINA4,0.0047425703138196,,0.0111556202114977,0.0144573,0.675628,0.146152,0.001,0,1,1,0,0,2
S100B,0.0047613539481582,,0.277959141783313,0.00470695,0.251179,0.0487152,0.001,0,0,1,0,1,2
LOC100129434,0.0048296157674647,,,0.0489335,0.0276462,0.0664593,0.001,0,0,1,1,0,2
RNASE11,0.0049400873374554,,0.0032468413786703,0.592589,0.0168442,0.518714,0.001,0,1,0,1,0,2
HSPB1,0.0049736137068033,,0.661373079391323,0.381732,0.012445,0.00539873,0.001,0,0,0,1,1,2
HIF3A,0.0052690973362498,,0.322152140760925,0.243187,0.0212181,0.0110176,0.001,0,0,0,1,1,2
HSD11B1L,0.0053764998727264,,0.0158362162644886,0.0229095,0.0518547,1.0,0.001,0,1,1,0,0,2
EFEMP1,0.0054514888340748,,0.0120430814633864,0.233235,0.468734,0.0145548,0.001,0,1,0,0,1,2
SLC17A3,0.0055180070193511,,0.593425748104166,0.00194214,0.59498,0.0284008,0.001,0,0,1,0,1,2
C17orf64,0.0055677579393951,,0.369531946950592,0.0408488,0.251813,0.00518519,0.001,0,0,1,0,1,2
PCP4L1,0.005898929084517,,0.0181124912468491,0.0174147,0.485797,0.138932,0.001,0,1,1,0,0,2
FZD9,0.0059692587345066,,1.0,0.00555833,0.228512,0.0170284,0.001,0,0,1,0,1,2
GSTA4,0.0060674143661182,,0.0342552090185113,0.00298035,0.305041,0.70981,0.001,0,1,1,0,0,2
ACER1,0.006237229615175,,0.0186288193504113,0.574551,0.00936146,0.228914,0.001,0,1,0,1,0,2
LIMK1,0.0063448436574478,,0.0033359731354968,0.0448209,0.899239,0.174541,0.001,0,1,1,0,0,2
FBXL20,0.0064064270743319,,0.20642871288616,0.00646924,0.0312873,0.568988,0.001,0,0,1,1,0,2
UQCC3,0.006430908099332,,0.0183471746287587,0.00842515,0.365359,0.423104,0.001,0,1,1,0,0,2
HSPB2,0.0066191931276264,,0.0487736114972809,0.611432,0.00122313,0.680941,0.001,0,1,0,1,0,2
ALKBH4,0.0067015043537707,,0.618773687232933,0.00805024,0.143817,0.0352505,0.001,0,0,1,0,1,2
ATP6V1B2,0.0067876753041089,,0.0095544946193255,0.414234,0.0114992,0.564473,0.001,0,1,0,1,0,2
SLC39A9,0.0068445431744101,,0.0179395899968883,0.221376,0.140892,0.0464302,0.001,0,1,0,0,1,2
NEK2,0.0068759890764397,,0.017469571798332,0.811361,0.00224724,0.82065,0.001,0,1,0,1,0,2
ZC4H2,0.0069258893581935,,0.0204790851033073,0.811994,0.0102074,0.155505,0.001,0,1,0,1,0,2
FGL1,0.0069533521973976,,0.0260051138185408,0.440552,0.268865,0.00861474,0.001,0,1,0,0,1,2
ARL14EP,0.0071408190564252,,0.859117541633701,0.0030898,0.0162311,0.638317,0.001,0,0,1,1,0,2
INPP5E,0.0072311578613623,,0.880595538367886,0.0264235,0.718313,0.00167353,0.001,0,0,1,0,1,2
KBTBD11,0.0072892674917068,,0.436279340514146,0.0259238,0.292842,0.00853683,0.001,0,0,1,0,1,2
EVX1,0.0073062613788793,,0.700344323059376,0.017043,0.192525,0.0123427,0.001,0,0,1,0,1,2
MARK1,0.0073472025517937,,0.23819082763216,0.0976048,0.0287578,0.0427436,0.001,0,0,0,1,1,2
NOP53,0.007577658642074,,,0.0102651,0.74608,0.0205767,0.001,0,0,1,0,1,2
PPP4C,0.0078069707241724,,0.0913281457209723,0.320813,0.0287635,0.0368018,0.001,0,0,0,1,1,2
ACSS2,0.0082404315771476,,0.187551824670284,0.57449,0.0146646,0.0211159,0.001,0,0,0,1,1,2
HTR2B,0.0084778908843608,,0.777803517144307,0.893738,0.0114552,0.00435415,0.001,0,0,0,1,1,2
CAPN12,0.0087651593401466,,0.0498999811357461,0.073388,0.0209118,0.473681,0.001,0,1,0,1,0,2
PRR14,0.0089265356764241,,0.447200064381014,0.00304359,0.0394089,0.693221,0.001,0,0,1,1,0,2
GAGE10,0.0089594979841459,,,0.0123082,0.0158068,1.0,0.001,0,0,1,1,0,2
MINDY2,0.0092880391725873,,,0.25258,0.0171547,0.0469892,0.001,0,0,0,1,1,2
STIMATE,0.0094723599827932,,,0.251748,0.0335467,0.0247142,0.001,0,0,0,1,1,2
PTPRO,0.0094759104482313,,0.338841602668922,0.0218019,0.00748271,0.729555,0.001,0,0,1,1,0,2
RBM26,0.0095785488300337,,0.115474408549102,0.043478,0.0262206,0.31087,0.001,0,0,1,1,0,2
PTHLH,0.0098535415099175,,0.655927250616791,0.0406327,0.00253843,0.628676,0.001,0,0,1,1,0,2
CNOT8,0.0101116365717424,,0.0174893115035748,0.00698939,0.671529,0.536738,0.001,0,1,1,0,0,2
SLITRK5,0.0101827482111685,,0.0017190712443425,0.892825,0.78008,0.037153,0.001,0,1,0,0,1,2
FAM163B,0.010205494540863,,0.0432486276290015,0.723376,0.450031,0.00316911,0.001,0,1,0,0,1,2
PRICKLE4,0.0102438641889892,,0.0216183539330618,0.239871,0.191994,0.0450457,0.001,0,1,0,0,1,2
STEAP1,0.0103423640348494,,0.0385277561048226,0.0473349,0.281062,0.0886462,0.001,0,1,1,0,0,2
XPO7,0.0107597301763385,,0.241947297030912,0.00632253,0.0399295,0.785241,0.001,0,0,1,1,0,2
ARTN,0.0108768321702771,,0.815892077747424,0.532236,0.0290463,0.00385936,0.001,0,0,0,1,1,2
ABCD2,0.011296171404223,,0.0280534634351808,0.00655247,0.403493,0.691237,0.001,0,1,1,0,0,2
RNF10,0.0114322085644815,,0.127058788635222,0.0145065,0.652683,0.0433228,0.001,0,0,1,0,1,2
SERINC3,0.0117690351546971,,0.0181744561476236,0.0389408,0.450098,0.170266,0.001,0,1,1,0,0,2
DPEP2,0.0118467549414003,,0.357105124566785,0.00572612,0.0441652,0.606028,0.001,0,0,1,1,0,2
CASP4,0.0121245112633125,,0.718774534408225,0.0123111,0.192131,0.033234,0.001,0,0,1,0,1,2
SMR3A,0.0123705626590747,,0.0154643196239916,0.0108554,0.560062,0.617827,0.001,0,1,1,0,0,2
GCLM,0.0125037598050864,,0.434850159290092,0.00369172,0.0367213,1.0,0.001,0,0,1,1,0,2
ZSWIM8,0.0127072792181405,,0.216754066414973,0.0263368,0.0427296,0.247111,0.001,0,0,1,1,0,2
PRSS45P,0.0127163529199232,,,0.878756,0.018253,0.0189174,0.001,0,0,0,1,1,2
C11orf21,0.0130894234487039,,0.898836889984686,0.00502838,0.0162239,0.856332,0.001,0,0,1,1,0,2
BMP3,0.0134056177757169,,0.209442636652017,0.034832,0.217748,0.0408536,0.001,0,0,1,0,1,2
FGF3,0.0134535219689109,,0.0366161920872716,0.00753769,0.428276,0.55174,0.001,0,1,1,0,0,2
RTN4RL1,0.0135136439411896,,0.0308385574031271,0.24829,0.00976225,0.877898,0.001,0,1,0,1,0,2
KCNJ9,0.0136730985990592,,0.0407202429080317,0.244951,0.598985,0.0111632,0.001,0,1,0,0,1,2
UBOX5,0.0139300118029954,,0.0044353826731711,1.0,0.0312934,0.493062,0.001,0,1,0,1,0,2
TAGLN,0.0139506814458231,,0.0244103075265562,0.0438951,0.318333,0.201051,0.001,0,1,1,0,0,2
FIZ1,0.0140621776183666,,0.0466376210977389,0.0353032,0.427779,0.0984456,0.001,0,1,1,0,0,2
TOP2A,0.0142711242540791,,0.517515169889857,0.0228839,0.0079709,0.749694,0.001,0,0,1,1,0,2
IRX6,0.0144731550766362,,0.0328562974747898,0.23424,0.728909,0.0128635,0.001,0,1,0,0,1,2
RPL13A,0.0146211008443582,,0.0172425098484899,0.488417,0.33354,0.0260557,0.001,0,1,0,0,1,2
IPO4,0.0152251520892906,,0.676297283661956,0.230582,0.0186784,0.0265809,0.001,0,0,0,1,1,2
PKP4-AS1,0.0155503015091176,,,0.30594,0.0497458,0.0258061,0.001,0,0,0,1,1,2
TANK,0.0157050304330947,,0.875589956332963,0.0296446,0.00848008,0.367271,0.001,0,0,1,1,0,2
INSM2,0.0157311302917349,,0.042534596875585,0.923673,0.0564022,0.0365663,0.001,0,1,0,0,1,2
RAB11FIP5,0.0157364049185509,,0.0483463978218125,0.0718254,0.894433,0.0261006,0.001,0,1,0,0,1,2
RNASEL,0.0159747463964425,,0.0293580514457427,0.190568,0.356122,0.0415493,0.001,0,1,0,0,1,2
PLXNB1,0.0161456047976774,,0.910333470111618,0.388606,0.0185415,0.0128094,0.001,0,0,0,1,1,2
WDR25,0.0166031254510628,,0.0368177850354154,0.817995,0.0429905,0.0674753,0.001,0,1,0,1,0,2
PRR14L,0.0166059902007887,,0.0498776909348548,0.0696781,0.0440426,0.570893,0.001,0,1,0,1,0,2
HOXC5,0.016691011369288,,0.0077398017033183,0.556947,0.0230867,0.884349,0.001,0,1,0,1,0,2
EP400,0.0168735054162467,,0.0214784312977888,0.0298046,0.233591,0.59757,0.001,0,1,1,0,0,2
ZNF586,0.0168986267458963,,0.43913263206548,0.0406132,0.0102168,0.491424,0.001,0,0,1,1,0,2
EIF3K,0.0170894011255719,,0.197082165746883,0.501278,0.0480177,0.0191746,0.001,0,0,0,1,1,2
PRR19,0.0171824768626914,,0.0227234245324538,0.0318263,0.306292,0.41377,0.001,0,1,1,0,0,2
DKK4,0.0174701751456927,,0.581547868761975,0.0498203,0.0247249,0.130956,0.001,0,0,1,1,0,2
ADAMTS9-AS2,0.0174792049222258,,,0.78889,0.0423523,0.0136699,0.001,0,0,0,1,1,2
SIPA1L1,0.0175571627160784,,0.0380298973008234,0.547427,0.296652,0.0152959,0.001,0,1,0,0,1,2
SIGLEC15,0.0178921158720585,,0.0264338444881379,0.26317,0.0483295,0.288516,0.001,0,1,0,1,0,2
OR10A3,0.0182725444150943,,0.915910176400043,0.199262,0.021282,0.0257224,0.001,0,0,0,1,1,2
NMRK2,0.0186230952635914,,1.0,0.0346725,0.424742,0.00696762,0.001,0,0,1,0,1,2
FLAD1,0.0188123339339977,,0.506383139324188,0.657298,0.00685052,0.045646,0.001,0,0,0,1,1,2
HAUS3,0.0188236230686552,,0.207881216541625,0.896126,0.0432208,0.0129377,0.001,0,0,0,1,1,2
TRAF2,0.0188519021337431,,0.0202815700575468,1.0,0.0113875,0.451982,0.001,0,1,0,1,0,2
CLCN3,0.0190177526432546,,0.775400253942913,0.0490983,0.279132,0.0099449,0.001,0,0,1,0,1,2
UNC5C,0.0191739636948348,,0.030324470048961,0.12735,0.04084,0.677836,0.001,0,1,0,1,0,2
BAZ2A,0.0200340820645061,,0.0229780139522324,0.611694,0.195923,0.0412981,0.001,0,1,0,0,1,2
ELAC2,0.0200406483726241,,0.0309186773042707,0.284093,0.798086,0.0162305,0.001,0,1,0,0,1,2
MTMR10,0.0201409947420122,,0.570067839934918,0.0478444,0.133013,0.0315844,0.001,0,0,1,0,1,2
ATP1A1,0.0201923631527602,,0.687769680087166,0.0405846,0.406257,0.010141,0.001,0,0,1,0,1,2
HOXB4,0.0203072934539019,,0.572255016944544,0.0429893,0.107678,0.0437612,0.001,0,0,1,0,1,2
OGDHL,0.0204174788248707,,0.380440112599869,0.0413933,0.0285149,0.260134,0.001,0,0,1,1,0,2
CFAP52,0.020527991341591,,0.0097174486602633,0.393088,0.831519,0.0370581,0.001,0,1,0,0,1,2
IL18BP,0.020776251618041,,0.0235847793772503,0.500166,0.0215331,0.471329,0.001,0,1,0,1,0,2
AUTS2,0.020882457362714,,0.0426684450824812,0.722619,0.116547,0.0335576,0.001,0,1,0,0,1,2
ATP8B2,0.020938862240432,,0.0182250507840017,0.623372,0.706291,0.0150857,0.001,0,1,0,0,1,2
LETM2,0.021315421791527,,0.0167612654929666,0.0358984,0.497229,0.414937,0.001,0,1,1,0,0,2
ABCC8,0.0214187762172805,,0.0138076603730952,0.892559,0.316784,0.0320166,0.001,0,1,0,0,1,2
IL32,0.0222903714920439,,0.0498057218516833,0.183868,0.855978,0.0168737,0.001,0,1,0,0,1,2
SEZ6L2,0.0225731702528292,,0.0094199898699255,0.0195643,0.730666,1.0,0.001,0,1,1,0,0,2
RNF19A,0.0225939663226184,,0.0496613965976344,0.00825111,0.51344,0.640886,0.001,0,1,1,0,0,2
CSTF3,0.0226260352661961,,0.0171838470091727,0.0227521,0.804986,0.429286,0.001,0,1,1,0,0,2
GGTLC2,0.0228279789417715,,0.0119838940681234,0.858107,0.0202726,0.656315,0.001,0,1,0,1,0,2
PSMD2,0.0228883096768495,,0.825215995116728,0.908631,0.01709,0.0107175,0.001,0,0,0,1,1,2
KIF26B,0.0229297872575539,,0.0183921201326385,0.439856,0.0224631,0.757699,0.001,0,1,0,1,0,2
ZNF517,0.0230839845487353,,1.0,0.100358,0.0278292,0.0497732,0.001,0,0,0,1,1,2
HCFC2,0.0231685667665534,,0.0295185719285488,0.355602,0.633306,0.0210201,0.001,0,1,0,0,1,2
SERF2-C15ORF63,0.0234449696313574,,,0.0457956,0.830415,0.0176042,0.001,0,0,1,0,1,2
EXD1,0.023658152386844,,0.0410626504715831,0.747357,0.0116558,0.402457,0.001,0,1,0,1,0,2
TBCB,0.0238996212067095,,0.500820636827042,0.420176,0.0334485,0.0207506,0.001,0,0,0,1,1,2
CEP162,0.0239752969878271,,0.38322554282085,0.0410558,0.369695,0.0252235,0.001,0,0,1,0,1,2
METRNL,0.0245116899706817,,0.0482731922801727,0.0222565,0.476413,0.295828,0.001,0,1,1,0,0,2
CADM4,0.025236444780007,,0.0245870741298075,0.0229812,0.368082,0.759,0.001,0,1,1,0,0,2
NT5E,0.0254381504842242,,0.853892787763416,0.302051,0.0152429,0.0406125,0.001,0,0,0,1,1,2
HOXB3,0.0260197819973037,,0.361614273222613,0.0397193,0.0259509,0.442453,0.001,0,0,1,1,0,2
ZBTB26,0.0273198566484913,,0.0433781585530243,0.360611,0.351266,0.0321885,0.001,0,1,0,0,1,2
NPBWR2,0.027748280127539,,1.0,1.0,0.00420412,0.0430216,0.001,0,0,0,1,1,2
OR10G9,0.0284360094434345,,0.0416941945382089,0.621953,0.85877,0.0084131,0.001,0,1,0,0,1,2
TBC1D30,0.0285181167694604,,0.0251182902264185,0.0223,0.42196,0.795983,0.001,0,1,1,0,0,2
NOXA1,0.0287233079218751,,0.019973039504689,0.842686,0.432766,0.0260972,0.001,0,1,0,0,1,2
TDRD10,0.0293646240756752,,0.37288284846999,0.553382,0.0456945,0.0208127,0.001,0,0,0,1,1,2
CHSY1,0.0303882698038536,,0.0441598643264649,0.545254,0.709989,0.0120619,0.001,0,1,0,0,1,2
CDH11,0.0305613976601537,,0.296561469228188,0.0369915,0.033027,0.573823,0.001,0,0,1,1,0,2
ZNF207,0.0310671040873838,,0.037141743216579,0.705302,0.0100347,0.80992,0.001,0,1,0,1,0,2
CCL7,0.0312959390736083,,0.414009133256253,0.327435,0.0482963,0.0328665,0.001,0,0,0,1,1,2
ADAT1,0.031853282589891,,0.0287534596464206,0.625482,0.0451506,0.271864,0.001,0,1,0,1,0,2
C9,0.0325407831385865,,0.0126212334358051,0.780211,0.0385635,0.599648,0.001,0,1,0,1,0,2
ACR,0.0327741039209441,,0.0353540220152356,0.72044,0.507439,0.0178023,0.001,0,1,0,0,1,2
FRMPD3,0.0332188859682386,,0.307882395228609,0.0383857,0.0292455,0.678888,0.001,0,0,1,1,0,2
COPZ2,0.0335416010176787,,0.0114663787142463,0.898755,0.612216,0.0377182,0.001,0,1,0,0,1,2
EIF4EBP3,0.0335796740887161,,0.0255456516591478,0.0347424,0.381791,0.703458,0.001,0,1,1,0,0,2
OGFOD3,0.0337818899879167,,0.312339461579361,0.0316604,0.554537,0.0438495,0.001,0,0,1,0,1,2
SLC27A2,0.0338327113407329,,0.45990670384221,1.0,0.030218,0.0173402,0.001,0,0,0,1,1,2
CHMP2A,0.0341251242087534,,0.0222639578856416,0.794439,0.831589,0.0165907,0.001,0,1,0,0,1,2
ERMARD,0.0353381702300244,,0.299682122000964,0.791476,0.035277,0.0306893,0.001,0,0,0,1,1,2
ZNF584,0.0356956155587067,,0.0128127813279558,0.040183,0.640289,0.790505,0.001,0,1,1,0,0,2
TCF12,0.0357414904023618,,0.0299943510048474,0.690126,0.0169003,0.746311,0.001,0,1,0,1,0,2
FCMR,0.0357563249863906,,0.039209551693221,0.627345,0.02098,0.506223,0.001,0,1,0,1,0,2
ZNF468,0.0361329594706306,,0.56210517478734,0.0378903,0.0124554,1.0,0.001,0,0,1,1,0,2
KLK14,0.0382327775219427,,1.0,0.0427418,0.409619,0.0164606,0.001,0,0,1,0,1,2
