GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
VIT	4.321651124463574	1.548659240139871e-05	0.12288	0.0713398	0.0849854	0.378216	0.145513	0.00934457	174.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF534	-4.3180886224609285	1.5738623828551168e-05	-0.169502	0.0762102	0.0261395	-0.331018	0.158083	0.0362647	120.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ICAM2	4.3175007778125885	1.5780585279136294e-05	0.356638	0.180391	0.0480386	1.63314	0.697782	0.0192591	50.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM128	-4.303060462668031	1.6845485488963547e-05	-1.81838	0.718957	0.0114325	-0.317762	0.179135	0.0760848	32.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MS4A4A	-4.29662161940004	1.7342083979698125e-05	-0.310354	0.190191	0.102722	-1.09858	0.412253	0.007703	43.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
JUP	-4.293994145591273	1.7548710347863473e-05	-0.372484	0.12574	0.00305306	-0.434828	0.326531	0.182971	167.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PSMG3	-4.292706576051147	1.765082008742363e-05	-0.21285	0.10381	0.0403273	-0.432603	0.192926	0.0249399	26.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LRRC28	4.285632487622117	1.822200125153742e-05	0.344799	0.144732	0.0172033	0.690226	0.362646	0.0570008	74.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DGKB	-4.283172571319241	1.842471571201796e-05	-0.307267	0.137982	0.0259558	-0.680657	0.331009	0.0397529	97.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TESPA1	4.2735924207158	1.9234850225964613e-05	0.223749	0.0776803	0.00397188	0.185067	0.132835	0.163557	85.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RNF157-AS1	4.25018569401127	2.1359336411216474e-05	0.133112	0.0971704	0.170725	0.65823	0.228528	0.00397288	23.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BARD1	-4.249029533029828	2.1469861521647432e-05	-0.193556	0.0631556	0.00217851	-0.17561	0.148284	0.236304	139.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PLEC	-4.204265990720838	2.6193076869949074e-05	-0.0489949	0.0281219	0.0814676	-0.140296	0.0569838	0.0138153	1716.0	314.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC43A1	-4.170905553797516	3.0339159461756837e-05	-0.115668	0.107436	0.281649	-0.739741	0.239067	0.00197286	120.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIF21A	4.141425856365288	3.451534479401823e-05	0.133387	0.061093	0.0290111	0.275745	0.140824	0.0502206	218.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
P2RY10	4.135326419882734	3.5445044892598045e-05	1.51214	0.365664	3.54451e-05	NA	NA	NA	19.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ITPK1	-4.134189023494226	3.562102151256027e-05	-0.308831	0.121451	0.0109955	-0.424044	0.266469	0.111532	103.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM98C	-4.128771156656691	3.647071625363893e-05	-0.0816759	0.0789707	0.301016	-0.554008	0.179029	0.00197133	93.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SDR16C5	-4.122478166948749	3.748181459390976e-05	-0.425907	0.222463	0.0555556	-1.1465	0.519255	0.0272457	57.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CD27-AS1	-4.112416292488453	3.9153945581096865e-05	-0.579684	0.272941	0.0336835	-1.43705	0.722654	0.0467491	49.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CD27	-4.112416292488453	3.9153945581096865e-05	-0.579684	0.272941	0.0336835	-1.43705	0.722654	0.0467491	49.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SHANK1	-4.100885035024662	4.11573007750552e-05	-0.150454	0.0605918	0.0130256	-0.190379	0.117677	0.105705	427.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TEX44	4.100601343449375	4.120779223807412e-05	0.16465	0.0770576	0.0326214	0.304057	0.154824	0.0495437	74.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PEBP4	-4.082418424152978	4.456945875684627e-05	-0.25341	0.0932507	0.00657749	-0.395828	0.290004	0.172283	54.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LSR	4.082095837939629	4.463138368288425e-05	0.145308	0.0683974	0.0336307	0.373314	0.190697	0.050274	149.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CACHD1	-4.076066193804812	4.580398501677283e-05	-0.190318	0.0781361	0.0148622	-0.268127	0.163458	0.100934	212.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM186	4.072805036052857	4.645030557409771e-05	0.357457	0.118667	0.00259308	0.212421	0.200296	0.2889	59.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PLCD3	4.066116452166557	4.7803055811806134e-05	0.287651	0.0755957	0.000141734	0.0469022	0.179707	0.794098	160.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ABRA	-4.061737230887108	4.870888597900048e-05	-0.342249	0.169741	0.043769	-0.629127	0.307576	0.0408122	68.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MRPL42	4.055550555255779	5.0016352568977136e-05	0.648806	0.202773	0.00137588	0.465214	0.543548	0.392062	35.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LDLRAP1	4.044234793563847	5.2494292031659626e-05	0.204069	0.131614	0.121017	0.705023	0.282719	0.0126412	71.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
UMODL1	-4.042083417016402	5.297837788870301e-05	-0.0742161	0.0455737	0.103422	-0.235628	0.0976252	0.0157957	348.0	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM181A	4.041428822251659	5.3126507004760616e-05	0.152205	0.094276	0.106427	0.369962	0.152438	0.0152255	61.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
H6PD	-4.040013845859152	5.344804601722219e-05	-0.161929	0.0678166	0.016952	-0.211865	0.128227	0.0984812	244.0	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC101928068	-4.026228440449287	5.667862760200645e-05	-0.397949	0.245342	0.104799	-0.98018	0.407693	0.0162074	20.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZC3HAV1	4.023565932293243	5.73235265332856e-05	0.099055	0.0685859	0.148669	0.4629	0.179466	0.00989955	177.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CSMD3	4.019194503061882	5.8397447697529273e-05	0.0731232	0.0472889	0.122031	0.240212	0.0971383	0.0134026	571.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SORBS3	4.013363836830723	5.9859538464772585e-05	0.0833911	0.0620994	0.179316	0.353526	0.132382	0.00757377	177.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF184	4.01267476385026	6.0034602086470404e-05	0.21347	0.105231	0.0425017	0.380108	0.191578	0.047245	84.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANKRD30A	-4.009649840693535	6.0808855431424404e-05	-0.120511	0.045494	0.00807435	-0.12728	0.0935396	0.173606	243.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MON1B	-4.009458734174885	6.08580868554439e-05	-0.147002	0.13222	0.266223	-0.731665	0.252502	0.00375961	127.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR51B2	3.9895083164124987	6.621039796838675e-05	0.331172	0.137007	0.0156407	0.644012	0.409594	0.115876	54.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIF3C	3.988974982633677	6.635941894650887e-05	0.2821	0.137351	0.0399885	0.663796	0.343027	0.0529764	112.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RINT1	-3.9889285630937144	6.637240422503919e-05	-0.0712807	0.0760715	0.348747	-0.492892	0.161503	0.0022739	122.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KRT81	-3.9824546489234898	6.820714284520967e-05	-0.0901482	0.0704055	0.2004	-0.389718	0.144231	0.00689146	118.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FOCAD	-3.9807791234207617	6.86897540052224e-05	-0.0446768	0.0448265	0.318929	-0.294967	0.0988456	0.00284401	353.0	64.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NUP210	3.9784433512695423	6.936793370736395e-05	0.0973278	0.0448132	0.0298666	0.165424	0.0915671	0.0708268	370.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF777	3.977919394412908	6.95209294239117e-05	0.355651	0.102534	0.00052318	0.142378	0.279554	0.610538	122.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ASPSCR1	3.963124055205401	7.39753162807879e-05	0.257244	0.0729355	0.000420296	0.0650107	0.149067	0.662753	201.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EFCAB10	-3.9618850328120554	7.436034644940836e-05	-0.0707638	0.0992782	0.47598	-0.547347	0.168461	0.00115768	21.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF597	3.9536842510733448	7.6956951560221e-05	0.212233	0.0851055	0.0126398	0.261555	0.179157	0.144311	71.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EMC9	3.9499886581640893	7.815489653332865e-05	0.300543	0.0856427	0.000449348	0.0884328	0.200654	0.659414	30.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KRTAP21-3	3.945410531924172	7.966337335288866e-05	0.579809	0.234368	0.0133637	0.639525	0.434612	0.14116	10.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PANK4	3.943693806678616	8.023609145889715e-05	0.198239	0.0937316	0.0344328	0.427396	0.233712	0.0674404	179.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM119	3.935103800177658	8.316074665106745e-05	0.396149	0.17901	0.0268973	0.551132	0.320034	0.0850504	52.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FNTA	3.9343056739508127	8.34375425453177e-05	0.328259	0.102157	0.00131234	0.206362	0.286206	0.470894	61.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DDRGK1	3.9325720627330454	8.404177379845572e-05	0.283516	0.133668	0.033917	0.964239	0.53228	0.0700597	72.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ERICH3	-3.930715703890809	8.469337089841227e-05	-0.122471	0.0472712	0.00957497	-0.155159	0.115799	0.180277	276.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LINGO3	-3.9299595098953986	8.496016717801729e-05	-0.0666506	0.0792171	0.400143	-0.6079	0.196821	0.00201108	102.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ATP9B	-3.9266683962049127	8.613059717238529e-05	-0.035912	0.0670112	0.592021	-0.449801	0.132655	0.000696999	246.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CAVIN1	-3.9226668816417996	8.75741949117582e-05	-0.212147	0.100271	0.0343672	-0.377419	0.208873	0.0707723	60.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
UBE2M	-3.9186285262056724	8.905423921449351e-05	-0.257948	0.14441	0.0740649	-0.654223	0.3068	0.0329736	22.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM205	3.9154302354254678	9.024313740793054e-05	0.457468	0.210461	0.0297318	0.903785	0.518885	0.0815463	41.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FBN2	-3.9135514128087583	9.094852499378186e-05	-0.0568219	0.0427389	0.183679	-0.239866	0.092826	0.00976517	476.0	67.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SIMC1	3.9123936075144767	9.138580305891683e-05	0.144223	0.0877529	0.100278	0.489713	0.215839	0.0232756	156.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SCG3	3.9063249364340136	9.37104787325486e-05	0.461239	0.161768	0.00435481	0.36745	0.348265	0.291386	55.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
