GENE,META_PVAL,AMP_NIH_PVAL,GNE_PVAL,UKB_CASE_PVAL,MAF,AMP_NIH_SIG,GNE_SIG,UKB_CASE_SIG,SIG_DATASET
PSG7,0.0017428294742951,0.00786402,0.41033291919023,0.0080205,0.001,1,0,1,2
IQUB,0.0018818895580559,0.0921221,0.0258897934134001,0.0119062,0.001,0,1,1,2
MIDN,0.001966209723964,0.00895679,0.190534253920791,0.0175457,0.001,1,0,1,2
DCDC2B,0.0022081908082754,0.0260764,0.0028206761709287,0.468585,0.001,1,1,0,2
EP400,0.0022984744490511,0.0900063,0.0335978493491984,0.0119656,0.001,0,1,1,2
AMN,0.0023566968852283,0.0206295,0.0098603558635012,0.183374,0.001,1,1,0,2
MAPK8,0.0023649839318752,0.0183975,0.0031952184305618,0.637254,0.001,1,1,0,2
SERINC3,0.0023966495064631,0.0621702,0.0171882836617274,0.035627,0.001,0,1,1,2
MRPL15,0.002494548133287,0.0385729,0.0105312457079593,0.0983971,0.001,1,1,0,2
NOP53,0.0028367055988006,0.0185011,,0.0169046,0.001,1,0,1,2
SMR3A,0.0029215692236381,0.444589,0.0100417856068462,0.0108554,0.001,0,1,1,2
PCP4L1,0.0031172063512953,0.873165,0.0045166813879624,0.0133019,0.001,0,1,1,2
KRTAP21-3,0.0031745769764233,0.0134398,0.135669565556245,0.0294203,0.001,1,0,1,2
STEAP1,0.003236480734885,0.295359,0.0083567039083077,0.0222539,0.001,0,1,1,2
ANKRD54,0.0034682854457413,0.0374084,0.846913616873528,0.00188715,0.001,1,0,1,2
SRP54,0.0035576694366479,,0.0090864883392934,0.0444162,0.001,0,1,1,2
PHC2,0.0036087325635946,1.0,0.0042155808965778,0.0148908,0.001,0,1,1,2
METRNL,0.0036668169842813,0.0724873,0.0482731922801727,0.0182947,0.001,0,1,1,2
CTBP2,0.0037756215088158,0.0786284,0.035264302151095,0.0239324,0.001,0,1,1,2
DGAT2,0.0038513337692991,0.00179394,0.897597231588132,0.0422295,0.001,1,0,1,2
NECAP1,0.0039315177664107,0.0393246,0.0045553696489489,0.38934,0.001,1,1,0,2
ELN,0.0039726945902402,0.103836,0.0446864747544876,0.0152252,0.001,0,1,1,2
ZNF584,0.0041616985497093,0.272616,0.0114424416187402,0.0239819,0.001,0,1,1,2
TRPV1,0.0043733887882192,0.0206267,0.0126043862170229,0.305901,0.001,1,1,0,2
SEMA6B,0.004561979975977,0.759343,0.0051273481278506,0.0215202,0.001,0,1,1,2
CATSPER4,0.0046399860233594,0.0189503,0.0206212702761479,0.218951,0.001,1,1,0,2
ARHGAP24,0.0048499927455462,0.352895,0.0077266404365858,0.0331455,0.001,0,1,1,2
EFCAB2,0.0048956858207656,0.0208291,0.0138418683629066,0.31713,0.001,1,1,0,2
TPGS2,0.004905679244592,0.0125711,0.0353419760020047,0.206317,0.001,1,1,0,2
SYBU,0.0049735909981488,0.651467,0.0162388840256295,0.00881344,0.001,0,1,1,2
ARHGEF38,0.0049907198255123,0.0158072,0.0087608782685589,0.676147,0.001,1,1,0,2
SEZ6L2,0.0051214038834487,0.255602,0.0103186795597385,0.0366579,0.001,0,1,1,2
LCOR,0.0051781295929217,0.00772126,0.937915655284502,0.0135343,0.001,1,0,1,2
CDK3,0.0054502093053116,0.0242912,0.120903672221766,0.0355632,0.001,1,0,1,2
LHX6,0.0056061724174416,0.0984144,0.0330553172031249,0.0332517,0.001,0,1,1,2
ITGB2,0.0057447385592886,0.0441703,0.0346031833601703,0.0729546,0.001,1,1,0,2
CD70,0.0061584141064591,0.0134954,0.0142920591462758,0.630407,0.001,1,1,0,2
ICAM2,0.0062320108328208,0.0120001,0.0152410957222172,0.674734,0.001,1,1,0,2
C1QL3,0.0063222104432398,0.00297356,0.0491313293828333,0.859967,0.001,1,1,0,2
ASRGL1,0.0063549609590703,0.283496,0.0105396678038004,0.0423197,0.001,0,1,1,2
LIMK1,0.0068082135945673,0.609661,0.0060727099044495,0.0372233,0.001,0,1,1,2
MCMDC2,0.0074026044947867,0.0256583,0.508500552220422,0.0117294,0.001,1,0,1,2
MYEF2,0.0075593770058844,0.317569,0.0352421096316282,0.0140381,0.001,0,1,1,2
KCTD20,0.0078641255527303,0.0238168,0.0331475624853621,0.209131,0.001,1,1,0,2
ERICH1,0.0080025007591926,0.0120002,0.0328164021735933,0.42854,0.001,1,1,0,2
BACH1,0.0084080261689938,0.0256138,0.0186672324484116,0.375594,0.001,1,1,0,2
TRAPPC12,0.0086564998216404,0.040255,0.70459149571365,0.00656817,0.001,1,0,1,2
PRR15,0.0086678411740446,0.0174222,0.0128465970023393,0.833733,0.001,1,1,0,2
NUP58,0.008789950121438,0.360161,0.0111536192472389,0.0472784,0.001,0,1,1,2
CFAP52,0.0089348829919069,0.0208023,0.0204411659244971,0.455947,0.001,1,1,0,2
SNRNP27,0.0091222771146067,0.0131576,0.0364085875585173,0.415456,0.001,1,1,0,2
CACNA1D,0.0098219852404052,0.0426282,0.0157671277081535,0.325102,0.001,1,1,0,2
FGF3,0.0099044586509244,1.0,0.0292972603509487,0.00753769,0.001,0,1,1,2
LOC102724708,0.0105040381051502,0.0294565,,0.0470334,0.001,1,0,1,2
PARM1,0.0105652994127673,0.0444238,0.772057875010003,0.00698791,0.001,1,0,1,2
MXD1,0.0105721413499656,0.0280843,0.200144953694278,0.0426738,0.001,1,0,1,2
CADM4,0.0108373202773158,0.562144,0.0245870741298075,0.017909,0.001,0,1,1,2
RNF19A,0.0108946752587293,0.351621,0.0481538627365312,0.0147174,0.001,0,1,1,2
ARPC5,0.0113996282467363,0.0478603,0.364071074885104,0.0151491,0.001,1,0,1,2
TBC1D30,0.0114158332441965,0.403635,0.0223876143851968,0.0292642,0.001,0,1,1,2
DUSP26,0.011418168957711,0.274749,0.0347938606969473,0.0276699,0.001,0,1,1,2
TAGLN,0.0118529581358813,0.453857,0.0183947120988278,0.0332275,0.001,0,1,1,2
FSIP2,0.0118833782442665,0.0266064,0.0191229337809737,0.547,0.001,1,1,0,2
AKR1A1,0.0126597707929451,0.174143,0.0412299391748033,0.0420215,0.001,0,1,1,2
PLEKHG1,0.0127235370214364,0.548496,0.0446809135557104,0.0123903,0.001,0,1,1,2
SLC39A11,0.0132580380462109,0.0482143,0.0097959442232529,0.677645,0.001,1,1,0,2
HSPB2-C11orf52,0.0134102396699376,0.0257049,0.0495458249984448,0.255003,0.001,1,1,0,2
MUC22,0.0134427192916456,0.0371229,0.0271390280651425,0.323353,0.001,1,1,0,2
PRR19,0.0137002526403273,0.216972,0.0483367089334004,0.0318263,0.001,0,1,1,2
VPS8,0.0148702546785109,0.0335717,0.0321990341994364,0.343018,0.001,1,1,0,2
HAAO,0.0156700665240807,0.0313813,0.0380794830413839,0.331928,0.001,1,1,0,2
CSTF3,0.0178069978030892,0.470359,0.0243759287783344,0.0408049,0.001,0,1,1,2
AQR,0.018063994838018,0.0392256,0.0147659757520487,0.822871,0.001,1,1,0,2
FBXO40,0.0185558653988943,0.0495786,0.0198710419816293,0.500927,0.001,1,1,0,2
CSRP2,0.020471672573315,0.020612,0.0338052936721021,0.804744,0.001,1,1,0,2
MON1B,0.0208013806890455,0.0241175,0.547697546925372,0.0433444,0.001,1,0,1,2
SNF8,0.0212388547601103,0.0355125,0.413202526684859,0.0400915,0.001,1,0,1,2
ADGRB1,0.0214869299715691,0.0344114,0.0350704053506715,0.494922,0.001,1,1,0,2
DTD2,0.0217671874420657,0.402366,0.0338175676889134,0.0446444,0.001,0,1,1,2
TRMT12,0.0223878111514967,0.0466897,0.708106374354351,0.0190622,0.001,1,0,1,2
MCM3,0.0224071954515017,0.0303998,0.0412076523271508,0.503658,0.001,1,1,0,2
FIZ1,0.0224782474173005,0.384798,0.0466376210977389,0.0353032,0.001,0,1,1,2
SLC7A9,0.0228097625448098,0.044725,0.0453778924366778,0.318208,0.001,1,1,0,2
GPBP1,0.0231666186883845,0.0290076,0.0495921936814796,0.458154,0.001,1,1,0,2
SHANK1,0.0234056462718869,0.0282073,0.0398993430579646,0.593543,0.001,1,1,0,2
ACOX1,0.0256254905076847,0.0332763,0.734561101263993,0.0307835,0.001,1,0,1,2
RPL23,0.0257716656906977,0.0452376,0.42245995541275,0.0396688,0.001,1,0,1,2
MARVELD1,0.0270779091291849,1.0,0.029122881537717,0.0277854,0.001,0,1,1,2
ARHGEF4,0.0278130343129768,0.048448,0.75984939145625,0.0227729,0.001,1,0,1,2
ABCD2,0.0285624331403616,0.896751,0.0404139522625085,0.0239605,0.001,0,1,1,2
DPCD,0.0305556623134599,0.0349701,0.032372355915342,0.83885,0.001,1,1,0,2
EIF5A,0.0325897493497433,0.0353422,0.0436556414699646,0.670617,0.001,1,1,0,2
PRIM1,0.0342201088714654,0.0441852,0.538916201626463,0.0463783,0.001,1,0,1,2
SCGB1D2,0.0344464125212878,0.043684,0.599955353407377,0.0425108,0.001,1,0,1,2
RBFA,0.0383117181077964,0.0371272,0.809258836794273,0.042768,0.001,1,0,1,2
C9orf135,0.045285634015878,0.846661,0.0492975882014067,0.0385997,0.001,0,1,1,2
DZIP3,0.0461812077115018,0.0343432,0.0481777759627403,1.0,0.001,1,1,0,2
IDUA,0.0490757005622385,0.902577,0.0441942959846964,0.0450652,0.001,0,1,1,2
