GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
DCAF1	21.509652248847793	0.0014851575221102118	0.136336	0.616782	0.0002538026319691	25.0	10.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
USP6NL	21.482388445520133	0.0015020768554248648	0.0240822	0.951505	0.0009441725856261	42.0	19.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PANK4	21.204853892942293	0.001685413287464992	0.775191	0.0372242	0.0008613712803947	46.0	24.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FIBCD1	21.137585441035213	0.0017330480900347165	0.00347155	0.236404	0.0313222820376724	44.0	25.0	79.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TMEM9B	21.04052986372469	0.0018041058306108647	0.027599	0.953191	0.0010257315461657	5.0	2.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PURG	20.96580335452434	0.001860750713651583	0.000142128	0.945163	0.208519795514343	11.0	3.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NOCT	20.868644787616773	0.0019370075654729882	0.0830815	0.0804903	0.0043972735851805	15.0	8.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FAM186B	20.787934276537886	0.0020026720312119207	0.729948	0.0301275	0.0013922024979948	48.0	29.0	81.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
USE1	20.75401309740723	0.002030914869399611	0.128666	0.00607366	0.0398482304923067	16.0	7.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
EFHD2	16.54727565927669	0.0023662186681734426	0.00126956	NA	0.20097938579752	13.0	NA	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FBXO40	20.342891042508846	0.0024057589388521	0.225431	0.0179189	0.0094683074961223	42.0	22.0	72.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NTNG1	20.341440455035897	0.0024071943395593993	0.00939704	0.0137941	0.295275818901885	20.0	8.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
XKR7	20.339496230447505	0.0024091195214858215	0.136504	0.000483158	0.580898103462391	30.0	13.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ELN	20.199618918019425	0.0025516450412047488	0.0177015	0.0874368	0.0265463098548336	49.0	29.0	73.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CREM	20.197702792425414	0.002553653512727431	0.0437935	0.00138988	0.675674616557382	11.0	5.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
BOLA1	20.190912989519518	0.0025607829790277735	0.173267	0.180798	0.0013173145056984	8.0	3.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ADGRL3	20.01698292387473	0.0027501854545126506	0.397113	0.246527	0.0004598209884004	57.0	18.0	93.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CCDC159	19.953149434516178	0.0028230723121054884	0.123102	0.00466401	0.080947617387114	24.0	13.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CBLL2	11.734024489953509	0.002831320000000001	0.00283132	NA	NA	11.0	NA	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
EP400	19.888297726612024	0.0028990512572176974	0.00801166	0.062221	0.0963055962457143	175.0	62.0	295.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KIF2C	19.83805789547469	0.002959279257250038	0.00665668	0.00889171	0.831720665163501	33.0	7.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TAAR6	19.79273349265085	0.0030146607724903804	0.0712393	0.0185719	0.0380615570903069	25.0	13.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DCAF15	19.72304489972653	0.003101790268698288	0.00236431	0.70649	0.0312165410042308	30.0	13.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ACTR5	19.711412286442926	0.0031165713987820337	0.0972642	0.00125822	0.428559970488173	34.0	12.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MCMDC2	19.694447475679556	0.0031382511651810103	0.0104366	0.0158183	0.320395362995071	27.0	11.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
IGSF22	19.57783029342079	0.0032913102467777245	0.0133896	0.0234155	0.178836898299694	69.0	50.0	133.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
C3orf33	19.456941012767203	0.0034576534477157154	0.0812001	0.694451	0.0010562841668917	23.0	18.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CACNA1D	19.403949036121396	0.0035331271834381484	0.189947	0.0684592	0.0047035064588456	84.0	30.0	137.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MYOF	19.289828963506313	0.00370115321955357	0.424315	0.000343471	0.444312368259244	127.0	63.0	183.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SPTLC2	19.269872588178984	0.0037313251923813172	0.244818	0.215172	0.0012415700613685	18.0	2.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PPIP5K2	19.232820673928543	0.0037879804023598033	0.0426705	0.833882	0.0018724650652228	32.0	15.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TRPC1	19.17221919385172	0.003882455103698301	0.0881971	0.463882	0.0016785862945577	21.0	7.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NPBWR1	19.160184565417133	0.003901487670306837	0.00190503	0.193221	0.187699294744022	22.0	4.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SEMA6B	19.14631858793889	0.003923529128587398	0.0252733	0.89125	0.0030886468078891	57.0	26.0	72.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LAIR1	19.112274343047783	0.003978161611087116	0.146539	0.0643762	0.007501425440393	28.0	16.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF584	19.046208454942253	0.004086301712223068	0.0145374	0.635076	0.007922384974554	24.0	17.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ART3	19.04568377912591	0.004087171877034801	0.00171399	0.24965	0.170978877346595	25.0	12.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TSPAN8	19.04221681374463	0.004092926307812641	0.000240083	0.630752	0.483966289173501	8.0	3.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RIPOR2	15.304907581173298	0.004108855178472693	0.250476	0.0018959	NA	44.0	28.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MARC1	10.968884176080723	0.004150850242387502	NA	NA	0.0041508502423875	NA	NA	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ANKRD54	18.991643462213535	0.0041777692309769585	0.00209185	0.0491474	0.731115403505772	13.0	4.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NUP58	18.93829239823907	0.004269126813311126	0.0392188	0.220932	0.0089094138376465	33.0	16.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CASS4	18.927812011788376	0.004287300323886811	0.0183632	0.0590802	0.0715298844140412	51.0	23.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
OR1C1	18.909611720219697	0.004319039547778254	0.019384	0.0134323	0.300771168798733	17.0	8.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NPRL3	18.866849644936988	0.004394513852749945	0.932536	0.219101	0.0003915666431376	43.0	25.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
XPNPEP1	18.819444212305005	0.0044796832774403085	0.459382	0.556854	0.0003202538026636	22.0	6.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PROK2	18.725846078232166	0.004652582759986955	0.00815331	0.0553272	0.190309970760473	5.0	4.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CCDC103	18.698619657616707	0.004704083568958244	0.000179796	0.52682	0.918764174146584	38.0	15.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GCOM1	18.690707871776247	0.004719152948416842	0.0404735	0.396129	0.0054495037327173	73.0	30.0	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CCDC30	18.65595935273433	0.004785895130906178	0.162685	0.221144	0.002471082396327	40.0	22.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MYEF2	18.65219609383206	0.004793178129177116	0.0222434	0.136534	0.0293281787746375	39.0	16.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SLC2A13	18.62496675774102	0.0048461967273052695	0.016861	0.0401337	0.133428107862364	23.0	13.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
STEAP1	18.62475182833417	0.004846617478201653	0.0303487	0.379693	0.007836350341726	9.0	3.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DEFB108B	18.61595976097707	0.00486385950419315	0.000677811	0.598743	0.223484104292111	9.0	3.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DHX57	18.571205453552263	0.00495255492998516	0.126369	0.0397391	0.0184695110654923	71.0	28.0	138.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SHANK1	18.56346609742048	0.004968051602543122	0.408037	0.0163713	0.013938365276023	111.0	40.0	158.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CPN2	18.558137424988924	0.004978748693520518	0.1932	0.46407	0.0010412644581252	31.0	22.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MAP3K6	18.474906531481906	0.0051487648815918986	0.0530755	0.0506422	0.0362091526394876	73.0	36.0	111.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KCNK4	18.424766263463177	0.005253895046731487	0.0703953	0.0113577	0.124818449512028	28.0	14.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TECPR1	18.331024481719233	0.0054560660592129825	0.0882469	0.0240055	0.0493694621334873	76.0	36.0	124.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ITPA	18.311134515606344	0.005499923710024888	0.0585892	0.0369084	0.0488477848972363	13.0	8.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PLEKHA1	18.307769144325317	0.005507378179962037	0.991447	0.883391	0.0001208080763414	27.0	12.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GSTM5	18.151504058188422	0.005864525462909294	0.742565	0.00217477	0.0708440149128346	20.0	7.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LGR6	18.12024150699034	0.005938627337780122	0.816273	0.000505443	0.281664383331072	62.0	20.0	75.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NIPAL1	18.060592481261704	0.006082542237962611	0.000974535	0.436806	0.281258810862956	18.0	7.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MIDN	18.042103691762193	0.006127832855627741	0.0157359	0.00962101	0.798168729904403	43.0	15.0	48.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MON1B	18.00432809718022	0.006221388079147165	0.0283893	0.0152072	0.285237017453366	34.0	19.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CDC42EP5	14.350352130492617	0.006256878804987064	0.0103483	0.0739591	NA	13.0	5.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RNF157	17.94291214690595	0.0063764553638149075	0.098735	0.0022529	0.570864566371698	33.0	15.0	67.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF322	14.30463342397959	0.006383654333911299	0.109609	NA	0.0071440108193779	7.0	NA	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
AQP6	17.934202151094446	0.006398748182700381	0.819804	0.0438193	0.0035502751747707	14.0	18.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KLHL25	17.867169472095263	0.00657286196472966	0.0469958	0.00513874	0.546107013332219	55.0	21.0	96.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LRRC56	17.7969032106428	0.00676030276550678	0.516599	0.00099337	0.26618707811863	43.0	17.0	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ERCC8	17.78101506539091	0.0068033982289095055	0.0617995	0.0630826	0.0353188936519581	24.0	9.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
IGSF9	17.742886118634804	0.006907909073623155	0.212962	0.0189265	0.0348183997385051	73.0	28.0	107.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FAM107A	17.736432495909586	0.006925751592897859	0.00021112	0.828078	0.805345053068258	14.0	5.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SEZ6L2	17.729385866637372	0.006945284606246628	0.14322	0.158143	0.0062381976782909	46.0	12.0	88.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ABCC9	17.72879850986893	0.006946915146554498	0.0322263	0.257296	0.0170449934197614	43.0	12.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
