GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
USP13	2.910664026056153	0.00360661604781899	NA	NA	NA	NA	NA	NA	2.61132224112706	0.897156874771737	0.0036066160478189	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LNPK	2.8935885932437624	0.0038086682902441207	1.03009	0.475951	0.0304437	NA	NA	NA	2.3228565716243	1.20487935766465	0.0538706987442293	10.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OTUD7B	2.87536499995895	0.00403560680245659	2.10138	0.730822	0.00403557	NA	NA	NA	NA	NA	NA	7.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KCNA3	2.835909020198129	0.004569546113871674	1.94498	0.91334	0.0332104	NA	NA	NA	1.97303286395872	1.04889617777735	0.0599642476389752	5.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIN	2.806766914058083	0.005004143607014746	NA	NA	NA	NA	NA	NA	1.35245640322359	0.481855617026702	0.0050041436070147	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENOX2	2.749914816928237	0.005961075886752556	2.00958	0.730779	0.00596116	NA	NA	NA	NA	NA	NA	9.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MYL1	2.7368775597513504	0.006202537381137584	2.25848	0.866607	0.00915758	NA	NA	NA	0.909579222527767	0.719369632688848	0.206082374237051	2.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ECD	2.725050281418556	0.006429169523822502	1.02706	0.443759	0.020643	NA	NA	NA	0.882518342440177	0.573306360345668	0.123719215446128	4.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RAD51B	2.7170263151563128	0.006587137012158711	0.929889	0.391175	0.0174462	NA	NA	NA	0.868260027410425	0.59255300721949	0.142842719656024	10.0	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ING1	2.711947912139798	0.006688910279520709	1.09031	0.570416	0.0559503	NA	NA	NA	1.30060170852165	0.676043240737701	0.0543741447748026	11.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENTPD8	-2.707837062256612	0.006772326229535262	-0.757276	0.740303	0.306342	-1.58509	0.817629	0.052545	-1.16387329058535	0.673326522403539	0.0838910667717844	10.0	2.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TOX2	2.694330660905949	0.007053015571577561	NA	NA	NA	NA	NA	NA	2.66582487018333	0.989420084499564	0.0070530155715774	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANKRD35	2.6913700372967484	0.00711592176560694	NA	NA	NA	0.622617	0.525273	0.23589	0.787903283802311	0.300628770593821	0.0087710527736246	NA	3.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FER1L5	2.6816216155770527	0.00732662781441824	NA	NA	NA	NA	NA	NA	1.21105382472761	0.451612493609396	0.0073266278144184	NA	NA	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CTSA	2.6740322815644473	0.0074945236892333365	1.26521	0.465273	0.0065425	NA	NA	NA	1.22901686905999	1.15686604674506	0.288068890152331	14.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRMT2	2.6617244320344113	0.007774149496645693	NA	NA	NA	NA	NA	NA	2.12671154898114	0.798997643552323	0.0077741494966456	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANGEL2	2.655934252593768	0.007908903234902063	0.319793	0.274679	0.244325	NA	NA	NA	1.38373707704974	0.533887159501172	0.0095470924663894	10.0	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PLEKHG1	2.654840450975202	0.007934592741004939	0.878446	0.707745	0.214535	NA	NA	NA	2.37592732725399	0.94533366560107	0.0119600320891666	8.0	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ASPDH	2.650703451132342	0.008032433335630937	NA	NA	NA	NA	NA	NA	2.262857876112	0.853682019822074	0.008032433335631	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CYP2C18	2.636884802061022	0.008367124079129332	NA	NA	NA	NA	NA	NA	1.26139998932976	0.47836749953727	0.0083671240791291	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RIPK2	2.618518176785385	0.008831258650151608	2.27036	0.86704	0.00883121	NA	NA	NA	NA	NA	NA	6.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
AQP6	2.612915925039084	0.008977338346068845	NA	NA	NA	NA	NA	NA	0.551258671660413	0.210974515627466	0.008977338346069	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NRBF2	2.608857607779324	0.009084503536973902	2.26219	0.867119	0.00908438	NA	NA	NA	NA	NA	NA	6.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
COG3	2.607675258284775	0.009115939134421372	2.91778	1.11892	0.0091157	NA	NA	NA	NA	NA	NA	2.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RECQL4	-2.6030315784946034	0.009240344214917153	-0.431899	0.28489	0.129515	-0.960585	0.829057	0.2466	-0.958903366453814	0.522872303138372	0.0666666107120231	33.0	3.0	20.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MCMDC2	-2.564215711322576	0.010340925417547712	NA	NA	NA	NA	NA	NA	-2.17233652734117	0.847173862069786	0.0103409254175479	NA	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TKTL2	2.5628049829612953	0.010383035107430733	NA	NA	NA	NA	NA	NA	0.655614098914508	0.255818957460022	0.0103830351074306	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OGFOD1	2.5592811793372285	0.010488886584507048	NA	NA	NA	NA	NA	NA	2.47036041100153	0.965255569003666	0.010488886584507	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RTEL1-TNFRSF6B	-2.553685014478185	0.010658963325660645	-0.46009	0.320778	0.151488	NA	NA	NA	-1.45489360339038	0.668252384321618	0.029468492960798	23.0	NA	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM98A	2.546322118200796	0.010886467965415052	1.24144	0.913603	0.174196	NA	NA	NA	2.43855497527881	1.08757071497678	0.0249482164257314	5.0	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCP1B	2.5442319271449616	0.010951834004177983	NA	NA	NA	NA	NA	NA	2.34755501670633	0.922696941131725	0.0109518340041779	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EPB41L4A	2.543587019239521	0.010972072338862727	NA	NA	NA	NA	NA	NA	1.15626562276628	0.454580721642454	0.0109720723388628	NA	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C1orf94	2.538552573700067	0.011131207710336344	0.696107	0.483484	0.149932	NA	NA	NA	1.1772512690261	0.547486687896851	0.0315328432973661	11.0	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
WDR33	2.5341642675560636	0.011271587927078731	0.964601	0.344825	0.00515214	NA	NA	NA	0.60580314567543	0.770266039936854	0.431583054272798	7.0	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TTC31	2.5311299559617417	0.011369571504132295	NA	NA	NA	NA	NA	NA	1.45530772366683	0.574963652197725	0.0113695715041321	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PANX2	2.516418571497775	0.01185542917636425	2.18175	0.867006	0.0118553	NA	NA	NA	NA	NA	NA	5.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ACSBG2	2.5127325096485467	0.01198001321581582	NA	NA	NA	NA	NA	NA	1.87490341827237	0.746161165612734	0.0119800132158156	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SUSD2	2.5093631892854753	0.012094905707481346	0.202625	0.299782	0.499099	NA	NA	NA	1.78892450953829	0.622696462437501	0.0040676451049369	19.0	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CAPN10	2.5045355190767693	0.012261229345849629	0.344511	0.342771	0.31486	NA	NA	NA	2.09947867433774	0.827585633303507	0.0111847897236652	19.0	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RMDN1	2.500737592598618	0.012393496990191846	NA	NA	NA	NA	NA	NA	2.0487749433193	0.819268262844937	0.0123934969901917	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ALG8	2.4996076829164346	0.012433090701433619	NA	NA	NA	0.938969	1.2094	0.437516	1.66839485358398	0.604800595137849	0.0058051910790419	NA	2.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANO10	2.4875251304106922	0.012863536504720885	NA	NA	NA	NA	NA	NA	1.58706562994303	0.638009888037193	0.0128635365047211	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CAPRIN2	-2.4855381854981613	0.012935570860956353	NA	NA	NA	-2.07521	0.778597	0.00769153	-0.769750065651893	0.905841935336534	0.395457413684537	NA	2.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SPATA22	2.4606889922420723	0.013867051521599161	NA	NA	NA	NA	NA	NA	2.40748734023389	0.978379367658443	0.0138670515215994	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENTPD1-AS1	2.454784707938755	0.014096898614891383	0.478963	0.226932	0.0348063	1.12678	0.827913	0.173516	NA	NA	NA	30.0	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GDF9	2.451340673100578	0.014232517932612635	0.551793	0.351376	0.116328	NA	NA	NA	1.25125881053807	0.659827741080307	0.0579148855289338	9.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NADSYN1	2.4480624095750048	0.014362677509763298	0.589877	0.391302	0.131689	NA	NA	NA	1.33144212728365	0.681180254747541	0.0506290525512943	12.0	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIF6	2.4360791471867693	0.014847435441741691	NA	NA	NA	NA	NA	NA	0.919625106991549	0.377502146452651	0.0148474354417416	NA	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CREB3L3	2.433971851340095	0.01493415641699881	0.456712	0.434387	0.293078	NA	NA	NA	1.1984769911006	0.501295035624267	0.0168134600402332	12.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IGFLR1	2.4238222377298104	0.015358121104112131	1.24067	0.493339	0.0119088	NA	NA	NA	0.55934509213204	0.612672373379698	0.361263817901722	8.0	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C2CD2	2.415112342975578	0.015730357078057818	NA	NA	NA	NA	NA	NA	2.06285397548937	0.85414410699744	0.0157303570780576	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DARS2	-2.4137872976076973	0.015787675783104627	-1.44981	0.724348	0.0453341	NA	NA	NA	-1.22086061716666	0.864587589790735	0.157928527237509	21.0	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NECAB3	2.4096119246364953	0.015969496950358528	1.16651	0.484107	0.0159691	NA	NA	NA	NA	NA	NA	10.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
THADA	2.408630024547077	0.016012521310339367	NA	NA	NA	NA	NA	NA	1.02543749743014	0.425734748375465	0.0160125213103393	NA	NA	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAAH	2.401585765943928	0.01632418189540339	0.55027	0.475243	0.246917	NA	NA	NA	2.51561127492208	1.12380114678887	0.0251894871289806	13.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CST3	2.4002331678585827	0.016384631401465902	1.01787	0.508186	0.0451825	NA	NA	NA	1.32137945240503	0.949611655779919	0.16407550835985	5.0	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
JAKMIP3	2.394371354539271	0.01664888273012936	NA	NA	NA	NA	NA	NA	1.10607806487343	0.461949255605868	0.0166488827301297	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SPNS1	2.392360737415553	0.01674037970492698	NA	NA	NA	NA	NA	NA	1.66525210423925	0.696070654477555	0.0167403797049271	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HMSD	2.390919475706889	0.016806238438766427	1.82721	0.764229	0.0168063	NA	NA	NA	NA	NA	NA	3.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ATF6	2.3906528484240797	0.016818446923299927	NA	NA	NA	NA	NA	NA	1.98747576585668	0.831352727422062	0.0168184469233001	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ARHGEF10	-2.3903826870208666	0.016830825169990342	-0.868005	0.521093	0.0957651	NA	NA	NA	-2.52027389754816	1.46974243983302	0.0863869478358105	23.0	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF684	2.386181887823789	0.01702432875413442	NA	NA	NA	NA	NA	NA	2.41134013153144	1.01054330511686	0.0170243287541345	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR4C3	2.3860592813921375	0.017030005637680683	NA	NA	NA	NA	NA	NA	1.41913126830815	0.59475943425855	0.0170300056376808	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SNPH	2.380883728777166	0.017271162369565735	0.931416	0.391206	0.0172712	NA	NA	NA	NA	NA	NA	2.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NGDN	-2.3708490957742705	0.01774727536856058	NA	NA	NA	-1.94351	1.10498	0.0786022	-1.12578403649649	0.706253527835434	0.110930988389757	NA	2.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
AMER3	2.3708471798862623	0.017747367359005038	NA	NA	NA	NA	NA	NA	2.41922413517324	1.02040492347942	0.0177473673590053	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADGRF3	2.368247751434112	0.01787256319813727	0.537621	0.310984	0.0838493	0.147365	0.849577	0.862293	1.05560532044654	0.479887196713048	0.0278285634974999	18.0	2.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
COL22A1	2.3674658919408604	0.01791037082491729	NA	NA	NA	0.762761	0.69358	0.271443	0.723893722810822	0.32196556824682	0.0245533984262347	NA	3.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RHBDL3	2.3643236891656536	0.018063022823618116	1.80688	0.764227	0.0180627	NA	NA	NA	NA	NA	NA	5.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KAT8	2.3620590530570267	0.01817374700597984	NA	NA	NA	NA	NA	NA	4.12618783573024	1.74686057505211	0.0181737470059802	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
