COHORT: META-GROUP1; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
RIPOR2	16.592236541287182	0.0023192269782219507	2.6346567457279213	0.0018959	NA	0.131591	28.0	NA	160.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
NPRL3	20.401161988839963	0.0023487843987311536	2.62915684645726	0.219101	0.0003915666431376	0.433006	25.0	66.0	158.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
EFCAB2	20.233300297608636	0.0025165912601204147	2.599187315992819	0.00936454	0.008356115006287	0.516302	13.0	33.0	54.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PNMA3	11.916036331346453	0.0025850300000000003	2.5875344124312165	NA	NA	0.00258503	NA	NA	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
RNF208	20.08296596519152	0.002676775392518428	2.5723880688139067	0.221485	0.218486463470993	0.000900058	6.0	24.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
XKR7	19.94857791829793	0.00282836393322384	2.548464709436019	0.000483158	0.580898103462391	0.165971	13.0	44.0	104.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
USE1	19.91654456872999	0.0028657156680777355	2.5427669018349066	0.00607366	0.0398482304923067	0.195577	7.0	29.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
DCAF12L2	16.115412473296793	0.0028681434977583806	2.5423991240204113	NA	0.154703760627877	0.00204683	NA	9.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
RAP1A	16.03617482909292	0.002971004579050806	2.5270966788409117	NA	0.312443235681033	0.00105443	NA	6.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
HESX1	19.806616179898214	0.002997591089791997	2.523227610833634	0.0109007	0.189201596780837	0.0242476	7.0	18.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
AQR	19.758578514747885	0.003057061170683043	2.5146958711122136	0.0328144	0.007095228391779	0.220013	16.0	96.0	147.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
BOLA1	19.74735879839219	0.0030711159603413357	2.512703784994386	0.180798	0.0013173145056984	0.216288	3.0	15.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
NEUROD2	15.794075544493072	0.0033083047348598724	2.480394493505033	NA	0.177091052406892	0.00209973	NA	12.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
EEF1D	19.451999526641806	0.0034646243972927815	2.460343840713045	0.517583	0.0005051004671635	0.228399	36.0	71.0	181.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
USP6NL	19.433270361307038	0.003491170154458536	2.457028983800669	0.951505	0.0009441725856261	0.0670898	19.0	66.0	164.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SHANK1	19.29177872835185	0.0036982181521265237	2.432007474066418	0.0163713	0.013938365276023	0.283497	40.0	158.0	423.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MYOF	19.29049367454581	0.003700152345752409	2.431780394430968	0.000343471	0.444312368259244	0.424174	63.0	183.0	347.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SDR16C5	19.28514806084017	0.003708208855002753	2.4308358133568775	0.0272457	0.0428802683518319	0.0555556	6.0	38.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
NUP58	19.280162357992644	0.003715738331304329	2.42995487736729	0.220932	0.0089094138376465	0.0330566	16.0	41.0	102.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PPIP5K2	19.265797489976578	0.003737515707133561	2.427416973515113	0.833882	0.0018724650652228	0.0419727	15.0	57.0	133.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LOC340512	15.4987577202691	0.003771071314085361	2.4235352546479714	0.0151515	NA	0.0284467	2.0	NA	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
KIF2C	19.20796092783888	0.003826461548048058	2.4172026465196725	0.00889171	0.831720665163501	0.00912182	7.0	44.0	104.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ABCF2-H2BE1	15.430661843224623	0.0038864961035198816	2.410441763368416	0.335602	NA	0.00132877	11.0	NA	74.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
FAM163B	19.0591079938949	0.004064964698006155	2.390943221663443	0.187239	0.0428875769024872	0.00904981	4.0	24.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LIG3	19.05447682927523	0.004072612559380228	2.3901269037678428	0.00810369	0.963862733139362	0.00932556	15.0	70.0	157.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PIK3R2	19.052462370901395	0.004075943586086817	2.389771835563734	0.342606	0.35074253394241	0.000606774	14.0	41.0	140.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
FBXO40	19.00800339084943	0.004150137884781917	2.381937473985464	0.0179189	0.0094683074961223	0.439421	22.0	72.0	124.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MARC1	10.968884176080724	0.004150850242387498	2.381862935153878	NA	0.0041508502423875	NA	NA	27.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LRRC56	18.92052598456861	0.004299978988130243	2.36653366659748	0.00099337	0.26618707811863	0.294552	17.0	56.0	128.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CELA3B	18.89301214810112	0.004348186545014427	2.3616918321725615	0.393721	0.762174014115416	0.000263143	8.0	30.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
OTP	18.683588915358104	0.004732752351352501	2.3248862200735094	0.145512	0.0558296885500169	0.0107931	4.0	17.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PRR15	18.661025083029926	0.004776108456585389	2.3209258197426412	0.0169926	0.0160052276247186	0.326053	4.0	14.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LGR6	18.62183421403686	0.004852332582688747	2.3140494399001863	0.000505443	0.281664383331072	0.635208	20.0	75.0	190.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ALOX12-AS1	14.917472357898887	0.004875481528556166	2.311982484608045	0.0153684	NA	0.0375045	10.0	NA	93.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
RASAL1	18.601811053324017	0.004891731619329406	2.310537378177373	0.183743	0.0103252945807353	0.0481454	23.0	85.0	160.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PLEKHA1	18.59069175994274	0.00491374484424523	2.3085873988558068	0.883391	0.0001208080763414	0.860664	12.0	46.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
KCTD20	18.57432568042432	0.004946320531318579	2.305717743924487	0.0202996	0.0222611524641467	0.204928	8.0	29.0	67.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PAQR5	18.554146123779695	0.0049867757244921205	2.3021801633247967	0.306817	0.0003663807330906	0.832159	11.0	23.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TMEM139	18.462829008938584	0.005173899663874421	2.2861819977006883	0.185743	0.0103515200383539	0.050925	5.0	22.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
GADD45G	18.385286865002385	0.005338136695071287	2.272610309313019	0.176821	0.220636704284145	0.002609	2.0	8.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ATP9B	18.375162729465895	0.005359950165998542	2.270839248130449	0.00245211	0.22398429556814	0.186263	39.0	103.0	243.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SPART	14.68575584014813	0.005399387871977748	2.267655473305005	0.539074	NA	0.00120055	9.0	NA	102.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LBX2	18.34998674432253	0.005414570316074466	2.266436001967932	0.117509	0.419366224307551	0.00210226	15.0	34.0	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ADGRL3	18.34472829908063	0.005426046735971279	2.265516469865425	0.246527	0.0004598209884004	0.916304	18.0	93.0	190.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PDPR	18.334006625398573	0.005449519734297552	2.2636417703719953	0.0107384	0.236530121798129	0.0411145	5.0	26.0	119.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TRRAP	18.296785677734505	0.005531775436648255	2.257135458462226	0.819938	0.0109669615330286	0.0118314	32.0	190.0	438.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PCIF1	18.20877547172855	0.005731095356341046	2.241762365510457	0.151849	0.0302305815457225	0.024219	14.0	66.0	135.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
OR4C16	14.512995246612451	0.00582557750332652	2.2346610155249382	0.0370577	NA	0.0190399	18.0	NA	110.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CREBZF	18.160150765921603	0.005844189007624858	2.233275746940147	0.53424	0.122378901257506	0.00174233	4.0	26.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
DHX33	18.14174174939328	0.0058875682677976	2.230064044082852	0.415636	0.484281200604298	0.000571163	25.0	87.0	148.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TACC1	18.1241457818836	0.005929323596410471	2.2269948471250247	0.126159	0.0105894093729773	0.0868164	18.0	70.0	148.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ADI1	18.114965722956196	0.005951221838913278	2.225393860587125	0.975774	0.0006536172912834	0.182689	17.0	34.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SYF2	14.441855687572406	0.006010515474081076	2.2210882804183867	NA	0.0646337219061664	0.0113118	NA	22.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MYH14	18.08924160725318	0.006013003338335764	2.220908555040182	0.157651	0.955984916082175	0.000783111	57.0	184.0	449.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
EVX1	18.073749056958814	0.006050511469631479	2.2182079114550146	0.547258	0.95273509156683	0.000228124	15.0	37.0	82.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MFSD11	18.026647066104296	0.006165946694059064	2.2100002341628793	0.17868	0.0402488497866534	0.016933	5.0	25.0	79.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
 
COHORT: META-GROUP1; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 2
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	114.64131788184143	2.171184039729257e-22	21.66330336215071	1.21058e-05	1.23743257136136e-07	8.51999e-14	17.0	18.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
P2RY10	20.49505107477776	3.544509999999998e-05	4.450443794050646	NA	NA	3.54451e-05	NA	NA	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
ABCC3	26.768939711552946	0.00015997429001085827	3.7959498086166032	0.060822	0.259520987754858	9.74912e-05	62.0	161.0	346.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
PANK4	26.244483282269098	0.00020046211099488366	3.69796770055409	0.0674404	0.0008613712803947	0.0344328	25.0	60.0	179.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
GDF9	26.0613683825733	0.00021685727011709095	3.663826013594493	0.0929277	3.66034020865596e-05	0.644435	9.0	44.0	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
STK38L	26.007580145388246	0.00022191971045072727	3.6538041229152274	0.36156	0.0001667716361832	0.0373442	2.0	11.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
FLNC	25.17834114108223	0.00031644193984261046	3.4997059618521553	0.223171	0.0298832485116819	0.000511125	80.0	235.0	487.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
SEZ6L2	24.729635761137175	0.00038313210747559624	3.416651451475061	0.0199365	0.0004490051230869	0.476571	16.0	91.0	167.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
SQSTM1	24.48745970155513	0.0004246932529171925	3.3719246385716195	0.00245492	0.0287300902708776	0.0682718	27.0	57.0	162.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
RP11-548K23.11	15.466122116689498	0.00043810100973390025	3.358425745860045	NA	0.0004381010097339	NA	NA	29.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
SEPTIN5	19.77072964817613	0.0005542217870251692	3.2563164056580356	0.71969	NA	7.07449e-05	5.0	NA	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
ZNF433-AS1	19.54682677694032	0.000613498945493055	3.212186179419358	0.433162	NA	0.000131465	31.0	NA	159.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
DCDC2C	23.470702591739766	0.0006532253554844688	3.1849369661073337	3.77936e-05	0.675108215684952	0.313769	10.0	18.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
DCAF1	23.173110808783136	0.0007405245890818995	3.130460516176823	0.616782	0.0002538026319691	0.0593465	10.0	66.0	98.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
IRX6	23.151570218336346	0.0007472708878986099	3.1265219366134467	0.151714	0.190565384718304	0.000324811	12.0	49.0	107.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
USE1	22.98927393588201	0.0008000790186513339	3.0968671184211396	0.00130682	0.0398482304923067	0.195577	8.0	29.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
CRTAC1	22.870064445607827	0.0008411859314744046	3.0751079993405988	0.00229725	0.62984553027736	0.00747113	28.0	78.0	155.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
LAT	22.86849602029227	0.0008417403627942374	3.0748218472110267	0.546265	0.0005253972822846	0.0376945	11.0	24.0	54.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
ZNF184	22.702046696906212	0.0009026652746754106	3.044473264427295	0.047245	0.0058553254772467	0.0425017	5.0	33.0	84.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
NCAM1	22.570060641516	0.0009540347442159302	3.0204358087901477	0.103627	0.432055904100879	0.000280518	23.0	83.0	151.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
PI4K2A	22.535873738266233	0.0009678016408245803	3.014213645917768	0.0342393	0.00282331375364	0.132164	7.0	17.0	64.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
RNF114	22.45354422050865	0.0010017604614466944	2.999236113507343	0.168915	0.0002560120421331	0.307855	9.0	23.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
H2BC21	18.33156558502396	0.0010628988495572078	2.9735080630113497	0.00635946	NA	0.0164411	2.0	NA	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
MAGT1	13.595775868703916	0.0011161299999999992	2.95228521848575	NA	NA	0.00111613	NA	NA	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
TOM1	22.06650772908627	0.001177724935454917	2.9289561297214015	0.156181	0.0241087968899287	0.00429057	25.0	60.0	113.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
L3HYPDH	22.011592430928964	0.0012050303707210888	2.9190020073045773	0.50077	0.0023593356577296	0.0140545	10.0	35.0	76.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
CDCP2	21.884452597411887	0.0012706520895891403	2.8959733450046685	0.00936307	0.016340630719919	0.115655	19.0	39.0	82.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
LOC101928123	13.296729324389885	0.0012961400000000005	2.8873480864718406	NA	NA	0.00129614	NA	NA	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
ARHGEF38	21.58762888709072	0.001437790705008988	2.842304328330795	0.00754437	0.0050759503929035	0.536001	15.0	59.0	117.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
ASPSCR1	21.44277407613675	0.0015269975958196605	2.816161646717696	0.662753	0.0792234611149891	0.000420296	41.0	92.0	201.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
RPS20	17.41336367568298	0.0016062269811613896	2.7941930831541844	NA	0.790879086357917	0.000209231	NA	5.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
PPFIBP2	21.166953160643786	0.0017120920242167876	2.7664728958881497	0.564391	0.0096942680878741	0.00462977	47.0	105.0	212.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP1
