GENE,META_PVAL,AMP_NIH_PVAL,GNE_PVAL,UKB_CASE_PVAL,UKB_SIBLING_PROXY_PVAL,UKB_PARENT_PROXY_PVAL,MAF,AMP_NIH_SIG,GNE_SIG,UKB_CASE_SIG,UKB_SIBLING_PROXY_SIG,UKB_PARENT_PROXY_SIG,SIG_DATASET
KLHL24,0.0022801607428554,0.630183,0.0392020034653199,0.864406,0.000117438,0.455676,0.01,0,1,0,1,0,2
KBTBD11,0.0023227040657172,0.883513,0.436279340514146,0.0113462,0.204811,0.00130843,0.01,0,0,1,0,1,2
RNF157,0.0023727070241791,0.00422225,0.680678544667072,0.719348,0.00127747,0.456887,0.01,1,0,0,1,0,2
NCAM1,0.002462251499478,0.167599,0.65664389779923,0.00247563,0.610327,0.00763418,0.01,0,0,1,0,1,2
FOLH1,0.0025462502727901,1.0,0.034796305854534,0.103363,0.000939793,0.393235,0.01,0,1,0,1,0,2
DHRS9,0.0026587368486067,1.0,0.0421081880079212,0.0906415,0.686669,0.000538159,0.01,0,1,0,0,1,2
PSIP1,0.0027637620944557,0.00102319,0.477210803967632,0.246348,0.89049,0.0138878,0.01,1,0,0,0,1,2
UPB1,0.0027696867243192,0.335862,0.0072314250951339,0.56859,0.00149882,0.720815,0.01,0,1,0,1,0,2
ARL14EP,0.0028116428996456,0.172078,0.859117541633701,0.0030898,0.0125017,0.266725,0.01,0,0,1,1,0,2
OR1G1,0.002890596315275,0.47036,0.33565091400996,0.808424,0.000396818,0.031243,0.01,0,0,0,1,1,2
INTS5,0.0029087012661822,0.866354,0.461052293539601,0.55125,0.0110117,0.000658247,0.01,0,0,0,1,1,2
PDCL3,0.0031009535113726,0.841824,0.0932971935986482,0.0039841,0.0432588,0.128791,0.01,0,0,1,1,0,2
SQSTM1,0.0031546003215735,0.00260868,0.0426531560984826,0.759967,0.360531,0.0585546,0.01,1,1,0,0,0,2
DEXI,0.0032041846366686,,0.003619743555721,0.346093,0.034436,0.2203,0.01,0,1,0,1,0,2
CDCP2,0.0032125871896896,0.0125754,0.0175014923548564,0.503432,0.224391,0.0736312,0.01,1,1,0,0,0,2
ZNF274,0.0033940272239885,0.184735,0.38799778185608,0.0214588,0.0654387,0.0196251,0.01,0,0,1,0,1,2
IRX6,0.003545234676502,0.219323,0.0228064869013536,0.157915,0.458339,0.00579596,0.01,0,1,0,0,1,2
ADCY10,0.0035494243667862,0.63106,0.0005994436217484,0.459651,0.0147988,0.816801,0.01,0,1,0,1,0,2
SUSD1,0.0035862509125239,0.881654,0.238105445069006,0.0103546,0.820132,0.00119599,0.01,0,0,1,0,1,2
NBPF1,0.00372148116906,,0.0134155327136672,0.00451236,0.231021,0.826924,0.01,0,1,1,0,0,2
FAH,0.0038158549576008,0.70008,0.019425462937551,0.000271053,0.630519,1.0,0.01,0,1,1,0,0,2
STEAP1,0.0041816548401295,0.295359,0.0083567039083077,0.0222539,0.281062,0.171039,0.01,0,1,1,0,0,2
LAT,0.0043276666027458,0.755382,0.0006534772862658,0.863299,0.520657,0.0124855,0.01,0,1,0,0,1,2
EZH2,0.004330404156113,0.570246,0.750987253463012,0.597728,0.00271804,0.00398516,0.01,0,0,0,1,1,2
IGFL4,0.0044451596489756,,0.0054876976263408,0.0249659,,0.592274,0.01,0,1,1,0,0,2
MAPK8,0.0045916486142156,0.0183975,0.0031952184305618,0.637254,0.179384,0.447875,0.01,1,1,0,0,0,2
IDUA,0.00468731272056,0.257983,0.0441942959846964,0.000760045,0.72499,0.493105,0.01,0,1,1,0,0,2
HSPB9,0.0049089502965893,0.871041,0.0708103348502943,0.791777,0.0222833,0.00303752,0.01,0,0,0,1,1,2
HTRA4,0.0051130735641037,0.0452079,0.156772784575897,0.124854,0.0122725,0.322329,0.01,1,0,0,1,0,2
ZNF184,0.005220743192,0.0936243,0.0044060772396924,0.427817,0.523284,0.0390326,0.01,0,1,0,0,1,2
H2BC21,0.0053432824186682,0.00246732,,0.497542,0.786715,0.0193197,0.01,1,0,0,0,1,2
SST,0.0053956910186384,0.00569972,0.0126519179811323,0.531201,0.188331,0.523422,0.01,1,1,0,0,0,2
CAMKK1,0.0053962751870457,0.036676,0.113381591209543,0.102177,0.289472,0.0307061,0.01,1,0,0,0,1,2
FGL1,0.0055058272418966,1.0,0.0234760418947219,0.19693,0.00347085,0.242133,0.01,0,1,0,1,0,2
LEMD1-AS1,0.0058837712748047,,,0.0159141,0.0124267,0.580877,0.01,0,0,1,1,0,2
NLRP1,0.0059419590468318,0.455842,0.425774762946226,0.00968162,0.557128,0.00413375,0.01,0,0,1,0,1,2
APOBEC3F,0.0060563803060682,0.0140599,0.0053454946615911,0.19076,0.510528,0.607437,0.01,1,1,0,0,0,2
PCP4L1,0.0060716235709472,0.873165,0.0045166813879624,0.0133019,0.485797,0.175082,0.01,0,1,1,0,0,2
NUDT16L1,0.0061535385055851,0.63308,0.0020736586760269,0.684018,0.0464474,0.109032,0.01,0,1,0,1,0,2
LLCFC1,0.0062281955654283,0.571472,,0.339656,0.0390068,0.00302352,0.01,0,0,0,1,1,2
DLEU7,0.0062924882394044,0.0142538,0.0872596599433554,0.00661418,0.843584,0.676382,0.01,1,0,1,0,0,2
THAP12,0.0063280266428975,0.00177442,0.583539791667239,0.408264,0.0140033,0.79931,0.01,1,0,0,1,0,2
SPHK1,0.0065004662944108,0.265921,0.0472102509249208,0.0294751,0.0526797,0.252184,0.01,0,1,1,0,0,2
CRTAC1,0.0067346252300707,0.00322037,0.828037854756966,1.0,1.0,0.00193873,0.01,1,0,0,0,1,2
TRIM21,0.0068509627003285,0.0429844,0.0697817140064679,0.640316,0.0757735,0.0364003,0.01,1,0,0,0,1,2
DGKA,0.0070011807250722,1.0,0.0331232921698106,0.0137271,0.105326,0.114091,0.01,0,1,1,0,0,2
MRPS26,0.0070100965053547,0.730402,0.12777908523306,0.18106,0.043887,0.00738087,0.01,0,0,0,1,1,2
LIMK1,0.0070745082144959,0.0145242,0.111276479174674,0.0372233,0.88772,0.103841,0.01,1,0,1,0,0,2
SLC39A9,0.0071395746258598,0.222424,0.0179395899968883,0.174411,0.173075,0.0466475,0.01,0,1,0,0,1,2
NTNG1,0.0071541097983865,0.0136206,0.465600987467991,0.00162294,0.728978,0.751043,0.01,1,0,1,0,0,2
PHPT1,0.0073425283811375,0.22306,0.0193242290613109,0.836801,0.0183999,0.088117,0.01,0,1,0,1,0,2
LGALS14,0.0074551144184912,0.1193,0.296503732565043,0.0046019,0.0367167,1.0,0.01,0,0,1,1,0,2
KRTAP5-3,0.0075126090967759,0.576856,0.373320124645583,0.338974,0.018212,0.0045454,0.01,0,0,0,1,1,2
PITHD1,0.0075382385533256,,0.168473753023722,0.332305,0.0133487,0.0395855,0.01,0,0,0,1,1,2
SDR16C5,0.0075852535932578,0.02382,0.0652737295432948,1.0,0.242016,0.0162818,0.01,1,0,0,0,1,2
RPL5,0.0075954722432253,0.0383438,0.0020648996035189,0.350735,0.22105,1.0,0.01,1,1,0,0,0,2
HEPACAM,0.0076394599980716,0.0716659,0.0247736749551296,0.0155213,0.717022,0.31325,0.01,0,1,1,0,0,2
ZC4H2,0.0076446697613852,,0.0204790851033073,0.848935,0.0102074,0.169885,0.01,0,1,0,1,0,2
CCDC159,0.00782841213215,0.0154644,0.109638881556087,0.202828,0.0313991,0.59363,0.01,1,0,0,1,0,2
TRIM42,0.0083693472967892,0.339087,0.278784990692238,0.0230207,0.601324,0.00539159,0.01,0,0,1,0,1,2
SRP54,0.0084288278399722,,0.0090864883392934,0.0444162,0.148321,0.574688,0.01,0,1,1,0,0,2
OLFML3,0.0084879023742616,0.469041,0.029480970883268,0.305094,0.0028366,0.601628,0.01,0,1,0,1,0,2
SLC25A42,0.0085109329662954,0.76097,0.0984903145570416,0.0165496,0.0151695,0.384137,0.01,0,0,1,1,0,2
KRTAP21-3,0.0085880094739937,0.0134398,0.135669565556245,0.0294203,1.0,0.136496,0.01,1,0,1,0,0,2
ICAM2,0.0086894840431198,0.0120001,0.0152410957222172,0.674734,0.871931,0.0692108,0.01,1,1,0,0,0,2
CENPF,0.0087479057153903,0.255969,0.121173953500187,0.0149635,0.659621,0.0245617,0.01,0,0,1,0,1,2
IPO4,0.0087763013627714,0.0271203,0.873641311642722,0.16593,0.0336795,0.0570549,0.01,1,0,0,1,0,2
C1orf56,0.0090344133931988,0.837124,0.0007681803266279,0.859379,0.438106,0.032535,0.01,0,1,0,0,1,2
SEZ6L2,0.0090717884896183,0.0396062,0.0005348235513389,0.65913,1.0,0.567559,0.01,1,1,0,0,0,2
CEACAM7,0.0091180026309151,0.437302,1.0,0.000596543,0.691593,0.0442454,0.01,0,0,1,0,1,2
MAPK1,0.0092577920107431,0.358208,0.130742563539503,0.201431,0.0329312,0.0262664,0.01,0,0,0,1,1,2
KLHL25,0.0094945228290927,0.011818,0.729425789539365,0.213158,0.0280175,0.164394,0.01,1,0,0,1,0,2
SNTG2,0.0096065435521588,0.00221497,0.29124403225778,0.0217407,0.791564,0.775407,0.01,1,0,1,0,0,2
RTEL1,0.0096229686404269,0.170849,0.0094323496878377,0.0156268,0.708936,0.483369,0.01,0,1,1,0,0,2
MARK1,0.0096380980136163,0.280132,0.230833056530461,0.0976048,0.0320607,0.0427436,0.01,0,0,0,1,1,2
OR51I1,0.010235596195344,0.528043,0.0162883133210789,0.0394008,0.227142,0.122604,0.01,0,1,1,0,0,2
IFNGR1,0.0102363363218633,0.0485065,0.819850671663014,0.00194452,0.472602,0.258259,0.01,1,0,1,0,0,2
RNF208,0.0102756400155541,0.485926,0.403720490276719,0.0145494,0.0969147,0.0343107,0.01,0,0,1,0,1,2
MLN,0.01039735750834,0.711879,0.241550401643906,0.0346933,0.00538707,0.300423,0.01,0,0,1,1,0,2
PTCH2,0.0105975240963346,0.445738,0.39090965075156,0.219629,0.0240089,0.0108036,0.01,0,0,0,1,1,2
BEST3,0.0106347739911882,0.256814,0.0456323399841558,0.911679,0.00247785,0.376873,0.01,0,1,0,1,0,2
ARFGAP1,0.0106445093352447,0.00991648,0.041192778915014,0.196893,0.731143,0.169891,0.01,1,1,0,0,0,2
FZD9,0.0106956963577103,0.616803,1.0,0.0042992,0.213057,0.0178067,0.01,0,0,1,0,1,2
HECTD2-AS1,0.0107033975596741,0.0459298,,0.033863,0.273319,0.112021,0.01,1,0,1,0,0,2
NPIPB11,0.0107061179040156,0.00345853,0.0483855202734966,0.558065,0.165664,0.651192,0.01,1,1,0,0,0,2
H2BC8,0.0108078229489609,1.0,,0.0309152,0.625145,0.00249693,0.01,0,0,1,0,1,2
FKBP5,0.0108173591268802,0.0123166,0.0194240053989845,0.0835009,0.511969,1.0,0.01,1,1,0,0,0,2
SIAH2,0.0111157633017948,0.00802403,0.582936366015662,0.153987,0.02338,0.631893,0.01,1,0,0,1,0,2
SETD2,0.0111584223631096,0.452587,0.118242549445142,0.00481477,0.858745,0.0483611,0.01,0,0,1,0,1,2
RFX8,0.0111949374246571,0.106817,0.017743171052012,0.0110716,0.714001,0.71763,0.01,0,1,1,0,0,2
UHRF1,0.0113108883726082,0.756858,0.0116715862056324,0.0269032,0.240658,0.190837,0.01,0,1,1,0,0,2
LURAP1L,0.0114625611457904,0.0117729,0.0298987065535702,0.797631,0.0661035,0.599646,0.01,1,1,0,0,0,2
ZFAND4,0.0115890662199606,0.179087,0.0323622649012478,0.708474,0.772374,0.00356588,0.01,0,1,0,0,1,2
NTSR1,0.0116576167509026,0.750278,0.0212449959114633,0.010103,0.760613,0.0931262,0.01,0,1,1,0,0,2
PRG2,0.0116626337049306,0.0468609,0.560786108908022,0.176228,0.169936,0.0145034,0.01,1,0,0,0,1,2
CD177,0.011671576957212,0.809695,0.786123781193643,0.000724233,0.0274911,0.901658,0.01,0,0,1,1,0,2
OR6Q1,0.0117429592999895,0.139716,0.0343892649791544,0.891451,0.00269172,1.0,0.01,0,1,0,1,0,2
PRR14,0.0119232165031564,0.428409,0.367981913690825,0.00256981,0.0394089,0.738405,0.01,0,0,1,1,0,2
DLEU7-AS1,0.0119733199265107,0.0142538,,0.00661418,0.843584,0.698295,0.01,1,0,1,0,0,2
RIC8A,0.012018043517626,0.860223,0.0041883088258998,0.0194352,0.205986,0.826865,0.01,0,1,1,0,0,2
PCDH17,0.012047080356652,0.25223,0.0266644239078655,0.791755,0.208205,0.0107953,0.01,0,1,0,0,1,2
MYLPF,0.0125211218168756,0.00379357,0.777568605958503,0.485425,0.478484,0.0184858,0.01,1,0,0,0,1,2
CLRN3,0.0125678785598746,1.0,0.0141583795702552,0.0315808,0.210146,0.135529,0.01,0,1,1,0,0,2
LOC100129434,0.0126304456143166,0.5424,,0.0322098,0.0276462,0.123759,0.01,0,0,1,1,0,2
SMR3A,0.0128676244599236,0.444589,0.0100417856068462,0.0108554,0.560062,0.485703,0.01,0,1,1,0,0,2
EFNA4,0.0131543385968866,0.0343416,0.316115634017555,0.0027142,0.813839,0.567868,0.01,1,0,1,0,0,2
NEK5,0.0131638951854815,0.0153138,0.759707660679806,0.156925,0.0107245,0.696241,0.01,1,0,0,1,0,2
STRIP2,0.0134889220221346,0.00899717,0.600342785553188,1.0,0.00957153,0.273317,0.01,1,0,0,1,0,2
GCLM,0.0135074450675776,0.516009,0.17641513825499,0.00423565,0.0367213,1.0,0.01,0,0,1,1,0,2
TRMT12,0.0135894392240911,0.0466897,0.708106374354351,0.0190622,0.222398,0.101925,0.01,1,0,1,0,0,2
TCF12,0.0136587553959155,0.500022,0.0070110059627733,0.560271,0.0118519,0.618309,0.01,0,1,0,1,0,2
FIZ1,0.0138207374772125,0.13419,0.0466376210977389,0.325244,0.011172,0.644043,0.01,0,1,0,1,0,2
LOC102723704,0.0139944985380009,,,0.0430953,,0.0447902,0.01,0,0,1,0,1,2
FLRT1,0.0141203799768225,0.0368427,0.559539151163408,0.0170452,0.0799425,0.538145,0.01,1,0,1,0,0,2
PPP4C,0.0141875347771082,,0.216215735318676,0.320813,0.0287635,0.0351825,0.01,0,0,0,1,1,2
EDC3,0.0142686155320554,0.269355,0.357253575418179,0.0415189,0.154537,0.0248646,0.01,0,0,1,0,1,2
DCP1A,0.0143313480782607,0.820448,0.100914586362646,0.497641,0.0258002,0.0145356,0.01,0,0,0,1,1,2
SDHAF1,0.0143650113929453,,1.0,0.0369651,0.0114782,0.168317,0.01,0,0,1,1,0,2
HCFC2,0.0145163302197271,0.468921,0.0300635190613134,0.393275,0.281759,0.0100809,0.01,0,1,0,0,1,2
GPR17,0.0146390266497372,0.525669,0.0122774698398573,0.0382022,0.37186,0.173913,0.01,0,1,1,0,0,2
RIN3,0.0146795004959457,0.537381,0.0017716054760547,0.0411687,0.779834,0.523814,0.01,0,1,1,0,0,2
FAM151A,0.014743058183116,0.383857,0.868821865775646,0.0454507,0.333918,0.00318341,0.01,0,0,1,0,1,2
PTCD3,0.0150732877188326,0.516889,1.0,0.038953,0.0880364,0.00939343,0.01,0,0,1,0,1,2
EMP1,0.015472069961611,0.555484,0.39660139357975,0.00533691,0.587509,0.0250563,0.01,0,0,1,0,1,2
CATSPERG,0.0158238124872362,0.363633,0.603175164147896,0.017302,0.141258,0.0333836,0.01,0,0,1,0,1,2
IPCEF1,0.0158253544477371,0.415397,0.522651636215415,0.154761,0.0207833,0.0256307,0.01,0,0,0,1,1,2
BST1,0.0159140903189793,0.00363362,0.47629683098606,0.516036,0.544283,0.0371279,0.01,1,0,0,0,1,2
KLHDC9,0.0159785242076625,0.509184,0.0275134359774197,0.329975,0.0350613,0.112022,0.01,0,1,0,1,0,2
TRRAP,0.0161970430068723,1.0,0.0153526683074058,0.60389,0.0254941,0.078384,0.01,0,1,0,1,0,2
ZC3H12C,0.0162518448787759,0.0943061,0.53681873503173,0.0167509,0.0219577,1.0,0.01,0,0,1,1,0,2
OXLD1,0.0162634825594711,0.799431,0.0108312843468933,0.0106253,0.313522,0.646227,0.01,0,1,1,0,0,2
TTYH2,0.0162764544922641,0.00428735,0.811117358844405,0.0168923,0.357616,0.888367,0.01,1,0,1,0,0,2
PTPN13,0.0165536309499809,1.0,0.0067422181963683,1.0,0.402677,0.00704912,0.01,0,1,0,0,1,2
ARTN,0.0166038998005456,0.606271,0.701016308880298,0.532236,0.0037657,0.022569,0.01,0,0,0,1,1,2
SPATA6,0.0166487355602011,0.273597,0.274442878154942,0.344271,0.0475192,0.0157134,0.01,0,0,0,1,1,2
OR51S1,0.0167831354316632,0.54997,0.457415689985856,0.0163895,0.129766,0.0365118,0.01,0,0,1,0,1,2
C1QL3,0.0168572696767233,0.00297356,0.0491313293828333,0.859967,0.283625,0.551828,0.01,1,1,0,0,0,2
ATP1A1,0.0170152767591607,1.0,0.687769680087166,0.033487,0.323158,0.00267903,0.01,0,0,1,0,1,2
PARP9,0.0170827918675101,0.147297,0.0264838077548153,0.621054,0.497674,0.0166353,0.01,0,1,0,0,1,2
CSRP2,0.0171879595339707,0.020612,0.0338052936721021,0.804744,0.342036,0.105542,0.01,1,1,0,0,0,2
TGFBR3,0.0172435217460252,0.331543,0.495492156852751,0.0344155,0.00593072,0.606618,0.01,0,0,1,1,0,2
MYO7B,0.0173758225513859,0.17624,0.0367171531360202,0.0242384,0.174174,0.7531,0.01,0,1,1,0,0,2
SCGB1D1,0.0176783503576675,0.676602,0.49295483933093,0.0418263,0.00608009,0.248899,0.01,0,0,1,1,0,2
CENPH,0.0176896917829789,0.0285748,0.0069611535222897,0.361529,0.503831,0.58324,0.01,1,1,0,0,0,2
SLC7A6OS,0.0178110034462685,1.0,0.587718107615938,0.921205,0.00100967,0.039055,0.01,0,0,0,1,1,2
PDX1,0.0181010931136534,0.0248818,0.428190782596601,0.0292105,0.431437,0.162897,0.01,1,0,1,0,0,2
ARHGEF38,0.0181675341628303,0.0158072,0.0069534361918652,0.676147,0.295922,1.0,0.01,1,1,0,0,0,2
ANKRD54,0.0182167059553159,0.0374084,0.846913616873528,0.00188715,0.79908,0.462197,0.01,1,0,1,0,0,2
DCAF15,0.0182397523232197,0.324975,0.0316464332096389,0.017359,0.372255,0.332901,0.01,0,1,1,0,0,2
ADAMTS16,0.0183425738054761,0.21757,0.587498680371218,0.00624789,0.0432606,0.645778,0.01,0,0,1,1,0,2
OR2T8,0.0185881214464111,0.29493,0.0218226592294092,0.630811,0.0162395,0.345207,0.01,0,1,0,1,0,2
TRPV1,0.0186182842962404,0.0200651,0.019581841719354,0.0631987,0.918823,1.0,0.01,1,1,0,0,0,2
PRR15,0.0188040605708621,0.0174222,0.0128465970023393,0.833733,0.535895,0.231585,0.01,1,1,0,0,0,2
LILRB4,0.0190626296065146,0.876038,0.0042314641354509,0.785743,0.0278514,0.291392,0.01,0,1,0,1,0,2
SMIM19,0.0191933649242428,0.0340039,0.313704028056472,0.27138,0.208666,0.0395369,0.01,1,0,0,0,1,2
AARSD1,0.0194187195737254,0.730015,0.0408003799651308,0.219797,0.745858,0.00497774,0.01,0,1,0,0,1,2
TEX29,0.0196899127785883,0.037999,0.160167455157569,0.802192,0.718642,0.00707352,0.01,1,0,0,0,1,2
SRSF10,0.0197755611174732,,0.369356202147599,0.562759,0.0113583,0.047296,0.01,0,0,0,1,1,2
LOC100288123,0.0200788707353145,0.0218237,,0.621947,0.831994,0.0101025,0.01,1,0,0,0,1,2
CLEC1B,0.0200852612936427,0.155869,0.746059655104318,0.0346744,0.0459065,0.138155,0.01,0,0,1,1,0,2
CD70,0.0205865151734106,0.0134954,0.0142920591462758,0.630407,0.218291,1.0,0.01,1,1,0,0,0,2
DBF4,0.0206393600024598,0.487598,0.0312766996312416,0.00379749,0.577821,0.796244,0.01,0,1,1,0,0,2
ACD,0.0209663112549567,0.595571,0.661485089942922,0.904547,0.00368583,0.0207737,0.01,0,0,0,1,1,2
CREB3L3,0.0213266573418997,0.57049,0.0309316586658752,0.0358054,0.403541,0.10981,0.01,0,1,1,0,0,2
DNAJC9-AS1,0.0215381616012625,0.0167596,,1.0,0.849559,0.00884826,0.01,1,0,0,0,1,2
ZNF227,0.0216458736304573,0.181757,0.0445879370222366,0.121137,0.630772,0.0462426,0.01,0,1,0,0,1,2
ESCO2,0.0217733008863714,0.641509,0.435165244718622,0.0498843,0.0181984,0.114001,0.01,0,0,1,1,0,2
GSTA4,0.0219509118370673,0.0238767,0.129572471860108,0.426002,0.0444093,0.499734,0.01,1,0,0,1,0,2
SLC8A3,0.0221297743618222,0.0640975,0.0290893145156975,0.735431,0.707018,0.0305429,0.01,0,1,0,0,1,2
PTHLH,0.0221371133797807,0.711029,0.655927250616791,0.0406327,0.00253843,0.615874,0.01,0,0,1,1,0,2
TFEC,0.022411960867878,0.334438,0.712353941392571,0.0315594,0.570181,0.00704136,0.01,0,0,1,0,1,2
SGSH,0.0224150923442393,0.0383315,0.326921059969559,0.758116,0.0110995,0.286328,0.01,1,0,0,1,0,2
NOS3,0.0226821421258251,0.760794,0.0254977658222607,0.145739,0.23317,0.0466334,0.01,0,1,0,0,1,2
GCOM1,0.0227963271934868,0.842794,0.0130882817273671,0.215193,0.0349427,0.373457,0.01,0,1,0,1,0,2
NIPA2,0.0230652174740672,0.157634,0.0496677692240565,0.00458009,0.879377,1.0,0.01,0,1,1,0,0,2
EMC9,0.0231589192662466,0.878018,1.0,0.00378777,0.676282,0.0141071,0.01,0,0,1,0,1,2
NFE2,0.0231719718218395,0.665372,0.0487609308937041,0.103447,1.0,0.00946173,0.01,0,1,0,0,1,2
ASRGL1,0.0233502869305565,0.283496,0.0105396678038004,0.0423197,0.289576,0.877432,0.01,0,1,1,0,0,2
SOX8,0.0235554774756352,0.00918389,0.807138592353067,0.734035,0.00861561,0.694547,0.01,1,0,0,1,0,2
PPIP5K2,0.0237287133760927,0.883083,0.0055711456824235,0.390752,0.418452,0.0409294,0.01,0,1,0,0,1,2
MFSD6L,0.0237857460332313,0.63619,0.788166932409667,0.0202504,0.0234095,0.139023,0.01,0,0,1,1,0,2
KNDC1,0.0238198469135114,0.192679,0.195617947682465,0.897694,0.0251726,0.0388836,0.01,0,0,0,1,1,2
CGN,0.0240694235573173,0.031389,0.0440128628460388,0.269148,0.0994209,0.910214,0.01,1,1,0,0,0,2
KBTBD13,0.0240946011441403,0.0123431,0.471460800604571,0.761024,0.790287,0.00962962,0.01,1,0,0,0,1,2
CDSN,0.024108938892081,0.386151,0.0065093356477601,0.0198144,0.785107,0.862686,0.01,0,1,1,0,0,2
ZNF699,0.0241360122986862,0.864887,0.0144253190203858,0.860944,0.00746377,0.421485,0.01,0,1,0,1,0,2
ARAP3,0.0242372997838806,0.416523,0.0222596619509247,0.790896,0.0253489,0.182953,0.01,0,1,0,1,0,2
GPATCH3,0.0242444647668292,0.0125066,0.444249755150266,0.58742,0.636904,0.0163675,0.01,1,0,0,0,1,2
PENK,0.0245018065017751,0.022216,0.472979070578162,0.287262,0.662632,0.0172868,0.01,1,0,0,0,1,2
SLC27A2,0.0247973464689705,0.222597,0.781593238477947,1.0,0.0191004,0.0105971,0.01,0,0,0,1,1,2
SLC34A3,0.0247985532137815,0.597379,0.0351865986134122,0.260304,0.00643656,1.0,0.01,0,1,0,1,0,2
