GENE,META_PVAL,AMP_NIH_PVAL,GNE_PVAL,UKB_CASE_PVAL,UKB_SIBLING_PROXY_PVAL,UKB_PARENT_PROXY_PVAL,MAF,AMP_NIH_SIG,GNE_SIG,UKB_CASE_SIG,UKB_SIBLING_PROXY_SIG,UKB_PARENT_PROXY_SIG,SIG_DATASET
DHRS9,0.0028064947340074,0.614415,0.0327623500543097,0.0542526,0.531628,0.00261686,0.01,0,1,0,0,1,2
NCAM1,0.0029522581320307,0.448906,0.646765761900026,0.00536247,0.385502,0.00271419,0.01,0,0,1,0,1,2
RBM44,0.0029966480002802,0.310334,0.871125338346285,0.00627934,0.0160882,0.0608892,0.01,0,0,1,1,0,2
INTS5,0.0030011117273908,0.866354,0.510060059899032,0.513622,0.0110117,0.000666728,0.01,0,0,0,1,1,2
SUSD1,0.0031335764433591,0.892922,0.247023625145267,0.0124383,1.0,0.000644681,0.01,0,0,1,0,1,2
FGL1,0.0032030911772342,0.840088,0.0471729981100002,0.183234,0.00107263,0.234074,0.01,0,1,0,1,0,2
SLC25A42,0.0033709903368463,0.76097,0.0984903145570416,0.0144318,0.0044037,0.410803,0.01,0,0,1,1,0,2
EZH2,0.0035006285383645,0.570246,0.868264920953553,0.312431,0.00395221,0.00337241,0.01,0,0,0,1,1,2
PANX1,0.003503833586249,0.492722,0.783023432769742,0.0169924,0.766,0.000411093,0.01,0,0,1,0,1,2
DNPH1,0.0035316760504291,0.591113,0.1097833275846,0.205771,0.0105483,0.0148182,0.01,0,0,0,1,1,2
NOVA2,0.0037092251298555,,0.195961199878797,0.00255939,0.0364954,0.629073,0.01,0,0,1,1,0,2
H2BC8,0.0037553559306249,0.471081,,0.0131498,0.564094,0.00334916,0.01,0,0,1,0,1,2
FIBCD1,0.0037831595626373,0.288724,0.0285224169669634,0.000408525,0.682628,1.0,0.01,0,1,1,0,0,2
RPF2,0.0038472794324007,0.0181472,0.0689485082948238,0.49829,0.00753598,0.500348,0.01,1,0,0,1,0,2
HSPB9,0.0038679177685619,0.871041,0.0535744443546191,0.731193,0.0222833,0.00311498,0.01,0,0,0,1,1,2
ZNF184,0.0041616611438744,0.075201,0.0049391777245072,0.427817,0.462605,0.0356809,0.01,0,1,0,0,1,2
FOLH1,0.0042617004539885,0.888479,0.0176550945259631,0.116358,0.00264661,0.561291,0.01,0,1,0,1,0,2
TRIM21,0.0043108640535052,0.0288414,0.0673258951731502,0.602516,0.0728757,0.032315,0.01,1,0,0,0,1,2
DEXI,0.0043362973746764,,0.0053877915395927,0.346093,0.034436,0.2203,0.01,0,1,0,1,0,2
LACTB2-AS1,0.0044852716170084,0.0150738,,0.0133977,0.513557,0.14262,0.01,1,0,1,0,0,2
ZNF582,0.0045670767965166,0.280384,0.0280192832322902,0.392395,0.00219427,0.441594,0.01,0,1,0,1,0,2
S100B,0.0047613539481582,,0.277959141783313,0.00470695,0.251179,0.0487152,0.01,0,0,1,0,1,2
CRTAC1,0.0048402612997298,0.00322037,0.850745296996366,0.866998,1.0,0.00136432,0.01,1,0,0,0,1,2
CAMKK1,0.0049307529010979,0.036676,0.103572329701059,0.104393,0.272605,0.0307688,0.01,1,0,0,0,1,2
H2BC21,0.0049371387482359,0.00447185,,0.417327,0.786715,0.0114411,0.01,1,0,0,0,1,2
FAH,0.0049953002641249,0.70008,0.0234574477728149,0.000254537,0.810406,1.0,0.01,0,1,1,0,0,2
RNASEH2C,0.0051758603656336,0.0459736,0.107080392127815,0.653887,0.00317964,0.347923,0.01,1,0,0,1,0,2
PTCH2,0.0052672175070248,0.452882,0.273523584097675,0.218716,0.0239797,0.00561801,0.01,0,0,0,1,1,2
PSG7,0.0052829426483262,0.0357561,0.486700007502856,0.0182496,0.0667122,0.172998,0.01,1,0,1,0,0,2
NTNG1,0.0053516548484769,0.0136206,0.34786033521752,0.00162294,0.598718,0.810769,0.01,1,0,1,0,0,2
NBPF1,0.0053690491658247,,0.0150372755158272,0.00482735,0.303025,0.853684,0.01,0,1,1,0,0,2
SST,0.0056801038987482,0.00569972,0.0126519179811323,0.531201,0.2025,0.523422,0.01,1,1,0,0,0,2
NME3,0.0057898218091162,0.0103614,0.0180363333004899,0.529639,0.806543,0.0522543,0.01,1,1,0,0,0,2
NLRP1,0.0058425449755221,0.352791,0.500491440045094,0.00977084,0.568216,0.0043103,0.01,0,0,1,0,1,2
CATIP-AS2,0.0059136704506042,0.0133234,,0.0417959,0.314643,0.121908,0.01,1,0,1,0,0,2
ADCY10,0.0059265794234511,0.718271,0.0008270120471328,0.624411,0.0140027,0.830166,0.01,0,1,0,1,0,2
VIT,0.0059351235206946,0.0185363,0.191792665090072,0.0178718,0.0919334,0.739668,0.01,1,0,1,0,0,2
ARL14EP,0.0063288376986286,0.172078,0.859117541633701,0.0030898,0.0162311,0.638317,0.01,0,0,1,1,0,2
C5AR1,0.0064450928718209,0.0417277,0.456008901668892,0.683745,0.0688376,0.00542258,0.01,1,0,0,0,1,2
DGKA,0.0065038455454001,1.0,0.036355724165259,0.0129259,0.0877495,0.119302,0.01,0,1,1,0,0,2
TRRAP,0.0066351647066127,1.0,0.0153526683074058,0.673016,0.00452591,0.108233,0.01,0,1,0,1,0,2
LLCFC1,0.0068630293977936,0.571472,,0.348379,0.0390068,0.0033575,0.01,0,0,0,1,1,2
ZC4H2,0.0069258893581935,,0.0204790851033073,0.811994,0.0102074,0.155505,0.01,0,1,0,1,0,2
TRIM42,0.0069674511299603,0.352464,0.314001020253691,0.0243024,0.356503,0.00565913,0.01,0,0,1,0,1,2
REXO4,0.0070041487304494,0.734259,0.011551260334097,0.0329006,0.131658,0.14881,0.01,0,1,1,0,0,2
KRTAP5-3,0.0070865084200407,0.576856,0.373320124645583,0.350501,0.018212,0.00404399,0.01,0,0,0,1,1,2
ID4,0.0071476373577875,0.86998,,0.00756891,0.297559,0.0140543,0.01,0,0,1,0,1,2
OLFML3,0.0071679758945764,0.476419,0.0213869752017213,0.250837,0.00362647,0.609647,0.01,0,1,0,1,0,2
PHPT1,0.0072023330071067,0.132564,0.0207033502886755,1.0,0.0222049,0.0933562,0.01,0,1,0,1,0,2
CDCP2,0.0072612450390191,0.00578544,0.0114798079169008,0.607974,0.403814,0.353,0.01,1,1,0,0,0,2
SLC39A9,0.0072811587745334,0.222424,0.0179395899968883,0.221376,0.140892,0.0464302,0.01,0,1,0,0,1,2
NPIPB11,0.0076069154830923,0.00345853,0.04717787696781,0.578742,0.0992717,0.656235,0.01,1,1,0,0,0,2
LACTB2,0.0077437208350585,0.0187656,0.412326138694838,0.0149847,0.42501,0.128067,0.01,1,0,1,0,0,2
PPP4C,0.0078069707241724,,0.0913281457209723,0.320813,0.0287635,0.0368018,0.01,0,0,0,1,1,2
PRDX4,0.0078854346093256,,0.025743898790742,0.398888,0.0037233,0.822202,0.01,0,1,0,1,0,2
OXLD1,0.0079136793690806,0.799431,0.0074755199563894,0.00696029,0.215595,0.725967,0.01,0,1,1,0,0,2
TREML4,0.0081128187614002,0.58235,0.0069760750571944,0.619669,0.061449,0.043614,0.01,0,1,0,0,1,2
LIMK1,0.0082929129773426,0.0115198,0.0859206377886071,0.0448209,0.899239,0.174541,0.01,1,0,1,0,0,2
TAS2R31,0.0084428679094271,0.123658,0.0082834864531863,0.0182226,0.625135,0.612306,0.01,0,1,1,0,0,2
PRG2,0.0086212411442622,0.0468609,0.566399316133164,0.176228,0.169936,0.00926326,0.01,1,0,0,0,1,2
SEZ6L2,0.0087411694990371,0.0396062,0.0004922769245733,0.610086,1.0,0.631447,0.01,1,1,0,0,0,2
HECTD2-AS1,0.009078168001247,0.0459298,,0.0245835,0.295352,0.11408,0.01,1,0,1,0,0,2
PPME1,0.0090922246698236,0.859518,0.0494519105309172,0.00652133,0.467949,0.0612906,0.01,0,1,1,0,0,2
OR6Q1,0.0091021721324011,0.139716,0.0237508285216128,0.891451,0.00269172,1.0,0.01,0,1,0,1,0,2
MARK1,0.0091361037325638,0.280132,0.23819082763216,0.0976048,0.0287578,0.0427436,0.01,0,0,0,1,1,2
THAP12,0.0092230604998536,0.00194332,0.63394345761399,0.518911,0.0146287,0.86783,0.01,1,0,0,1,0,2
ARID4A,0.0093599634681513,0.663319,0.601479431992217,0.00840826,0.00554939,0.44533,0.01,0,0,1,1,0,2
OR51I1,0.0094304819671883,0.450596,0.015974619167031,0.0396801,0.234387,0.125189,0.01,0,1,1,0,0,2
HSD11B1L,0.0096625675038233,0.895742,0.0158362162644886,0.00494487,0.140625,0.880073,0.01,0,1,1,0,0,2
NR5A2,0.0103418509430912,0.022041,0.0976748339019929,0.350128,0.0158152,0.803622,0.01,1,0,0,1,0,2
RFX8,0.0104869216393525,0.0986333,0.0177043772655937,0.010901,0.715244,0.718018,0.01,0,1,1,0,0,2
APOBEC3F,0.0105756645595982,0.0219571,0.0058649909042004,0.202699,0.51527,0.735789,0.01,1,1,0,0,0,2
CD177,0.0106134557526533,0.732821,0.758478776091791,0.000754537,0.0290577,0.816305,0.01,0,0,1,1,0,2
GGTLC2,0.01074445197916,0.0284108,0.0119838940681234,0.879849,0.0539084,0.627108,0.01,1,1,0,0,0,2
MLN,0.0108038884361557,0.711879,0.241550401643906,0.0346933,0.00569618,0.300423,0.01,0,0,1,1,0,2
SETD2,0.0108359094798206,0.380955,0.130272967332357,0.00499166,0.905425,0.0457112,0.01,0,0,1,0,1,2
SIAH2,0.0109686925605003,0.00802403,0.460547470830268,0.134678,0.0362944,0.577764,0.01,1,0,0,1,0,2
LURAP1L,0.0111464169996552,0.0117729,0.0298987065535702,0.83219,0.0727406,0.501412,0.01,1,1,0,0,0,2
FMNL2,0.0111866201230897,0.013105,0.703959410601217,0.781524,0.537422,0.00277184,0.01,1,0,0,0,1,2
IGSF22,0.011221322710716,0.00300854,0.703128330954539,0.041146,0.423128,0.292943,0.01,1,0,1,0,0,2
EMC9,0.0113251982410219,0.878018,0.850422948379078,0.0026726,0.684873,0.00800074,0.01,0,0,1,0,1,2
NTSR1,0.0114593440053556,0.74797,0.0197910703183947,0.010103,0.764671,0.0972749,0.01,0,1,1,0,0,2
RIC8A,0.0114897869228507,0.860223,0.0042231531666685,0.0323975,0.161175,0.588715,0.01,0,1,1,0,0,2
STRIP2,0.0115497710535436,0.00923973,0.767913664519443,0.861004,0.0100008,0.184185,0.01,1,0,0,1,0,2
TMEM259,0.0121616288151935,0.50541,0.587713522776827,0.00491571,0.329996,0.0251861,0.01,0,0,1,0,1,2
IPCEF1,0.012204789833505,0.327868,0.470201703249855,0.140634,0.0207833,0.0270727,0.01,0,0,0,1,1,2
HIVEP2,0.0123445079204271,0.75178,0.0094428229606128,0.159676,0.227737,0.0480507,0.01,0,1,0,0,1,2
RNF208,0.0123490233666396,0.485926,0.386112298380023,0.0183607,0.0969147,0.0371737,0.01,0,0,1,0,1,2
GCLM,0.0126982792552337,0.516009,0.18482761045857,0.00369172,0.0367213,1.0,0.01,0,0,1,1,0,2
SLC17A3,0.0128583337164937,0.67621,0.593425748104166,0.00194214,0.59498,0.0284008,0.01,0,0,1,0,1,2
CASP4,0.0128860915154008,0.486043,0.863264347738693,0.0123111,0.0769555,0.033234,0.01,0,0,1,0,1,2
IVL,0.0129370093583908,0.539632,0.0014436783426944,0.0447986,0.624914,0.609259,0.01,0,1,1,0,0,2
FZD9,0.0129718886902416,0.616803,1.0,0.00555833,0.228512,0.0170284,0.01,0,0,1,0,1,2
DLEU7,0.0130183640521115,0.0254417,0.160410353860208,0.00867871,0.733475,0.516224,0.01,1,0,1,0,0,2
TCF12,0.0131528703830017,0.36684,0.0042638664395536,0.690126,0.0169003,0.746311,0.01,0,1,0,1,0,2
ARFGAP1,0.0131788675542739,0.00991648,0.0424398367622957,0.275148,0.701403,0.16812,0.01,1,1,0,0,0,2
CLRN3,0.013425161617773,1.0,0.0143618672469208,0.0328686,0.218773,0.135874,0.01,0,1,1,0,0,2
IRX6,0.0135377022094817,0.196857,0.0328562974747898,0.23424,0.728909,0.0128635,0.01,0,1,0,0,1,2
CES4A,0.0136364125363948,0.179147,0.0307124543983418,0.0479793,0.35411,0.153602,0.01,0,1,1,0,0,2
KCNJ9,0.0136730985990592,,0.0407202429080317,0.244951,0.598985,0.0111632,0.01,0,1,0,0,1,2
GPR17,0.0137643998881646,0.525669,0.010647427624274,0.0413623,0.37186,0.169104,0.01,0,1,1,0,0,2
KRTAP21-3,0.0137897171210391,0.0134398,0.141729248849943,0.0426798,1.0,0.179555,0.01,1,0,1,0,0,2
FIZ1,0.0137903598346423,0.13419,0.0466376210977389,0.325244,0.011172,0.641956,0.01,0,1,0,1,0,2
PTCD3,0.0140474149904378,0.597826,1.0,0.0438896,0.0566224,0.0100975,0.01,0,0,1,0,1,2
FKBP5,0.0140588412089932,0.0123166,0.0213232045807203,0.107797,0.53053,1.0,0.01,1,1,0,0,0,2
SNTG2,0.0140709875306512,0.00221497,0.302117093516089,0.0312694,0.87606,0.820384,0.01,1,0,1,0,0,2
KIF21B,0.0142307937240403,0.0299451,0.0156462134052711,0.358851,0.380731,0.238886,0.01,1,1,0,0,0,2
EMP1,0.0142308918391055,0.555484,0.434981474086974,0.00554361,0.587509,0.0194318,0.01,0,0,1,0,1,2
FLRT1,0.01426670978064,0.0368427,0.559635516227356,0.0170452,0.0799425,0.54631,0.01,1,0,1,0,0,2
ICAM2,0.0143314873475627,0.0120001,0.0252404833267497,0.712126,1.0,0.0716381,0.01,1,1,0,0,0,2
IFNGR1,0.0144545825181573,0.0485065,0.83323999633439,0.00313407,0.472602,0.261397,0.01,1,0,1,0,0,2
IPO4,0.0144702631874241,0.0239053,0.895709405223387,0.27503,0.0427327,0.062283,0.01,1,0,0,1,0,2
SCGB1D1,0.0145341128384912,0.67146,0.294443369621542,0.0445142,0.00741119,0.241875,0.01,0,0,1,1,0,2
PRR14,0.0146297245757213,0.428409,0.447200064381014,0.00304359,0.0394089,0.693221,0.01,0,0,1,1,0,2
ANO2,0.0146564950025156,0.463987,0.76553227903375,0.00144285,0.0432924,0.719922,0.01,0,0,1,1,0,2
MDM1,0.0147562063658082,0.259042,0.0152172653362005,0.108869,0.777564,0.0483503,0.01,0,1,0,0,1,2
AUNIP,0.0149992655530102,0.904369,0.024146551534172,0.00146936,0.515142,1.0,0.01,0,1,1,0,0,2
NECAP1,0.0151530523942751,0.0393246,0.0045876119152676,0.229086,0.675521,0.601083,0.01,1,1,0,0,0,2
EIF4EBP3,0.0151614208006996,0.0704592,0.0255456516591478,0.0347424,0.381791,0.703458,0.01,0,1,1,0,0,2
UHRF1,0.0153231187924781,0.822133,0.0121340308824827,0.0213994,0.271948,0.293885,0.01,0,1,1,0,0,2
RIN3,0.0153272816730086,0.541618,0.0018240678496799,0.0365522,0.799616,0.591096,0.01,0,1,1,0,0,2
OR51S1,0.0154120158744606,0.54997,0.582028958368994,0.0168536,0.134142,0.0237793,0.01,0,0,1,0,1,2
SNX27,0.01554983010361,0.00809325,0.255770061765801,0.0175104,0.747335,0.643718,0.01,1,0,1,0,0,2
EDC3,0.0158053538273156,0.286719,0.375734249519107,0.0325008,0.177335,0.028772,0.01,0,0,1,0,1,2
UCKL1-AS1,0.0158632023550262,0.0365971,,0.424836,0.0362671,0.145384,0.01,1,0,0,1,0,2
INPP5B,0.0161400428305565,0.345177,0.0895056662690077,0.0496587,0.34125,0.0352022,0.01,0,0,1,0,1,2
SLC15A5,0.0162034300810509,0.716127,0.0162574575984314,0.0279275,0.122968,0.463657,0.01,0,1,1,0,0,2
PCP4L1,0.0162331327371066,0.873165,0.0181124912468491,0.0174147,0.485797,0.138932,0.01,0,1,1,0,0,2
HTR2B,0.0162749172550698,0.538175,0.777803517144307,0.893738,0.0114552,0.00435415,0.01,0,0,0,1,1,2
NEK2,0.0164717575782904,0.726745,0.017469571798332,0.811361,0.00224724,0.82065,0.01,0,1,0,1,0,2
GRINA,0.0165339497945175,0.509448,0.0042349640502819,0.0383322,0.259748,0.889322,0.01,0,1,1,0,0,2
DLEU7-AS1,0.0165397129518772,0.0254417,,0.00867871,0.733475,0.536559,0.01,1,0,1,0,0,2
AUTS2,0.0168233096449797,0.304483,0.0426684450824812,0.630983,0.0515456,0.0463959,0.01,0,1,0,0,1,2
UBXN8,0.0168558446882162,1.0,0.0382858135151876,0.706794,0.52656,0.00137985,0.01,0,1,0,0,1,2
TGFBR3,0.0176597193311245,0.331543,0.390923186375035,0.0475534,0.00609534,0.561083,0.01,0,0,1,1,0,2
ADAMTS16,0.017729724727794,0.21757,0.59334839901201,0.00691134,0.0370968,0.640621,0.01,0,0,1,1,0,2
NUDT16L1,0.0178503381668293,0.360949,0.0211659463702717,0.781835,0.0480591,0.0746176,0.01,0,1,0,1,0,2
DBF4,0.0178582621479174,0.487598,0.0290381827388264,0.0122359,0.261078,0.473878,0.01,0,1,1,0,0,2
SLC7A6OS,0.0178862775959913,1.0,0.592046637714173,0.921205,0.00100967,0.039015,0.01,0,0,0,1,1,2
MYO7B,0.0179378565082567,0.181237,0.0370540493742034,0.0474393,0.0878112,0.771303,0.01,0,1,1,0,0,2
LOC100288123,0.0179670806012667,0.0218237,,0.621947,0.788366,0.00911835,0.01,1,0,0,0,1,2
CD70,0.0180075931297694,0.0134954,0.0128443493776944,0.573569,0.218291,1.0,0.01,1,1,0,0,0,2
TRMT12,0.0183134368862563,0.0466897,0.792945483634548,0.0222678,0.260766,0.103535,0.01,1,0,1,0,0,2
PTPN13,0.0183451291473607,1.0,0.0078630783997858,1.0,0.407651,0.00696185,0.01,0,1,0,0,1,2
CLCN2,0.0184096028909078,0.0240584,0.0924557891879731,0.927755,0.0359081,0.302736,0.01,1,0,0,1,0,2
MVK,0.0185008288861172,0.0325502,0.448585947786459,0.0134338,0.154487,0.745797,0.01,1,0,1,0,0,2
LILRB4,0.0185329606573132,0.765611,0.0047589245610428,0.829116,0.0227178,0.330174,0.01,0,1,0,1,0,2
SLC34A3,0.0185996013802058,0.546518,0.0238168144125804,0.373435,0.00468681,1.0,0.01,0,1,0,1,0,2
KBTBD11,0.0186845217423761,0.883513,0.436279340514146,0.0259238,0.410761,0.00558836,0.01,0,0,1,0,1,2
TTYH2,0.0188314168996632,0.00428735,0.814705484919973,0.0168643,0.436759,0.902104,0.01,1,0,1,0,0,2
KBTBD13,0.0188670397271828,0.0273306,0.494749805840599,0.526911,0.598981,0.00545386,0.01,1,0,0,0,1,2
PRR15,0.0189849465457242,0.0174222,0.0128465970023393,0.882243,0.611981,0.194418,0.01,1,1,0,0,0,2
ZNF207,0.0190367337380133,0.110802,0.037141743216579,0.705302,0.0100347,0.80992,0.01,0,1,0,1,0,2
IPP,0.0193688033872464,1.0,0.030557760710117,0.237871,0.244606,0.0136174,0.01,0,1,0,0,1,2
TRPV1,0.0197917065076923,0.0200651,0.0206088776867768,0.0663363,0.911799,1.0,0.01,1,1,0,0,0,2
SCMH1,0.0198396132149833,0.0351961,0.846169864448054,0.288062,0.0120344,0.243145,0.01,1,0,0,1,0,2
SMR3A,0.0202161775466715,0.444589,0.0154643196239916,0.0108554,0.560062,0.617827,0.01,0,1,1,0,0,2
DCP1A,0.0204669863247791,0.820448,0.176748288486798,0.500297,0.0258002,0.014056,0.01,0,0,0,1,1,2
STEAP1,0.0206618112060777,0.587374,0.0385277561048226,0.0473349,0.281062,0.0886462,0.01,0,1,1,0,0,2
C1QL3,0.0208794383531404,0.00297356,0.0491313293828333,0.859967,0.283625,0.760933,0.01,1,1,0,0,0,2
PDX1,0.0215191754375271,0.0248818,0.347891921691539,0.0361976,0.441593,0.205121,0.01,1,0,1,0,0,2
SOX8,0.0215702066037649,0.00918389,0.807138592353067,0.780866,0.00569302,0.864375,0.01,1,0,0,1,0,2
EFNA4,0.0217785889828656,0.0343416,0.609693123700439,0.00268206,0.866833,0.593727,0.01,1,0,1,0,0,2
SMIM19,0.0217820070098378,0.0340039,0.32073927088155,0.27138,0.208666,0.0468075,0.01,1,0,0,0,1,2
AARSD1,0.0220824809972491,0.568631,0.0438245060547889,0.342358,0.727429,0.00475586,0.01,0,1,0,0,1,2
RTEL1,0.0220866003575631,0.206814,0.0434825909023435,0.0191161,0.426135,0.403022,0.01,0,1,1,0,0,2
CDSN,0.0223957662634937,0.388928,0.0059008807753581,0.0198144,0.789393,0.839987,0.01,0,1,1,0,0,2
AGAP3,0.0225437762998857,0.016398,1.0,0.0761008,0.498242,0.0489843,0.01,1,0,0,0,1,2
OR2T8,0.0226084439599689,0.29493,0.0254679964339493,0.476814,0.0170152,0.501958,0.01,0,1,0,1,0,2
NLRX1,0.0228120006794975,0.0865195,0.0440939212498365,0.0415635,0.887578,0.220329,0.01,0,1,1,0,0,2
ZNRD2,0.02285276982913,0.0395519,,0.151599,0.811728,0.0281551,0.01,1,0,0,0,1,2
L3MBTL2,0.0229273639067946,0.0225926,0.4917995628816,0.885265,0.0049896,0.636679,0.01,1,0,0,1,0,2
CTBP2,0.0230648639114074,0.0352495,0.0849817488675504,0.0284045,0.425415,0.871134,0.01,1,0,1,0,0,2
USP33,0.0231338702111396,0.0430511,0.375065754850496,0.81062,0.201703,0.0119982,0.01,1,0,0,0,1,2
CENPF,0.0232245393067771,0.233701,0.128341095836715,0.037335,0.705794,0.0403183,0.01,0,0,1,0,1,2
VPS9D1,0.0234421143220078,0.558679,0.0265115277083683,0.911589,0.440986,0.00542834,0.01,0,1,0,0,1,2
TEX29,0.0235944742286899,0.037999,0.159616891951412,0.797677,0.758865,0.0088906,0.01,1,0,0,0,1,2
RNASE11,0.023645942693837,0.554579,0.0032468413786703,0.847236,0.046393,0.462737,0.01,0,1,0,1,0,2
NMRK2,0.0236687369828821,0.319638,1.0,0.0346725,0.424742,0.00696762,0.01,0,0,1,0,1,2
IL18BP,0.0239765859260932,0.279404,0.0235847793772503,0.500166,0.0215331,0.471329,0.01,0,1,0,1,0,2
SDR16C5,0.02429983560594,0.0312856,0.125107702908367,0.858127,0.242016,0.042001,0.01,1,0,0,0,1,2
BST1,0.0243095331876942,0.00523424,0.4676257366466,0.463049,0.67744,0.0444937,0.01,1,0,0,0,1,2
UPB1,0.0245069417091791,0.579962,0.0085004536730802,0.868978,0.00957258,0.843398,0.01,0,1,0,1,0,2
NFE2,0.0247609221165138,0.665372,0.0487609308937041,0.107662,1.0,0.010059,0.01,0,1,0,0,1,2
HECTD2,0.0260807630485771,0.0459298,1.0,0.0245835,0.295352,0.11408,0.01,1,0,1,0,0,2
ACD,0.0262521080674167,0.599991,0.741085204482881,1.0,0.00376005,0.022985,0.01,0,0,0,1,1,2
GNG4,0.0265791966347035,0.0162669,0.686281350971293,0.0144053,0.517423,0.470687,0.01,1,0,1,0,0,2
TFEC,0.0265963087098952,0.334438,0.661347418450454,0.034144,0.680532,0.00762831,0.01,0,0,1,0,1,2
