GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
KRT10	18.574609680856277	0.004945753460418147	2.3057675364681702	0.000366283	0.911308932703478	0.277391	17.0	35.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
TRAPPC13	18.57281668227156	0.00494933464635807	2.3054531806294953	0.000630285	0.237851863693845	0.618188	11.0	20.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
SCAMP3	18.564172748899733	0.004966634707136768	2.3039377809165433	0.0531958	0.516190712760946	0.00338964	5.0	22.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
GPR17	18.53468569430276	0.0050260936884439986	2.2987694202410514	0.655484	0.0052871292059478	0.027256	32.0	58.0	50.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
UMODL1	18.51851409741344	0.005058995894482434	2.295935673033486	0.0157957	0.0317920839346485	0.189626	68.0	180.0	136.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
PI4K2A	18.502328370430924	0.00509213636213402	2.2930999749065606	0.0342393	0.00282331375364	0.993085	7.0	17.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
SEMA6B	18.41729688854629	0.005269733622873524	2.2782113371669532	0.504788	0.0012738785145274	0.155775	28.0	73.0	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
DSEL	18.41312916927663	0.005278591289180856	2.2774819632547794	0.0627001	0.044048192483626	0.0363449	25.0	80.0	64.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
GLMP	18.381390605963343	0.005346521353478403	2.2719286943076935	0.888195	0.205610159290844	0.000558443	11.0	35.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
CCDC73	18.366035536102558	0.005379689805407895	2.2692427651669695	0.000456197	0.742534545738044	0.303387	25.0	69.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
MON1B	18.32957199514082	0.0054592572849426115	2.262866437696636	0.00375961	0.844185668392525	0.0329764	20.0	56.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
IFI44L	18.31564947825711	0.005489938222532528	2.2604325425743497	0.135482	0.437917418974303	0.00177637	14.0	51.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
RINT1	18.297627738987458	0.0055299012823718085	2.25728262148081	0.0022739	0.307189396211423	0.152245	18.0	59.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
C2orf61	10.357373015493593	0.0056354036142492	2.2490749738212554	NA	0.0056354036142492	NA	NA	33.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
DLL4	18.24635048560686	0.005645159361391096	2.2483237935448797	0.212619	0.003151278857534	0.162842	12.0	48.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
GCNT2	18.23601294279699	0.005668676326776102	2.2465183398882256	0.0728801	0.0480792745810491	0.0312992	29.0	117.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
TTYH2	18.21786942417333	0.005710181286709884	2.243350103563619	0.00265912	0.71330132457471	0.0583484	22.0	60.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
WWTR1	18.16600261253545	0.005830464717669769	2.234296828384005	0.372702	0.299286075557983	0.00101825	8.0	34.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
DEFB108B	18.152009053407767	0.005863335863480583	2.2318552278553647	0.755068	0.223484104292111	0.000677811	4.0	8.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
PLEKHG3	18.149964816240768	0.005868152845923275	2.2314985827502682	0.000394982	0.378873023460706	0.765093	50.0	131.0	92.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ZNF534	18.149486834394427	0.005869279702571163	2.231415193538265	0.0362647	0.114932255255979	0.0274766	22.0	65.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
SST	18.122337047349852	0.005933631983714499	2.2266793930374376	0.0069391	0.0345930445313883	0.483607	4.0	10.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
GRINA	18.089162739433732	0.006013193708258336	2.220894805621878	0.467989	0.0054165507148642	0.0465618	14.0	43.0	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
XKR7	18.04861435258052	0.00611184698367468	2.213827527301737	0.000483158	0.580898103462391	0.429145	13.0	44.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
TRAPPC12	18.016176790955257	0.0061918954265714615	2.2081763869579922	0.0150217	0.945632587411785	0.00861778	45.0	77.0	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ERICH3-AS1	14.334207860949016	0.006301361483011392	2.2005656059944387	0.0401026	NA	0.0192395	13.0	NA	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ASMT	14.30588203680759	0.006380158778059616	2.195168513194653	NA	0.0194214742490497	0.0402935	NA	52.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
OR2T2	10.108951805101453	0.006380710000000004	2.195130993390739	NA	NA	0.00638071	NA	NA	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ZNF322	14.30463342397959	0.006383654333911299	2.194930637468613	NA	0.0071440108193779	0.109609	NA	5.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
DLL1	17.93295090344355	0.00640195689259895	2.193687254492017	0.0335482	0.746789282702042	0.0050938	19.0	60.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
SBF2-AS1	14.2619790304162	0.006504201752459252	2.186805995916323	0.508394	NA	0.00157344	4.0	NA	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
CIZ1	17.8289819980441	0.006674096141066352	2.1756075415778597	0.440674	0.0054436033240247	0.0560379	21.0	69.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ART3	17.806937422442015	0.006733222097780457	2.171777059934303	0.270607	0.170978877346595	0.00293759	13.0	39.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ARSG	17.79988413047606	0.006752246757764108	2.1705516949995314	0.018272	0.0146620472648062	0.509124	39.0	48.0	76.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
PARP15	17.787653511428882	0.006785359635704045	2.168427129041447	0.388015	0.0004119159211578	0.858624	24.0	48.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
MRPS6	17.768133801364886	0.006838533034657899	2.165037050806408	0.212997	0.573154924416057	0.00113515	18.0	11.0	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ASB16	17.74554797487339	0.00690056274181771	2.1611154910452597	0.0368244	0.169458589702238	0.0224597	20.0	51.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
GPLD1	17.742035914287072	0.006910257108820024	2.1605057936005507	0.0442526	0.0252248900122233	0.125776	30.0	90.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
FAM98C	17.73389383461856	0.006932782533398269	2.1590924224792	0.00197133	0.529446500652481	0.135068	13.0	31.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ABCC9	17.72879850986893	0.006946915146554498	2.1582080058051054	0.257296	0.0170449934197614	0.0322263	12.0	58.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ATF6	17.722219253498054	0.0069652049490500625	2.1570661000681612	0.00183837	0.616806429812059	0.125051	18.0	53.0	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
SLC39A7	17.70119307352997	0.007023969336527571	2.1534173930310456	0.178547	0.0058162629487339	0.137987	8.0	35.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
TSBP1-AS1	14.022702454432594	0.007222950248774148	2.141285376522412	0.00435439	NA	0.207053	45.0	NA	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
CDCP2	17.601661996660418	0.007308720334586239	2.136158655911854	0.00936307	0.016340630719919	0.984375	19.0	39.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ZNF416	17.59522059454713	0.007327528912964002	2.1350424592469546	0.00390942	0.284998351253003	0.13561	14.0	48.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
C11orf54	17.55801274163386	0.007437094696614718	2.128596688600536	0.137712	0.0348059126708307	0.0321145	2.0	25.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
OSBPL1A	17.557056414716772	0.00743993159168539	2.128431057665161	0.490995	0.0102813117316698	0.0305076	23.0	64.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
HECTD2-AS1	13.9471508319438	0.007465652719667409	2.1269322160491413	0.0394655	NA	0.0237245	5.0	NA	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
KRTAP4-7	9.783404506565384	0.007508629999999999	2.1244392957143763	NA	NA	0.00750863	NA	NA	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
IL18R1	17.488880674087202	0.007644893401313925	2.1166285659146964	0.225441	0.0177021602352154	0.0399281	8.0	28.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
CENPH	17.425117585805104	0.007841527934597558	2.10559930607691	0.0258327	0.0068271935685153	0.932764	6.0	14.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
CNGB1	17.39836371997174	0.007925481923280206	2.1009743202448687	0.648388	0.0032886586952769	0.0781879	51.0	147.0	94.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
SLC2A1	17.387084960675587	0.007961134817954732	2.099025021452307	0.428922	0.0014886782809642	0.262581	11.0	38.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
HLA-DPB1	17.372427460532617	0.008007700045081412	2.0964922031618243	0.0555587	0.0328427538033837	0.0925622	8.0	12.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ZNF184	17.361379532311894	0.008042972101271546	2.094583437735955	0.047245	0.0058553254772467	0.613928	5.0	33.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
GUCY1B3	9.64168961072725	0.008059975151864103	2.0936662970813784	NA	0.0080599751518641	NA	NA	29.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ADNP2	17.353789915689255	0.008067290051129335	2.093272328164214	0.0702517	0.0054402684989852	0.446062	23.0	97.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ZNF501	17.305792314962243	0.008222734695455506	2.084983721921121	0.0876309	0.0021127345430628	0.943176	7.0	20.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
DCAF15	17.28284082636934	0.008298085154344133	2.0810221127859068	0.360385	0.0312165410042308	0.015701	15.0	39.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
SIGLEC10-AS1	13.701405229894783	0.008311629651428001	2.0803138162598898	0.568451	NA	0.00186245	16.0	NA	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
TMEM244	17.270565786445204	0.008338658106563963	2.0789038323123292	0.250612	0.004837228550175	0.146604	8.0	11.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ZBTB37	17.216968392278545	0.008518073151528019	2.069658634611114	0.237411	0.064574007728671	0.0119076	8.0	30.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
PRR15	17.204771667491272	0.008559419420788977	2.067555692203545	0.0169926	0.0160052276247186	0.67532	4.0	14.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
ANKRD34B	17.178474268534803	0.00864922738066169	2.063022685518026	0.00836192	0.251344111739711	0.0885456	14.0	40.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	META-GROUP2
