GENE	TEST_STAT	META_PVAL	UKB_ALL_CASES_PVAL	AMP_NIH_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
FLNC	19.39779220714059	0.0006563899331546851	0.00141819	0.0432602	528.0	85.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PLCD3	19.316935321117374	0.0006808878165321174	7.85923e-05	0.812832	173.0	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SMIM10L1	14.435543161062945	0.0007334350000000002	0.000733435	NA	13.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MAGT1	14.28915643589448	0.0007891309999999998	0.000789131	NA	32.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNFX1	18.78578948661868	0.0008658729506623212	0.000187113	0.44526	294.0	45.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
INO80	18.757972760191127	0.0008768249746019457	9.609e-05	0.879184	223.0	31.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RPS20	13.933928057237638	0.0009425099999999996	0.00094251	NA	19.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RBM20	18.562634089549952	0.0009576878427254117	0.000376602	0.247339	259.0	46.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CD1D	18.485873144243175	0.0009914438737685747	0.000939181	0.103061	65.0	12.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SEPTIN5	18.460870621283537	0.0010026907132469098	0.000126279	0.776143	68.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CHRNA3	18.383286112034924	0.0010383992027554162	0.000159824	0.637497	103.0	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF567	18.250305942565834	0.0011025492834178274	0.000188365	0.578091	86.0	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ABCC3	18.22776929079509	0.0011138024933172227	0.00114274	0.0963702	384.0	65.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MACO1	18.149238334287993	0.001153909127328299	0.0258513	0.00443058	66.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MFSD2B	18.13155624272878	0.0011631345085052203	0.00214999	0.053746	111.0	26.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TEX44	18.014566447771863	0.0012260347794979855	0.113864	0.00107597	85.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IPO4	18.011521990590825	0.0012277157270899996	0.00513279	0.0239053	237.0	31.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SBK1	13.377560809080293	0.0012448000000000006	0.0012448	NA	74.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GPR19	17.91044014798779	0.001284837497345291	0.147249	0.000876486	63.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MRRF	17.88079524002096	0.0013020822070561424	0.000273197	0.479467	64.0	4.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
XKR7	17.779306774959835	0.0013628675733216343	0.25836	0.000533393	109.0	13.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZBTB42	17.6892280073911	0.0014191608968834144	0.000238086	0.605479	98.0	3.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LSM14B	17.659100598713735	0.00143849605988471	0.249322	0.000586968	78.0	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC101928123	12.984996536823006	0.0015147600000000004	0.00151476	NA	12.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RNF157-AS1	17.502649262110015	0.0015431623474515795	0.0430401	0.00367684	28.0	4.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EMC9	17.35270989164042	0.0016505121081796437	0.000194269	0.878018	37.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CREBZF	17.136991171690386	0.001817997617381719	0.0011514	0.165015	67.0	4.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM209	17.108959310812246	0.0018409573623841648	0.0248291	0.00776025	109.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CIAO2A	17.077496648698286	0.0018670678928734605	0.0375578	0.00521157	29.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RNF157	17.032243026486963	0.0019052650399031751	0.0474189	0.00422225	135.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TEK	16.981024880304506	0.001949426931110913	0.000269016	0.763553	195.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRIM21	16.96046628830646	0.0019674357479080398	0.00719557	0.0288414	111.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GDF7	16.83962389277041	0.0020766550656622675	0.212365	0.0010381	103.0	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCAF12L2	12.263652138390274	0.0021726100000000006	0.00217261	NA	39.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TDRP	16.713321925254107	0.0021971977719331213	0.00122494	0.191705	80.0	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NELL1	16.700859187180576	0.002209459628134821	0.0120927	0.0195403	168.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DHCR24	16.683521982217794	0.0022266296295072557	0.000709274	0.336051	94.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MRFAP1	12.202853490793256	0.002239669999999999	0.00223967	NA	19.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TREML1	16.66769152032295	0.002242422246572033	0.000341404	0.703701	74.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC3A2	16.66097352149712	0.002249157503715455	0.00105716	0.228021	127.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KRTAP21-3	16.607738719765585	0.0023032387692077643	0.0184197	0.0134398	12.0	4.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RNASE3	16.604510745558965	0.0023065589690710476	0.655196	0.000378447	31.0	4.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF433-AS1	16.569906911856595	0.0023424490977736884	0.000314615	0.801883	210.0	33.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TTK	16.55958864101939	0.00235325703585517	0.00209552	0.121015	132.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
WLS	16.552923143598303	0.0023602649628438432	0.0169813	0.0149833	115.0	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
UPP2	16.511199824701713	0.0024046013498191642	0.0661657	0.0039265	80.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MOB1A	12.011727438794265	0.00246426	0.00246426	NA	17.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ITFG1-AS1	11.933184876865749	0.0025629600000000013	0.00256296	NA	25.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRAPPC13	16.275361902764786	0.0026710748465088078	0.520986	0.000561079	84.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PXYLP1	16.269188396589104	0.0026784274416355304	1.0	0.000293218	96.0	13.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC100288123	16.26018207903235	0.0026891896570335554	0.0134964	0.0218237	29.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EZH2	16.247484650463935	0.002704434995469195	0.000519806	0.570246	53.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF835	16.209463887667884	0.0027505959776643893	0.000564789	0.534901	102.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TESPA1	16.17591405697989	0.0027919726362460344	0.00175244	0.175308	95.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TEX29	16.13559866823936	0.0028425045525754936	0.00824949	0.037999	42.0	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CDH8	16.115519181081538	0.0028680073689523783	0.000426228	0.742878	126.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FMNL2	16.085835003981042	0.0029061222484065537	0.0245227	0.013105	141.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KRT10	16.02729858638036	0.0029827509205611466	0.63147	0.000524039	147.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MORN2	16.00743302480915	0.003009205843251942	0.0219102	0.015254	23.0	3.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LLCFC1	15.977365889886165	0.0030496861069195815	0.000593696	0.571472	28.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF716	15.970804171727707	0.0030585913387066515	0.0944135	0.00360537	104.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SMIM19	15.893036484917172	0.003166102923499586	0.0104074	0.0340039	21.0	3.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
APOBEC4	15.874501312609114	0.0031922711787035997	0.231056	0.00154589	62.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FBXW12	15.837270841448372	0.003245478553535691	0.00779757	0.0466682	81.0	13.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIAA0040	11.377133644099679	0.0033844399999999985	0.00338444	NA	24.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TM9SF4	15.696743952424953	0.0034542894837625336	0.00327407	0.119236	89.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PNMA3	11.331436398300038	0.003462660000000002	0.00346266	NA	46.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
INSM2	15.680256739816059	0.003479638145149352	0.0157811	0.0249424	105.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C5orf22	15.656537141856514	0.0035164277079878085	0.208896	0.00190676	75.0	13.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NEK8	15.633593411199296	0.0035523778356688434	0.00858476	0.0469332	173.0	24.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KBTBD13	15.618832401727598	0.003575697458346565	0.0148513	0.0273306	154.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CAVIN1	15.615500602286003	0.0035809818685231913	0.0413102	0.00984192	70.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PLEKHG3	15.593562199416558	0.003615969651721687	1.0	0.000411056	318.0	50.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TBP	15.559523052351249	0.003670922522681795	0.0410727	0.0101798	64.0	4.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FOXC2	15.45545200011501	0.003844079351142293	0.00156489	0.281454	141.0	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC6A3	15.436609296054915	0.0038762780542401275	0.0073829	0.0602221	107.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
USE1	15.431243169299666	0.003885496186902647	0.349511	0.00127552	61.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CENPQ	15.42172997454881	0.00390189131175614	0.891707	0.000502333	39.0	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR51B2	15.39896487396582	0.0039414015203711236	0.00362545	0.124967	60.0	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANKRD30A	15.389417217016097	0.00395808888977555	0.0236963	0.019211	284.0	46.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
