GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
ZNF587B	3.0318646066294477	0.002430481939366744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.31028989661085	0.762002990357548	0.0024304819393667	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FLYWCH1	2.936758424137387	0.0033166235494450176	1.02219	1.23519	0.407921	NA	NA	NA	NA	NA	NA	0.968059	0.395712	0.0144303	0.673856807453204	0.371745062728614	0.0698803743089678	3.0	NA	NA	17.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LY6K	2.9354628482829033	0.0033305049089437312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.69839708249393	0.919240754170115	0.0033305049089437	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
USP13	2.910664026056153	0.00360661604781899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61132224112706	0.897156874771737	0.0036066160478189	NA	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MEI1	2.899569861415407	0.0037367506235431256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82844058953167	0.630590286463775	0.0037367506235431	NA	NA	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NME3	-2.887023948307068	0.003889046280325539	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.384675	0.186755	0.0394194	-0.714047418602615	0.352949923634667	0.043064465862484	NA	NA	NA	4.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RBL1	2.831126438613091	0.0046384380920996855	0.669016	0.597437	0.262794	NA	NA	NA	1.88076	0.768836	0.0144355	0.234861	0.251772	0.350905	0.462304912372696	0.397385184869338	0.244680528448671	6.0	NA	4.0	16.0	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KCNA3	2.8215579821243355	0.004779099739915238	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.92885	0.914481	0.0349244	1.97303286395872	1.04889617777735	0.0599642476389752	NA	NA	NA	5.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KIN	2.806766914058083	0.005004143607014746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35245640322359	0.481855617026702	0.0050041436070147	NA	NA	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PDYN-AS1	2.7658501901072947	0.005677461014493447	NA	NA	NA	NA	NA	NA	1.76142	1.00304	0.0790736	0.946064	0.438923	0.031129	NA	NA	NA	NA	NA	4.0	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
IGFLR1	2.760877841505794	0.005764623384831412	1.47332	1.01217	0.145505	NA	NA	NA	NA	NA	NA	1.13707	0.571498	0.0466317	0.404683734978358	0.302738248886021	0.181306001493002	3.0	NA	NA	7.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ALG8	2.758586659796047	0.005805191079041957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66839485358398	0.604800595137849	0.0058051910790419	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ING1	2.6961686032346885	0.007014215341954678	0.678852	1.17347	0.562926	NA	NA	NA	NA	NA	NA	1.53514	0.708235	0.0301918	1.30060170852165	0.676043240737701	0.0543741447748026	4.0	NA	NA	7.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TOX2	2.694330660905949	0.007053015571577561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.66582487018333	0.989420084499564	0.0070530155715774	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ANKRD35	2.6913700372967484	0.00711592176560694	NA	NA	NA	0.622617	0.525273	0.23589	NA	NA	NA	NA	NA	NA	0.787903283802311	0.300628770593821	0.0087710527736246	NA	3.0	NA	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ADGRF3	2.6864103492417124	0.007222432729022049	0.358961	0.210479	0.0881109	0.17242	0.2094	0.41028	0.516998	0.282431	0.0671713	0.152198	0.105432	0.148863	0.0390873589231713	0.191554111052373	0.838311397136383	6.0	3.0	5.0	17.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FER1L5	2.6816216155770527	0.00732662781441824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21105382472761	0.451612493609396	0.0073266278144184	NA	NA	NA	NA	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PRMT2	2.6617244320344113	0.007774149496645693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12671154898114	0.798997643552323	0.0077741494966456	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ASPDH	2.650703451132342	0.008032433335630937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.262857876112	0.853682019822074	0.008032433335631	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CYP2C18	2.636884802061022	0.008367124079129332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26139998932976	0.47836749953727	0.0083671240791291	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
AQP6	2.612915925039084	0.008977338346068845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.551258671660413	0.210974515627466	0.008977338346069	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RIPK2	2.6123374362910927	0.008992544781752047	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.92668	1.12033	0.00899228	NA	NA	NA	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OTUD7B	2.610573389580977	0.009039057483489609	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.26615	0.868066	0.00903904	NA	NA	NA	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TMEM209	2.590845078601993	0.009574058069057527	0.525107	0.262502	0.0454579	NA	NA	NA	NA	NA	NA	0.278223	0.121916	0.0224844	0.164383886063618	0.801891133554697	0.837575823830646	4.0	NA	NA	8.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZBBX	2.5891529765564507	0.00962123422979379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53145070249306	0.205260448998222	0.0096212342297936	NA	NA	NA	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
UNC13B	2.5781748647865377	0.009932372138158849	0.969371	0.619847	0.117844	NA	NA	NA	2.14254	0.917318	0.019509	0.0144817	0.366619	0.968491	0.893563807624069	0.734051040312935	0.223488293160634	8.0	NA	5.0	28.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NRBF2	2.577097484769445	0.00996338469737064	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2369	0.867992	0.00996342	NA	NA	NA	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MCMDC2	-2.564215711322576	0.010340925417547712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.17233652734117	0.847173862069786	0.0103409254175479	NA	NA	NA	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TKTL2	2.5628049829612953	0.010383035107430733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.655614098914508	0.255818957460022	0.0103830351074306	NA	NA	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OGFOD1	2.5592811793372285	0.010488886584507048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.47036041100153	0.965255569003666	0.010488886584507	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DCP1B	2.5442319271449616	0.010951834004177983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.34755501670633	0.922696941131725	0.0109518340041779	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EPB41L4A	2.543587019239521	0.010972072338862727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15626562276628	0.454580721642454	0.0109720723388628	NA	NA	NA	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CHMP4A	2.5361076599786045	0.01120922676242588	0.180746	0.426866	0.671985	NA	NA	NA	0.722065	0.399156	0.070454	0.293385	0.165793	0.0767965	0.404313471695392	0.377783940425568	0.284518456019511	4.0	NA	5.0	5.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TTC31	2.5311299559617417	0.011369571504132295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45530772366683	0.574963652197725	0.0113695715041321	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SP100	-2.527350652429477	0.011492669237739856	NA	NA	NA	-0.604001	0.33706	0.0731379	NA	NA	NA	NA	NA	NA	-0.492003455858637	0.2760582952547	0.0747093231736227	NA	3.0	NA	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ACSBG2	2.5127325096485467	0.01198001321581582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87490341827237	0.746161165612734	0.0119800132158156	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ERV3-1	-2.5091754083323576	0.01210133759850372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.15925228151215	0.462005277774745	0.0121013375985041	NA	NA	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
AMPD1	2.50598697145232	0.012211011918268613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.977112021779545	0.38991105417171	0.0122110119182686	NA	NA	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ACTN3	2.5045170556022	0.012261869322951448	0.421361	0.673186	0.531367	0.655476	0.604952	0.278578	1.94327	0.767901	0.0113858	0.0254921	0.349624	0.941875	0.611030731474057	0.47466299513489	0.197991903192103	8.0	6.0	6.0	25.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RMDN1	2.500737592598618	0.012393496990191846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0487749433193	0.819268262844937	0.0123934969901917	NA	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RHOT1	2.500289638835696	0.012409180573865178	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.847329	0.463993	0.067825	2.62387757959348	1.53463246781295	0.0873073246960329	NA	NA	NA	6.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEMG2	2.4968460054577135	0.01253033585820241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.783128910780153	0.313647261011835	0.0125303358582026	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ANO10	2.4875251304106922	0.012863536504720885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58706562994303	0.638009888037193	0.0128635365047211	NA	NA	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RAD51AP2	2.479350915055417	0.013162174116517511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.960962756059185	0.387586424424195	0.0131621741165176	NA	NA	NA	NA	19.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
APLP2	2.4776379905569796	0.013225525663211292	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25778	0.646936	0.0518703	2.37601284956207	1.52337969553466	0.118831174187164	NA	NA	NA	8.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SPATA22	2.4606889922420723	0.013867051521599161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.40748734023389	0.978379367658443	0.0138670515215994	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DPPA2	2.4516964448118213	0.014218455226792898	1.44778	0.926161	0.118003	NA	NA	NA	NA	NA	NA	1.0879	0.571371	0.0569072	NA	NA	NA	5.0	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CMTM2	2.4495482427278645	0.01430355473062895	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36614	0.557711	0.0143036	NA	NA	NA	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RECQL4	-2.446744128686098	0.014415313569841796	-0.275407	0.623057	0.65847	-0.960585	0.829057	0.2466	-0.834892	1.04238	0.423162	-0.41738	0.337809	0.216626	-0.958903366453814	0.522872303138372	0.0666666107120231	12.0	3.0	8.0	26.0	20.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ECD	2.4432500266095474	0.01455564928673835	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9747	0.508735	0.055374	0.882518342440177	0.573306360345668	0.123719215446128	NA	NA	NA	4.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SSR3	2.440108204271483	0.01468286326154683	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86812	0.765589	0.014683	NA	NA	NA	NA	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RAD51B	2.439728248728244	0.014698314087405446	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86181	0.434159	0.0471435	0.868260027410425	0.59255300721949	0.142842719656024	NA	NA	NA	9.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KIF6	2.4360791471867693	0.014847435441741691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.919625106991549	0.377502146452651	0.0148474354417416	NA	NA	NA	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C1orf94	2.428924449373655	0.015143687633969519	0.833656	0.875599	0.341047	NA	NA	NA	NA	NA	NA	0.645874	0.584692	0.269316	1.1772512690261	0.547486687896851	0.0315328432973661	5.0	NA	NA	8.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C2CD2	2.415112342975578	0.015730357078057818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06285397548937	0.85414410699744	0.0157303570780576	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TADA1	2.409257272778239	0.015985025150846092	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.890344	0.413105	0.0311426	0.741433059723793	0.592219910341195	0.210586026790801	NA	NA	NA	4.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
THADA	2.408630024547077	0.016012521310339367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02543749743014	0.425734748375465	0.0160125213103393	NA	NA	NA	NA	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GPRC5A	-2.395091007640784	0.01661624041923216	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.124948	0.166733	0.453621	-0.840145188712973	0.318504593839761	0.0083450592029897	NA	NA	NA	7.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SPNS1	2.392360737415553	0.01674037970492698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66525210423925	0.696070654477555	0.0167403797049271	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
