GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
NPRL3	20.401161988839963	0.0023487843987311536	2.62915684645726	0.219101	0.0003915666431376	0.433006	25.0	66.0	158.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
EFCAB2	20.233300297608636	0.0025165912601204147	2.599187315992819	0.00936454	0.008356115006287	0.516302	13.0	33.0	54.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PNMA3	11.916036331346453	0.0025850300000000003	2.5875344124312165	NA	NA	0.00258503	NA	NA	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
RNF208	20.08296596519152	0.002676775392518428	2.5723880688139067	0.221485	0.218486463470993	0.000900058	6.0	24.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
XKR7	19.94857791829793	0.00282836393322384	2.548464709436019	0.000483158	0.580898103462391	0.165971	13.0	44.0	104.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
USE1	19.91654456872999	0.0028657156680777355	2.5427669018349066	0.00607366	0.0398482304923067	0.195577	7.0	29.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
DCAF12L2	16.115412473296793	0.0028681434977583806	2.5423991240204113	NA	0.154703760627877	0.00204683	NA	9.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
RAP1A	16.03617482909292	0.002971004579050806	2.5270966788409117	NA	0.312443235681033	0.00105443	NA	6.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
HESX1	19.806616179898214	0.002997591089791997	2.523227610833634	0.0109007	0.189201596780837	0.0242476	7.0	18.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
AQR	19.758578514747885	0.003057061170683043	2.5146958711122136	0.0328144	0.007095228391779	0.220013	16.0	96.0	147.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
BOLA1	19.74735879839219	0.0030711159603413357	2.512703784994386	0.180798	0.0013173145056984	0.216288	3.0	15.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
NEUROD2	15.794075544493072	0.0033083047348598724	2.480394493505033	NA	0.177091052406892	0.00209973	NA	12.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
EEF1D	19.451999526641806	0.0034646243972927815	2.460343840713045	0.517583	0.0005051004671635	0.228399	36.0	71.0	181.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
USP6NL	19.433270361307038	0.003491170154458536	2.457028983800669	0.951505	0.0009441725856261	0.0670898	19.0	66.0	164.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SHANK1	19.29177872835185	0.0036982181521265237	2.432007474066418	0.0163713	0.013938365276023	0.283497	40.0	158.0	423.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MYOF	19.29049367454581	0.003700152345752409	2.431780394430968	0.000343471	0.444312368259244	0.424174	63.0	183.0	347.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SDR16C5	19.28514806084017	0.003708208855002753	2.4308358133568775	0.0272457	0.0428802683518319	0.0555556	6.0	38.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
NUP58	19.280162357992644	0.003715738331304329	2.42995487736729	0.220932	0.0089094138376465	0.0330566	16.0	41.0	102.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PPIP5K2	19.265797489976578	0.003737515707133561	2.427416973515113	0.833882	0.0018724650652228	0.0419727	15.0	57.0	133.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LOC340512	15.4987577202691	0.003771071314085361	2.4235352546479714	0.0151515	NA	0.0284467	2.0	NA	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
KIF2C	19.20796092783888	0.003826461548048058	2.4172026465196725	0.00889171	0.831720665163501	0.00912182	7.0	44.0	104.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ABCF2-H2BE1	15.430661843224623	0.0038864961035198816	2.410441763368416	0.335602	NA	0.00132877	11.0	NA	74.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
FAM163B	19.0591079938949	0.004064964698006155	2.390943221663443	0.187239	0.0428875769024872	0.00904981	4.0	24.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LIG3	19.05447682927523	0.004072612559380228	2.3901269037678428	0.00810369	0.963862733139362	0.00932556	15.0	70.0	157.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PIK3R2	19.052462370901395	0.004075943586086817	2.389771835563734	0.342606	0.35074253394241	0.000606774	14.0	41.0	140.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
FBXO40	19.00800339084943	0.004150137884781917	2.381937473985464	0.0179189	0.0094683074961223	0.439421	22.0	72.0	124.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MARC1	10.968884176080724	0.004150850242387498	2.381862935153878	NA	0.0041508502423875	NA	NA	27.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LRRC56	18.92052598456861	0.004299978988130243	2.36653366659748	0.00099337	0.26618707811863	0.294552	17.0	56.0	128.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CELA3B	18.89301214810112	0.004348186545014427	2.3616918321725615	0.393721	0.762174014115416	0.000263143	8.0	30.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
OTP	18.683588915358104	0.004732752351352501	2.3248862200735094	0.145512	0.0558296885500169	0.0107931	4.0	17.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PRR15	18.661025083029926	0.004776108456585389	2.3209258197426412	0.0169926	0.0160052276247186	0.326053	4.0	14.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LGR6	18.62183421403686	0.004852332582688747	2.3140494399001863	0.000505443	0.281664383331072	0.635208	20.0	75.0	190.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ALOX12-AS1	14.917472357898887	0.004875481528556166	2.311982484608045	0.0153684	NA	0.0375045	10.0	NA	93.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
RASAL1	18.601811053324017	0.004891731619329406	2.310537378177373	0.183743	0.0103252945807353	0.0481454	23.0	85.0	160.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PLEKHA1	18.59069175994274	0.00491374484424523	2.3085873988558068	0.883391	0.0001208080763414	0.860664	12.0	46.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
KCTD20	18.57432568042432	0.004946320531318579	2.305717743924487	0.0202996	0.0222611524641467	0.204928	8.0	29.0	67.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PAQR5	18.554146123779695	0.0049867757244921205	2.3021801633247967	0.306817	0.0003663807330906	0.832159	11.0	23.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TMEM139	18.462829008938584	0.005173899663874421	2.2861819977006883	0.185743	0.0103515200383539	0.050925	5.0	22.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
GADD45G	18.385286865002385	0.005338136695071287	2.272610309313019	0.176821	0.220636704284145	0.002609	2.0	8.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ATP9B	18.375162729465895	0.005359950165998542	2.270839248130449	0.00245211	0.22398429556814	0.186263	39.0	103.0	243.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SPART	14.68575584014813	0.005399387871977748	2.267655473305005	0.539074	NA	0.00120055	9.0	NA	102.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LBX2	18.34998674432253	0.005414570316074466	2.266436001967932	0.117509	0.419366224307551	0.00210226	15.0	34.0	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ADGRL3	18.34472829908063	0.005426046735971279	2.265516469865425	0.246527	0.0004598209884004	0.916304	18.0	93.0	190.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PDPR	18.334006625398573	0.005449519734297552	2.2636417703719953	0.0107384	0.236530121798129	0.0411145	5.0	26.0	119.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TRRAP	18.296785677734505	0.005531775436648255	2.257135458462226	0.819938	0.0109669615330286	0.0118314	32.0	190.0	438.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PCIF1	18.20877547172855	0.005731095356341046	2.241762365510457	0.151849	0.0302305815457225	0.024219	14.0	66.0	135.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
OR4C16	14.512995246612451	0.00582557750332652	2.2346610155249382	0.0370577	NA	0.0190399	18.0	NA	110.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CREBZF	18.160150765921603	0.005844189007624858	2.233275746940147	0.53424	0.122378901257506	0.00174233	4.0	26.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
DHX33	18.14174174939328	0.0058875682677976	2.230064044082852	0.415636	0.484281200604298	0.000571163	25.0	87.0	148.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TACC1	18.1241457818836	0.005929323596410471	2.2269948471250247	0.126159	0.0105894093729773	0.0868164	18.0	70.0	148.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ADI1	18.114965722956196	0.005951221838913278	2.225393860587125	0.975774	0.0006536172912834	0.182689	17.0	34.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SYF2	14.441855687572406	0.006010515474081076	2.2210882804183867	NA	0.0646337219061664	0.0113118	NA	22.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MYH14	18.08924160725318	0.006013003338335764	2.220908555040182	0.157651	0.955984916082175	0.000783111	57.0	184.0	449.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
EVX1	18.073749056958814	0.006050511469631479	2.2182079114550146	0.547258	0.95273509156683	0.000228124	15.0	37.0	82.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MFSD11	18.026647066104296	0.006165946694059064	2.2100002341628793	0.17868	0.0402488497866534	0.016933	5.0	25.0	79.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SLC2A1	17.991982763418076	0.006252261834277438	2.2039628427448577	0.428922	0.0014886782809642	0.194049	11.0	38.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
FCAR	17.99037451014221	0.006256294747691385	2.203682798905925	0.114835	0.935368811398595	0.00115447	11.0	29.0	70.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TRMT12	17.990044159539572	0.0062571234589393915	2.203625275898753	0.0331734	0.571415401452678	0.00654289	10.0	41.0	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MRPL42	17.984676921150715	0.00627060253563058	2.202690726262277	0.392062	0.230537573865835	0.00137588	7.0	12.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ZC3H18	17.96828532026241	0.0063119423175892996	2.1998369786305654	0.998875	0.0686660326512575	0.00182803	26.0	102.0	200.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SQSTM1	17.941343500936767	0.006380464670707544	2.1951476917215316	0.940464	0.0100005004393261	0.0135121	23.0	56.0	159.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
XPNPEP1	17.90192501776685	0.006482020715832847	2.1882895853436857	0.556854	0.0003202538026636	0.726793	6.0	49.0	86.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
AQP6	17.899407939838838	0.006488558562941852	2.187851771256527	0.0438193	0.0035502751747707	0.834191	18.0	37.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LRP4	17.876185300107277	0.00654917927393957	2.183813121249764	0.0251231	0.179373329045124	0.0291343	32.0	156.0	289.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
AR	10.042071382428105	0.006597689999999998	2.180608094133543	NA	NA	0.00659769	NA	NA	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
RUBCN	17.84008366999997	0.006644511070747152	2.1775369706413006	0.200122	0.467169576039937	0.0014299	31.0	113.0	205.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
OSBPL10	17.81972586787743	0.006698860552474546	2.173999062650929	0.174761	0.0127414313540695	0.0606503	14.0	66.0	158.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
GAREM2	17.806676718007957	0.00673392436357625	2.171731765979701	0.0803371	0.0648299893420361	0.0260998	15.0	44.0	163.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
EIF3CL	9.979307899990099	0.006808020000000004	2.166979177089614	NA	NA	0.00680802	NA	NA	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
FOXO6	17.756890009775592	0.006869345145014718	2.163084662279904	0.00767083	0.041767709606543	0.434968	9.0	13.0	90.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SMIM19	17.726014953570257	0.006954647523267462	2.157724876107457	0.106639	0.222699310182292	0.0059595	3.0	9.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TOM1L2	17.70593579008089	0.007010672494598872	2.1542403205946714	0.016775	0.309347054811409	0.0275484	8.0	58.0	96.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TNFAIP1	17.700033775427812	0.0070272232980421925	2.1532162460405884	0.0214974	0.0541364602453727	0.1232	7.0	22.0	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
VPS13D	17.69443553282104	0.007042957218673092	2.152244949652626	0.969825	0.0382723409953342	0.00387368	77.0	320.0	677.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
DSEL	17.690021018417855	0.007055388317474281	2.151479078366718	0.0124232	0.030819045993025	0.376364	22.0	77.0	198.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ZNF324	17.664693010204818	0.007127122818524993	2.147085757135684	0.329523	0.0035905161907535	0.123344	14.0	61.0	121.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CELA1	17.625234032793887	0.0072402888950340045	2.140244104656999	0.0889111	0.0081072198040947	0.206491	8.0	22.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
BEAN1	17.578106352930256	0.007377729626334254	2.1320772645256767	0.0105342	0.128027102977151	0.112995	19.0	49.0	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SUMF2	17.57098340238633	0.007398721167271405	2.130843339457235	0.184296	0.393286474175944	0.00211001	16.0	49.0	95.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ZNF501	17.56401704622951	0.007419307147346736	2.12963664945595	0.0876309	0.0021127345430628	0.828934	7.0	20.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
KIAA1211	9.789080458724921	0.0074873508967432	2.125671813065593	NA	0.0074873508967432	NA	NA	119.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
IL12A	13.936550673421655	0.00750033748302587	2.124919194779183	NA	0.0027792291559419	0.338682	NA	20.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ITFG1	17.514224176292217	0.00756807104473416	2.1210147996782522	0.0303872	0.566922565188349	0.00913314	12.0	49.0	91.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ZDHHC2	17.506676213401413	0.007590872291600466	2.1197083150582103	0.0923194	0.127579518626169	0.0134091	8.0	26.0	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PJVK	13.876920810559435	0.007698413175688221	2.1135987839265313	0.360249	NA	0.00269192	4.0	NA	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
C3orf33	17.46919054817976	0.007705099444330963	2.1132217517741805	0.694451	0.0010562841668917	0.219377	18.0	34.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
FAM214A	17.46139275019638	0.007729069218581731	2.1118728033097405	0.0182179	0.612009305223095	0.0144894	18.0	77.0	155.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ARL14EP	17.454617441972715	0.007749954521808938	2.1107008460079317	0.118576	0.749383233095129	0.00182422	4.0	6.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TUBA1B	13.853246906723365	0.007778464678056565	2.109106116075699	NA	0.30885279354504	0.00317727	NA	5.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
KRT19	17.444739187754116	0.007780502735177263	2.1089923402777457	0.130378	0.296233212826195	0.00421779	6.0	46.0	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CRTAC1	17.367103522295615	0.008024678742011683	2.095572345012102	0.0373557	0.742155493412011	0.00610843	23.0	75.0	150.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
