GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
MIER2	24.2197525590027	0.0004758108243954507	0.775355	0.00226177	0.0031390521015556	22.0	15.0	38.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TMEM151A	24.056742033700626	0.0005098544138297723	0.161821	0.000172228	0.214292120361903	26.0	11.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DCAF15	24.045699869772278	0.0005122452651434021	0.00138744	0.134899	0.0320863026167949	28.0	7.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RNF167	23.902147026670708	0.0005443494852890638	0.101326	0.00030284	0.210271583019324	29.0	12.0	25.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NAALADL1	23.543375343272153	0.0006334931818803916	0.102423	0.0349575	0.0021561707136018	46.0	26.0	67.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SNTG2	23.414306506004138	0.000668953283078229	0.00909152	0.000929435	0.974523737550502	32.0	19.0	49.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LRRK2	23.184924352519552	0.0007368501507091262	0.307243	0.00415788	0.0072294240094887	108.0	49.0	118.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ASMT	19.096102091074847	0.000752499716789251	0.00386493	NA	0.0184583333722645	22.0	NA	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SNX27	23.100496073608856	0.0007635090551762943	0.0127161	0.00474535	0.159649965301536	32.0	10.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PURG	22.44603220133948	0.0010049165690376668	7.82698e-05	0.834525	0.204584374982312	17.0	5.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PCBD1	22.4445140372113	0.0010055555963319098	0.823218	0.0712048	0.0002281453247761	8.0	5.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SEZ6L2	21.70787689059418	0.0013676328862287637	0.20794	0.0266547	0.0034872460239163	45.0	10.0	77.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SLC2A13	21.296861367598588	0.0016223298272491397	0.00479782	0.323945	0.0152732015007723	27.0	16.0	34.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CREB3L3	21.294077371681695	0.0016242042633884048	0.171685	0.407324	0.0003399206099283	17.0	11.0	32.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ANKRD54	21.25653741864519	0.0016496875371115978	0.000201029	0.128052	0.9409281661802	12.0	4.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ANKS1B	21.17164399287046	0.0017087678166090926	0.0102588	0.00405146	0.608033911977681	72.0	16.0	65.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF99	21.13591270820929	0.001734249237265116	0.153577	0.00238817	0.0701460874296523	28.0	8.0	30.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
JADE1	21.054664518437352	0.001793582742996019	0.0050228	0.0149024	0.357960897934653	22.0	5.0	24.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FKBP1A	12.639315102707867	0.0018005599999999999	0.00180056	NA	NA	7.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NEXMIF	12.489361565356969	0.001940749999999999	0.00194075	NA	NA	26.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RP11-548K23.11	12.398890369820968	0.002030556907443101	NA	NA	0.0020305569074431	NA	NA	25.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF454	20.753037368085568	0.002031732999528892	0.000415744	0.201941	0.37109465696676	14.0	4.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MSR1	20.71129989716216	0.002067032404206434	0.00294351	0.0896849	0.120507347428487	20.0	12.0	24.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DCDC2C	20.661285305975046	0.002110122539226118	0.535211	6.9745e-05	0.873817608306816	12.0	9.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SLC22A16	20.55620166515893	0.0022035378090439544	0.0939919	0.00380885	0.096026970019595	28.0	10.0	33.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TROVE2	12.210137494257015	0.002231527953654399	NA	NA	0.0022315279536544	NA	NA	32.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
L3HYPDH	20.524794801018352	0.002232233509515577	0.00512565	0.620986	0.0109715170200671	28.0	12.0	34.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SH3TC2	20.523831576176008	0.0022331193325713992	0.0187838	0.717745	0.0025915104728381	64.0	29.0	80.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NIPA2	20.336232413401042	0.0024123547534217965	0.00450987	0.383277	0.0222006892703935	17.0	4.0	20.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TMEM181	20.31100759865591	0.00243750220183715	0.0501692	0.423439	0.0018293327430826	32.0	9.0	36.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NTMT1	20.282217320911958	0.002466517159362159	0.162247	0.00586415	0.0414372306177388	18.0	9.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CALD1	20.24981646151583	0.0024995744047367095	0.000233631	0.203956	0.840894035010204	29.0	15.0	40.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
IL6R	16.3363235221451	0.0025995291223115304	0.0295509	NA	0.0095949277229695	7.0	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
C2orf61	11.753465717847277	0.002803931165129699	NA	NA	0.0028039311651297	NA	NA	24.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ADRA2C	16.07123442544884	0.00292505212634164	0.00039387	NA	0.821907385177336	13.0	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GLMP	19.826614595865603	0.0029731673404098167	0.000498401	0.708324	0.140247290896599	10.0	8.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
EXOSC4	19.74888919047699	0.003069195153091866	0.0474239	0.00312535	0.347285998537747	19.0	8.0	25.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CES4A	15.952965089926465	0.0030829312249436706	0.0127016	NA	0.0270395347009033	8.0	NA	20.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TSPO	19.69336593922153	0.0031396382640957246	0.216932	0.0800402	0.0030479520878643	7.0	6.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PDE6C	19.685759504473893	0.003149410619290888	0.00992505	0.633371	0.0084508571319908	41.0	19.0	49.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ERICH3	19.638964962093063	0.00321018562080322	0.0371117	0.00435598	0.336400178403425	26.0	12.0	44.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PIH1D1	19.47937490511843	0.0034261774885201587	0.0150308	0.0459103	0.0853523056039148	12.0	5.0	20.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PHF23	19.468819123528178	0.003440952878157512	0.402169	0.000736983	0.199771523381866	15.0	9.0	28.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CAMP	15.695557730134517	0.003456107188792423	0.0532433	NA	0.0073364840662731	4.0	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SPATA25	19.422423597692585	0.0035066343202240953	0.0527288	0.00270194	0.425354189429075	9.0	3.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
HIST1H1C	11.218833670493375	0.003663204986991199	NA	NA	0.0036632049869912	NA	NA	47.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PCDHGB5	19.267262885376834	0.003735288462153133	0.0432934	0.0269521	0.0561245304237386	317.0	141.0	70.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TTC12	19.25813859335068	0.003749177477526138	0.0108937	0.593639	0.0101730341555786	30.0	16.0	30.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LSM14B	19.225563421336858	0.0037991749996657284	0.0677425	0.00134327	0.734847822806723	17.0	8.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NPR3	19.2156324026071	0.003814546210145596	0.210433	0.0017286	0.184743890567589	22.0	4.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SKP2	19.1721483744461	0.0038825668385482296	0.376131	0.4367	0.000418117703935	7.0	3.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
XPNPEP1	19.100600184359223	0.0039970656790837234	0.447495	0.948554	0.0001676899836954	29.0	6.0	45.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GATD1	15.33371745419065	0.004056834386859032	0.000742852	0.63012	NA	26.0	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
STX2	19.05455204724403	0.004072488233325196	0.000598961	0.879037	0.138340994884732	16.0	8.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
HP1BP3	18.977554029376293	0.004201709204992077	0.00900016	0.0681376	0.123435317915468	12.0	5.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GDF9	18.971467882366277	0.004212091683400593	0.69213	0.114608	0.0009571841197946	19.0	7.0	34.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
YY1	18.971040574699508	0.0042128215731721125	0.00258293	0.0641165	0.458572954678468	36.0	14.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NECAP1	18.959245736405137	0.0042330171436923926	0.0683718	0.0419347	0.0266441299909345	9.0	3.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
IL12A	15.228762498082515	0.004249524417148092	0.286954	NA	0.0017191111513045	3.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PROK2	18.946785270242742	0.004254454752442228	0.0525912	0.0457487	0.0319496434277551	9.0	5.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MYOM3	18.920843003704476	0.00429942657403892	0.261654	0.00687017	0.043320781563301	87.0	49.0	130.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PI4K2A	18.786477233512638	0.004539856536924632	0.863751	0.0207422	0.0046486293605365	24.0	9.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LSR	18.712858991185076	0.004677080053989408	0.00343661	0.0722847	0.347838514214644	40.0	23.0	52.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CDSN	18.7083537916851	0.00468560738792081	0.0444402	0.346395	0.0056258088510132	25.0	15.0	23.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FLJ37453	10.66171417463164	0.004839920000000003	0.00483992	NA	NA	4.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ENPP2	18.6060817240364	0.004883302335404138	0.0423157	0.165841	0.0129881486756233	48.0	17.0	63.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KIFBP	14.90174077726971	0.004909412745983198	0.000591838	0.981579	NA	33.0	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LACTB2-AS1	14.885525383262296	0.004944630179524704	0.025173	0.0232656	NA	12.0	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PMEPA1	18.571212982730938	0.0049525398770516585	0.0604113	0.0268184	0.0572481285572832	31.0	7.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PLCE1-AS1	10.608019072502445	0.004971619999999996	0.00497162	NA	NA	8.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CSMD3	18.506029388661105	0.005084539932405518	0.137315	0.0163698	0.0426290272531913	142.0	58.0	222.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ANKRD55	18.487218689572423	0.005123263910051573	0.310241	0.00124775	0.249876088250954	36.0	16.0	45.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DENND5B	18.43016633049461	0.005242473181464275	0.638272	0.00443467	0.0351619644168909	39.0	15.0	51.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CCDC144A	18.378048813584297	0.005353723000896577	0.00338756	0.666599	0.0452382453987155	16.0	3.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PRICKLE4	18.369520161789488	0.005372145189459835	0.00266418	0.704063	0.0546933208743023	18.0	13.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ARNTL2	18.33407009086949	0.005449380499447786	0.434978	0.14334	0.0016748370983797	25.0	13.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZNF335	18.318488076942256	0.005483669269142062	0.198436	0.0674907	0.0078582611785428	89.0	29.0	123.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ARHGAP24	18.28121614968127	0.005566539456072235	0.270501	0.118904	0.003333642406981	45.0	14.0	56.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ZBBX	18.278377286199145	0.005572900960710558	0.0112498	0.505828	0.0188691847052808	20.0	8.0	35.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TSPAN8	14.57980474564512	0.005656985192127938	0.00105761	NA	0.64522335243617	6.0	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
APLP2	18.16673220887519	0.005828755795472663	0.72413	0.0512681	0.0030583026478772	46.0	18.0	69.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
AJM1	14.504207016292813	0.005848118054298295	0.0284058	0.0249485	NA	39.0	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ARFGAP1	18.11527644386817	0.00595047935949358	0.831261	0.00700214	0.0200147194113343	16.0	9.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ARRDC5	18.096549570550128	0.005995388838678177	0.486436	0.000978819	0.246976760875667	15.0	8.0	24.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
HNRNPR	18.093603125072377	0.006002484671669461	0.88324	0.0848678	0.0015710945756911	13.0	3.0	20.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DCBLD2	18.076021885771034	0.006044994680873495	0.102286	0.070336	0.0165138318567444	44.0	24.0	45.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
