COHORT: META-GROUP2; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 3
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
XKR7	20.3394962304475	0.0024091195214858267	2.618141653204595	0.000483158	0.580898103462391	0.136504	13.0	44.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ELN	20.199618918019425	0.0025516450412047488	2.5931797403615073	0.0874368	0.0265463098548336	0.0177015	29.0	73.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CREM	20.197702792425414	0.002553653512727431	2.5928380294370053	0.00138988	0.675674616557382	0.0437935	5.0	38.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
BOLA1	20.190912989519518	0.0025607829790277735	2.591627225516096	0.180798	0.0013173145056984	0.173267	3.0	15.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ADGRL3	20.01698292387473	0.0027501854545126506	2.560638019203985	0.246527	0.0004598209884004	0.397113	18.0	93.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SPTLC2	16.197237446811165	0.002765604312448441	2.5582099562631977	NA	0.0012415700613685	0.244818	NA	22.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CCDC159	19.953149434516178	0.0028230723121054884	2.5492779973946416	0.00466401	0.080947617387114	0.123102	13.0	20.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CBLL2	11.734024489953509	0.002831320000000001	2.5480110432522136	NA	NA	0.00283132	NA	NA	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
EP400	19.888297726612024	0.0028990512572176974	2.5377441059523465	0.062221	0.0963055962457143	0.00801166	62.0	295.0	175.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KIF2C	19.838057895474694	0.0029592792572500377	2.5288140499930827	0.00889171	0.831720665163501	0.00665668	7.0	44.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
TAAR6	19.79273349265085	0.0030146607724903804	2.520761550165338	0.0185719	0.0380615570903069	0.0712393	13.0	39.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DCAF15	19.72304489972653	0.003101790268698288	2.5083875708764958	0.70649	0.0312165410042308	0.00236431	13.0	39.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ACTR5	19.711412286442926	0.0031165713987820337	2.506322919231838	0.00125822	0.428559970488173	0.0972642	12.0	42.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MCMDC2	19.694447475679556	0.0031382511651810103	2.5033123012567207	0.0158183	0.320395362995071	0.0104366	11.0	45.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
IGSF22	19.57783029342079	0.0032913102467777245	2.4826311781392305	0.0234155	0.178836898299694	0.0133896	50.0	133.0	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
C3orf33	19.456941012767203	0.0034576534477157154	2.4612185371716735	0.694451	0.0010562841668917	0.0812001	18.0	34.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CACNA1D	19.403949036121396	0.0035331271834381484	2.4518407288059683	0.0684592	0.0047035064588456	0.189947	30.0	137.0	84.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MYOF	19.289828963506313	0.00370115321955357	2.4316629357021693	0.000343471	0.444312368259244	0.424315	63.0	183.0	127.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PPIP5K2	19.232820673928543	0.0037879804023598033	2.4215922765454834	0.833882	0.0018724650652228	0.0426705	15.0	57.0	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
TRPC1	19.17221919385172	0.003882455103698301	2.4108935577059905	0.463882	0.0016785862945577	0.0881971	7.0	31.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NPBWR1	19.160184565417133	0.003901487670306837	2.4087697612272785	0.193221	0.187699294744022	0.00190503	4.0	29.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SEMA6B	19.14631858793889	0.003923529128587398	2.406323118806551	0.89125	0.0030886468078891	0.0252733	26.0	72.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
LAIR1	19.112274343047783	0.003978161611087116	2.4003175778285577	0.0643762	0.007501425440393	0.146539	16.0	20.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZNF584	19.046208454942253	0.004086301712223068	2.388669570372169	0.635076	0.007922384974554	0.0145374	17.0	40.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ART3	19.045683779125905	0.004087171877034809	2.3885770986039825	0.24965	0.170978877346595	0.00171399	12.0	39.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
TSPAN8	19.042216813744634	0.004092926307812633	2.3879660746555964	0.630752	0.483966289173501	0.000240083	3.0	19.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RIPOR2	15.3049075811733	0.004108855178472693	2.3862791656981104	0.0018959	NA	0.250476	28.0	NA	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MARC1	10.968884176080724	0.004150850242387498	2.381862935153878	NA	0.0041508502423875	NA	NA	27.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ANKRD54	18.991643462213535	0.0041777692309769585	2.3790555529821447	0.0491474	0.731115403505772	0.00209185	4.0	18.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NUP58	18.93829239823907	0.004269126813311126	2.36966094439885	0.220932	0.0089094138376465	0.0392188	16.0	41.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CASS4	18.927812011788376	0.004287300323886811	2.3678160932473644	0.0590802	0.0715298844140412	0.0183632	23.0	66.0	51.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
OR1C1	18.909611720219697	0.004319039547778254	2.364612819267335	0.0134323	0.300771168798733	0.019384	8.0	30.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NPRL3	18.866849644936988	0.004394513852749945	2.3570891621706296	0.219101	0.0003915666431376	0.932536	25.0	66.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
XPNPEP1	18.819444212305	0.004479683277440318	2.3487526904041798	0.556854	0.0003202538026636	0.459382	6.0	49.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PROK2	18.725846078232166	0.004652582759986955	2.3323058929127276	0.0553272	0.190309970760473	0.00815331	4.0	12.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SMR3A	15.02333628814306	0.0046530600569083345	2.3322613420045433	NA	0.0172556203487958	0.0316806	NA	12.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CCDC103	18.69861965761671	0.00470408356895824	2.3275249715375645	0.52682	0.918764174146584	0.000179796	15.0	20.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
GCOM1	18.690707871776247	0.004719152948416842	2.326135946883153	0.396129	0.0054495037327173	0.0404735	30.0	56.0	73.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CCDC30	18.65595935273433	0.004785895130906178	2.3200368219298	0.221144	0.002471082396327	0.162685	22.0	61.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MYEF2	18.65219609383206	0.004793178129177116	2.3193764309954448	0.136534	0.0293281787746375	0.0222434	16.0	28.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SLC2A13	18.62496675774102	0.0048461967273052695	2.3145989600191976	0.0401337	0.133428107862364	0.016861	13.0	42.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
STEAP1	18.624751828334166	0.004846617478201658	2.314561255841897	0.379693	0.007836350341726	0.0303487	3.0	21.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DEFB108B	18.61595976097707	0.00486385950419315	2.313018978438218	0.598743	0.223484104292111	0.000677811	3.0	8.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ARMCX4	10.629527743853956	0.0049184400000000005	2.3081726221966474	NA	NA	0.00491844	NA	NA	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DHX57	18.57120545355226	0.004952554929985169	2.3051706988975114	0.0397391	0.0184695110654923	0.126369	28.0	138.0	71.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SHANK1	18.56346609742048	0.004968051602543122	2.3038139018444914	0.0163713	0.013938365276023	0.408037	40.0	158.0	111.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CPN2	18.558137424988924	0.004978748693520518	2.3028797945463424	0.46407	0.0010412644581252	0.1932	22.0	53.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MAP3K6	18.474906531481906	0.0051487648815918986	2.2882969397825224	0.0506422	0.0362091526394876	0.0530755	36.0	111.0	73.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KCNK4	18.424766263463177	0.005253895046731487	2.2795186070506404	0.0113577	0.124818449512028	0.0703953	14.0	45.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
TECPR1	18.331024481719233	0.0054560660592129825	2.263120380107809	0.0240055	0.0493694621334873	0.0882469	36.0	124.0	76.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ITPA	18.311134515606344	0.005499923710024888	2.259643334604848	0.0369084	0.0488477848972363	0.0585892	8.0	16.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PLEKHA1	18.307769144325313	0.005507378179962039	2.259055100415123	0.883391	0.0001208080763414	0.991447	12.0	46.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
GSTM5	18.151504058188422	0.005864525462909294	2.231767123732207	0.00217477	0.0708440149128346	0.742565	7.0	22.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
LGR6	18.12024150699034	0.005938627337780122	2.226313926823277	0.000505443	0.281664383331072	0.816273	20.0	75.0	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NIPAL1	18.0605924812617	0.006082542237962612	2.2159148665894337	0.436806	0.281258810862956	0.000974535	7.0	33.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MIDN	18.042103691762193	0.006127832855627741	2.2126930891438166	0.00962101	0.798168729904403	0.0157359	15.0	48.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MON1B	18.00432809718022	0.006221388079147165	2.206112707293335	0.0152072	0.285237017453366	0.0283893	19.0	55.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CDC42EP5	14.350352130492613	0.006256878804987074	2.203642257174485	0.0739591	NA	0.0103483	5.0	NA	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RNF157	17.942912146905947	0.0063764553638149144	2.19542067609587	0.0022529	0.570864566371698	0.098735	15.0	67.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZNF322	14.30463342397959	0.006383654333911299	2.194930637468613	NA	0.0071440108193779	0.109609	NA	5.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
AQP6	17.934202151094446	0.006398748182700381	2.1939049807850557	0.0438193	0.0035502751747707	0.819804	18.0	37.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KLHL25	17.867169472095263	0.00657286196472966	2.1822454881495257	0.00513874	0.546107013332219	0.0469958	21.0	96.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
 
COHORT: META-GROUP2; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 3
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	70.59870984100344	3.081642368794255e-13	12.511217763499271	1.21058e-05	1.23743257136136e-07	0.000312011	17.0	18.0	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
EEA1	33.0893019730281	1.0079000136200533e-05	4.996582548929055	0.605938	0.0384040900142764	2.80507e-06	27.0	84.0	50.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
GDF9	26.718502384391492	0.00016348794167870634	3.7865142739243116	0.0929277	3.66034020865596e-05	0.463964	9.0	44.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
IDUA	26.285762993529147	0.0001969385485037986	3.705669267285407	0.336791	0.0206656637346275	0.00028152	95.0	53.0	144.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
RNF114	26.187964386261235	0.00020538753356219935	3.687425920375804	0.168915	0.0002560120421331	0.0475803	9.0	23.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
LSR	25.646720855051534	0.000259029630929718	3.586650553242253	0.050274	0.0172658535488151	0.00310709	25.0	72.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
TMEM9B	20.94464991236047	0.00032477193945992415	3.4884215011801296	NA	0.0010257315461657	0.027599	NA	18.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
STK38L	20.87105186056909	0.0003358650515936488	3.4738351842788173	NA	0.0001667716361832	0.176111	NA	11.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
RP11-548K23.11	15.466122116689498	0.00043810100973390025	3.358425745860045	NA	0.0004381010097339	NA	NA	29.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
DLEU7	24.4122931435827	0.0004384733522953522	3.358056795234641	0.00979373	0.080086249114731	0.00637429	6.0	13.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
FAM187A	24.273724777603903	0.0004650398856302764	3.332509796859999	0.701053	0.253760897150623	3.01198e-05	14.0	59.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
KIF9	24.118299671554016	0.0004967257912973213	3.303883289718266	0.52083	0.939718819171644	1.18327e-05	27.0	83.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
USE1	23.826742464559253	0.0005619976453926216	3.2502655039952337	0.00130682	0.0398482304923067	0.128666	8.0	29.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
CAMP	23.80657445902004	0.000566812511350054	3.246560572061979	0.00960337	0.0339295897742974	0.0207714	6.0	13.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
SEZ6L2	23.654560156846557	0.0006044329860996889	3.2186518426616604	0.0199365	0.0004490051230869	0.815788	16.0	91.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
JADE1	23.571039335063382	0.0006261368344653368	3.203330746726793	0.040478	0.0889739982379418	0.00211413	8.0	44.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
DLEU7-AS1	19.362990921339552	0.0006668252018853099	3.1759879948774854	0.00979373	NA	0.00637429	6.0	NA	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
L3HYPDH	23.267791651838714	0.0007115742463967697	3.1477797784776143	0.50077	0.0023593356577296	0.00749955	10.0	35.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
PXYLP1	22.947636526839332	0.0008142075115126146	3.08926489533241	0.00024196	0.528710946024492	0.0812872	12.0	37.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
AGAP14P	13.795966363666869	0.0010098199999999994	2.995756032131696	NA	NA	0.00100982	NA	NA	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
ARHGEF38	22.377879113606383	0.0010339999287325274	2.985479491175414	0.00754437	0.0050759503929035	0.361048	15.0	59.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
CCDC103	22.238183146803546	0.0010962180651769733	2.9601030452285806	0.574354	0.693451666494161	3.72258e-05	19.0	21.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
SNX27	21.930433482450823	0.0012465249328874643	2.9042990303514227	0.00239329	0.189380339023877	0.0381537	9.0	26.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
DCDC2C	21.804296073774648	0.001313811092501781	2.8814670757062135	3.77936e-05	0.675108215684952	0.721881	10.0	18.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
CTBP2	21.62994088937425	0.0014127110529052623	2.8499466569491845	0.104402	0.0099460280272843	0.0193535	47.0	160.0	78.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
DCAF1	21.509652248847793	0.0014851575221102118	2.8282274807877554	0.616782	0.0002538026319691	0.136336	10.0	66.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
CACNA1D	21.447534026338687	0.001523981918989519	2.817020185574936	0.105906	0.0022319446386079	0.0931372	32.0	138.0	86.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
NUP210	21.171644431529863	0.0017087675060440952	2.767317023125274	0.0708268	0.0149254576408459	0.0239062	59.0	199.0	119.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
LRRK2	21.000688281578064	0.0018340936232870537	2.736578499069946	0.0024996	0.0502074479199019	0.219341	56.0	179.0	120.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
PURG	20.859556305051655	0.0019442952421800104	2.7112377865734167	0.996731	0.208519795514343	0.000142128	4.0	19.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
SNTG2	20.818831308497124	0.0019772815891613976	2.7039314774184673	0.00193601	0.891736807832346	0.0174624	24.0	61.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	META-GROUP2
