GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
RIPK2	15.314704366771297	0.00047255699999999986	NA	NA	NA	0.000472557	NA	NA	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ABAT	15.10035405271438	0.0005260169999999997	NA	NA	NA	0.000526017	NA	NA	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC6A12	14.94506351972606	0.0005684872003157997	NA	NA	NA	NA	0.0005684872003158	NA	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
UTRN	19.682020429309887	0.000576996689012917	NA	NA	NA	0.000634243	0.0839166010102829	NA	NA	NA	5.0	18.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF587B	14.86253550373046	0.0005924359738153	NA	NA	NA	NA	0.0005924359738153	NA	NA	NA	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RUSC2	27.27389371100091	0.0006339598805288482	0.444452	NA	0.000126388	0.244321	0.0871079367375202	5.0	NA	3.0	5.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CTSA	18.97361613415428	0.0007953804738161305	NA	NA	NA	0.00359769	0.0210818086230032	NA	NA	NA	13.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRAPPC3L	26.536333882110522	0.000849785540801395	NA	0.630289	0.16906	0.037982	0.0004271199831334	NA	3.0	3.0	11.0	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC17A1	14.071495857064464	0.0008798598464865994	NA	NA	NA	NA	0.0008798598464866	NA	NA	NA	NA	12.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RP11-400G3.5	14.047205865049218	0.0008906108943775006	NA	NA	NA	NA	0.0008906108943775	NA	NA	NA	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ATF6	14.02429155406529	0.0009008734394038996	NA	NA	NA	NA	0.0009008734394039	NA	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FIBCD1	22.6858178255968	0.0009088321313541879	5.94347e-05	NA	NA	0.342856	0.581681727567489	5.0	NA	NA	12.0	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
WIPI2	18.621423696620234	0.0009326052835467848	NA	NA	NA	0.000525641	0.172075875887296	NA	NA	NA	4.0	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NOC2L	13.897994134239934	0.0009595970827040997	NA	NA	NA	NA	0.0009595970827041	NA	NA	NA	NA	15.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MEI1	13.872136825412207	0.0009720839268784994	NA	NA	NA	NA	0.0009720839268785	NA	NA	NA	NA	9.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RMDN1	13.78267532564835	0.0010165531257841	NA	NA	NA	NA	0.0010165531257841	NA	NA	NA	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR8B4	13.756065304089143	0.0010301687532595	NA	NA	NA	NA	0.0010301687532595	NA	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LNPK	18.214697765069776	0.0011203814053700931	NA	NA	NA	0.00721085	0.015372417610059	NA	NA	NA	8.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LPIN1	22.136131091287528	0.001143977153781696	NA	NA	0.00847065	0.00457486	0.402629565521634	NA	NA	4.0	15.0	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC36A3	13.139235480153467	0.0014023333655381004	NA	NA	NA	NA	0.0014023333655381	NA	NA	NA	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF528	17.681340927597162	0.0014241977325693547	0.000343316	NA	NA	NA	0.42155239143249	3.0	NA	NA	NA	11.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZSCAN25	21.255324964350198	0.0016505170800236318	NA	0.591922	NA	6.19422e-05	0.661018661812038	NA	3.0	NA	16.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MISP3	12.742712955544173	0.0017098382941356004	NA	NA	NA	NA	0.0017098382941356	NA	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ASPDH	12.730570019871786	0.0017202511008671004	NA	NA	NA	NA	0.0017202511008671	NA	NA	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OGFOD1	12.574767222357767	0.0018596190739572993	NA	NA	NA	NA	0.0018596190739573	NA	NA	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
IL6R	12.535867314343104	0.0018961426186495007	NA	NA	NA	NA	0.0018961426186495	NA	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KCNA3	17.02969656041722	0.00190743718685038	NA	NA	NA	0.0167653	0.0119574080113345	NA	NA	NA	5.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR5AP2	17.01654550952337	0.001918694026703254	0.000901292	NA	NA	0.223892	NA	3.0	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GOLGA6C	16.991007620320524	0.001940741025895471	NA	NA	0.000267359	0.76446	NA	NA	NA	4.0	4.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NRBF2	12.472991796360443	0.0019567	NA	NA	NA	0.0019567	NA	NA	NA	NA	6.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PLK4	20.733468271447187	0.0020482095197147505	0.405152	NA	NA	0.000157369	0.493454822070157	4.0	NA	NA	11.0	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ATP6V0E1	12.321717644856003	0.0021104400000000003	NA	NA	NA	0.00211044	NA	NA	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LTK	24.16072002889961	0.0021537949165030853	0.0039625	NA	0.881292	0.0230649	0.070392376453186	7.0	NA	5.0	19.0	14.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
BRDT	20.318647020351694	0.002429859300816345	NA	NA	0.486788	0.000238172	0.333911435282822	NA	NA	5.0	12.0	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OTUD7B	12.01643214749854	0.0024584700000000004	NA	NA	NA	0.00245847	NA	NA	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DCP1B	11.95928236291949	0.0025297338448016004	NA	NA	NA	NA	0.0025297338448016	NA	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CYB5R1	11.957610036322455	0.0025318499999999996	0.00253185	NA	NA	NA	NA	3.0	NA	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CRLF3	23.659903024422672	0.0026126948312291862	0.0371215	NA	0.000426115	0.800555	0.575140331664901	3.0	NA	3.0	9.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
WDR33	20.135009307989137	0.0026202267670898073	0.299038	NA	NA	0.000904937	0.156817150214077	3.0	NA	NA	6.0	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PRMT2	11.870368682065084	0.002644735176389301	NA	NA	NA	NA	0.0026447351763893	NA	NA	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SPATA22	11.742349862136795	0.0028195586001062995	NA	NA	NA	NA	0.0028195586001063	NA	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CPLX3	11.691862927523726	0.002891640000000001	NA	NA	NA	0.00289164	NA	NA	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ALG8	11.690816133480183	0.0028931538719075014	NA	NA	NA	NA	0.0028931538719075	NA	NA	NA	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RAB27B	11.667575041454064	0.0029269699999999984	NA	NA	NA	0.00292697	NA	NA	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF567	11.665580062994264	0.0029298910776808006	NA	NA	NA	NA	0.0029298910776808	NA	NA	NA	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KIN	11.61393998608363	0.0030065260798255006	NA	NA	NA	NA	0.0030065260798255	NA	NA	NA	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TMEM252	15.983092618357075	0.00304193494115221	NA	NA	NA	0.000861098	0.39288274504175	NA	NA	NA	3.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ACSBG2	11.580024045999751	0.0030579454105249997	NA	NA	NA	NA	0.003057945410525	NA	NA	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR4D2	11.53456307243822	0.0031282500000000013	NA	NA	NA	0.00312825	NA	NA	NA	NA	4.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SP110	11.450821757133987	0.0032620127094824	NA	NA	NA	NA	0.0032620127094824	NA	NA	NA	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ING1	19.582280062140157	0.0032853386513882307	0.40809	NA	NA	0.00300448	0.0456285473708788	4.0	NA	NA	7.0	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PHF8	11.363364976622675	0.003407820000000001	NA	NA	NA	0.00340782	NA	NA	NA	NA	4.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CDK5RAP2	22.895604289722947	0.00350089595333935	0.841452	NA	0.0143701	0.0152895	0.0577298299094907	11.0	NA	5.0	29.0	13.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZBTB45	19.40705578960064	0.003528658441131326	0.113169	NA	NA	0.738263	0.0007309249703731	3.0	NA	NA	5.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PML	11.156995107591586	0.003778237855659502	NA	NA	NA	NA	0.0037782378556595	NA	NA	NA	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEMG2	11.079846018851933	0.0039268291554985	NA	NA	NA	NA	0.0039268291554985	NA	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MMACHC	11.028585350204802	0.004028775984442502	NA	NA	NA	NA	0.0040287759844425	NA	NA	NA	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR2L5	10.994571977739525	0.004097878046546299	NA	NA	NA	NA	0.0040978780465463	NA	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GALNT14	10.987147279608164	0.0041131190727847	NA	NA	NA	NA	0.0041131190727847	NA	NA	NA	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PANX2	10.986043348262708	0.00411539	NA	NA	NA	0.00411539	NA	NA	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NUPL2	10.894062746984225	0.0043090777646056	NA	NA	NA	NA	0.0043090777646056	NA	NA	NA	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CST3	10.865064842775505	0.004372010000000002	NA	NA	NA	0.00437201	NA	NA	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF684	10.838356520227801	0.0044307861059527985	NA	NA	NA	NA	0.0044307861059528	NA	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRMT10A	18.81223205113028	0.004492780686196584	0.000175144	NA	NA	1.0	0.469440386688036	3.0	NA	NA	5.0	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TMBIM6	10.7401423933907	0.004653799963309801	NA	NA	NA	NA	0.0046537999633098	NA	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ULK4	22.0971136978204	0.004739105623551077	0.000213508	NA	0.30586	0.661264	0.368435111311404	12.0	NA	7.0	26.0	17.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SPNS1	10.70375188646366	0.0047392520872172	NA	NA	NA	NA	0.0047392520872172	NA	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
YJEFN3	14.945323343340643	0.004815974020420439	NA	NA	NA	0.00184946	0.30734017059746	NA	NA	NA	4.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
H2AC16	10.665146927652406	0.004831620000000001	NA	NA	NA	0.00483162	NA	NA	NA	NA	4.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OSBPL3	10.629165135623685	0.004919331814254401	NA	NA	NA	NA	0.0049193318142544	NA	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TCTEX1D1	10.597646989218475	0.0049974699999999995	NA	NA	NA	0.00499747	NA	NA	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RAD51AP2	10.575256962377578	0.0050537310778883	NA	NA	NA	NA	0.0050537310778883	NA	NA	NA	NA	19.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CGNL1	18.517689741085803	0.005060678697164966	0.000557401	NA	NA	0.696084	0.24553045526877	4.0	NA	NA	10.0	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CCDC105	10.553073104168922	0.005110098739859297	NA	NA	NA	NA	0.0051100987398593	NA	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CTD-2561J22.3	10.44066993754152	0.005405518143378699	NA	NA	NA	NA	0.0054055181433787	NA	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NSUN6	18.346549438804367	0.005422069474800478	0.000429353	NA	NA	0.4349	0.555767950835945	4.0	NA	NA	16.0	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC16A12	10.42667710763665	0.005443470000000002	NA	NA	NA	0.00544347	NA	NA	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR5B17	10.420704315763274	0.0054597506548302	NA	NA	NA	NA	0.0054597506548302	NA	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TMEM38B	14.643471396606497	0.0055007829207714565	0.00075832	NA	NA	0.871682	NA	3.0	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
UNC5D	10.360772128901447	0.005625834060560297	NA	NA	NA	NA	0.0056258340605603	NA	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
AQP6	10.33447317913341	0.005700299340936902	NA	NA	NA	NA	0.0057002993409369	NA	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
