COHORT: AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
ENDOU	-4.799853936841881	1.587813909411054e-06	-0.461786	0.191373	0.0158211	-1.13946	0.477393	0.0169943	67.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZFP42	4.790612358363518	1.662730824824621e-06	0.359207	0.135517	0.00803399	0.782598	0.365705	0.0323569	54.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MYH14	-4.771714621374508	1.8266419682229353e-06	-0.245739	0.073165	0.000783111	-0.225262	0.159419	0.157651	449.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR4C13	4.735974335818063	2.180051765431756e-06	0.22858	0.134593	0.0894495	1.14244	0.376091	0.0023841	70.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LBX2	4.640718797591686	3.471993340941685e-06	0.331965	0.107942	0.00210226	0.426203	0.272279	0.117509	62.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CFAP52	-4.635241062685055	3.5652175656436183e-06	-0.365452	0.165489	0.027222	-0.852688	0.351345	0.0152275	93.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC340512	-4.61980751689471	3.8409620652012255e-06	-1.01583	0.463621	0.0284467	-2.75192	1.13307	0.0151515	29.0	2.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RIPOR2	4.613929493535784	3.951265117284112e-06	0.136822	0.0907394	0.131591	0.698913	0.225015	0.0018959	160.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GSTM5	-4.542830052867844	5.550399733971337e-06	-0.208736	0.14127	0.139525	-1.50543	0.491126	0.00217477	52.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CELA3B	-4.501999051025683	6.731728238047308e-06	-0.72479	0.198621	0.000263143	-0.38857	0.455593	0.393721	55.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SERINC1	-4.46801375374619	7.894923098559962e-06	-0.495716	0.190925	0.00942081	-0.661787	0.35359	0.0612592	58.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ABHD8	4.458932517979595	8.236884643742989e-06	0.373403	0.185419	0.0440266	1.18211	0.483461	0.0144809	68.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCLK1	-4.453306602146245	8.45578728191869e-06	-1.00741	0.287975	0.000468309	-0.710842	0.744297	0.339552	63.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ITPK1	-4.40853095640507	1.0407414631752347e-05	-0.430711	0.157572	0.00626776	-0.552757	0.329983	0.0939134	102.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
COHORT: AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 2
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	11.837715361566769	2.491476163351619e-32	0.52337	0.0701377	8.51999e-14	0.567902	0.129786	1.21058e-05	85.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IPO4	-5.25093197909601	1.5133156025433198e-07	-0.30753	0.100903	0.00230542	-0.391247	0.177585	0.0275843	209.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANGEL2	-5.133127259846664	2.8496708270737775e-07	-0.347973	0.136533	0.0108143	-0.644634	0.249424	0.0097522	76.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCDC2C	5.1279076994948625	2.929800113679374e-07	0.151741	0.150634	0.313769	0.664881	0.161357	3.77936e-05	59.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
H2BC21	5.127620444428818	2.9342725686593216e-07	0.468407	0.195253	0.0164411	1.83914	0.674012	0.00635946	14.0	2.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IRX6	5.028157630853243	4.95214724251219e-07	0.434849	0.120971	0.000324811	0.522463	0.364466	0.151714	107.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LIG3	5.024588834543771	5.045122332569956e-07	0.288986	0.101712	0.00449421	0.530773	0.243098	0.0290087	158.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KBTBD13	-5.020518312115336	5.153223786777369e-07	-0.174924	0.0719467	0.0150445	-0.477905	0.184575	0.00961947	131.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRMT12	4.849236730311237	1.2393744064898595e-06	0.399511	0.146919	0.00654289	0.78984	0.370821	0.0331734	63.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
XKR7	-4.814659535207353	1.4745106597243263e-06	-0.166733	0.125862	0.185263	-1.3902	0.398346	0.000483158	105.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PHF23	4.742708305430309	2.108798084065981e-06	0.245142	0.12784	0.0551645	0.783414	0.277301	0.00472608	62.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STIMATE	4.724052386542559	2.311908205593771e-06	0.415441	0.135496	0.00216889	0.24453	0.147487	0.0973217	42.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FLNC	4.692991938531936	2.6923810402947904e-06	0.156662	0.0450845	0.000511125	0.104104	0.0854615	0.223171	487.0	80.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
INSM2	4.622820880184423	3.7855658500240047e-06	0.207881	0.0928834	0.0252157	0.572222	0.239952	0.0170913	97.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HP1BP3	4.622656567169297	3.788566654865193e-06	0.263509	0.0970206	0.00660735	0.370528	0.194335	0.0565662	70.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF433-AS1	4.607492375364163	4.075541437161037e-06	0.268302	0.0701682	0.000131465	0.113089	0.144284	0.433162	159.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SYK	-4.554788642700211	5.243827582848309e-06	-0.55668	0.211845	0.00859459	-0.72115	0.374231	0.0539777	61.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HYDIN	-4.543026289576287	5.545233275698809e-06	-0.0877172	0.0391315	0.024987	-0.182011	0.0790862	0.0213679	621.0	82.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRG2	-4.513173288275921	6.386479873969645e-06	-0.375556	0.15812	0.0175426	-0.625813	0.292704	0.0325134	48.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LRWD1	-4.484057680147936	7.323685152794659e-06	-0.120217	0.0737818	0.103238	-0.388182	0.13598	0.00430758	165.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KLHL8	4.463107675603533	8.07794335302455e-06	0.257026	0.112152	0.0219193	0.619343	0.285235	0.0299051	74.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RNF157	4.422646335844017	9.74992686450933e-06	0.114968	0.0810399	0.155998	0.507052	0.168793	0.0026647	120.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF716	4.4055661624440825	1.0550794135809054e-05	0.111679	0.0786385	0.155561	0.639206	0.21411	0.002832	95.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TIGD2	-4.385476654194697	1.1573207073998782e-05	-0.356538	0.146245	0.0147708	-0.544842	0.279761	0.0514714	64.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
COHORT: AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
MYOM2	3.611940310018195	0.00030391452908007426	0.32899	0.16942	0.052154	0.982032	0.588015	0.0949037	41.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NOC4L	3.582117940061801	0.0003408198521521412	2.03501	0.913432	0.0258891	1.07219	0.791725	0.175658	4.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENTPD1-AS1	3.4715898266730645	0.000517386203236395	0.478963	0.226932	0.0348063	1.12678	0.827913	0.173516	30.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRPM2	3.4200085662586455	0.0006261916382074917	0.51064	0.188284	0.00668627	0.314673	0.444494	0.478986	40.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CDH26	-3.400890297684451	0.0006716677653090258	-0.370343	0.239246	0.121632	-1.40059	0.755878	0.0638926	35.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RHOT1	3.3022983719039405	0.0009589600361495601	1.3322	0.403416	0.000958919	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CC2D2B	3.275393106185504	0.0010551503684356463	0.440874	0.230293	0.0555689	1.12678	0.827913	0.173516	29.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FGF22	-3.245732517461115	0.0011714885365297486	-1.11107	0.596511	0.0625175	-1.4993	1.084	0.166631	5.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SELENOO	-3.1351810670220814	0.001717480680132278	-0.664232	0.292097	0.0229653	-0.637869	0.740701	0.389145	28.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
AGBL1	3.114207157410343	0.0018443994366368738	0.446373	0.364125	0.220245	1.25842	0.66642	0.058981	13.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SCPEP1	3.068016105284868	0.0021548500427538446	0.369378	0.402961	0.359322	1.42377	0.661801	0.0314481	9.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCDC68	-3.066450362471218	0.0021661677134462674	-1.66655	1.01923	0.102026	-1.62134	1.13274	0.152331	9.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MOGAT1	3.0155574837220076	0.0025650731217026924	0.529587	0.242158	0.0287464	0.925366	1.11677	0.407326	11.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZSCAN25	3.0148727123017136	0.0025708712366253003	1.18448	0.31242	0.000149851	-0.553154	0.712429	0.437493	18.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRIMPOL	3.010023769872598	0.002612272452930708	1.01574	0.627611	0.105571	1.7261	1.24037	0.164042	4.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENTPD8	-2.9615691968355	0.003060757081763818	-0.757276	0.740303	0.306342	-1.58509	0.817629	0.052545	10.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRAK2	2.909354188286957	0.003621762877491767	0.351058	0.293509	0.231669	1.16687	0.681073	0.0866594	15.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BCAS4	2.9017908449363574	0.003710361753823579	0.460677	0.271991	0.0903185	0.956681	0.791909	0.227021	6.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM252	2.8791789498662923	0.0039871202397343325	3.15463	1.09567	0.00398718	NA	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OTUD7B	2.87536499995895	0.00403560680245659	2.10138	0.730822	0.00403557	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LIPN	2.833707536817753	0.004601142026221726	1.31428	0.504519	0.0091867	0.246708	1.07878	0.819109	9.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ACSL6	2.8208754456923315	0.00478927941216278	1.2247	0.434156	0.00478943	NA	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
THEG	2.8049421825144276	0.005032560616278267	0.685018	0.418807	0.101915	0.752893	0.643883	0.242283	11.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
WDR33	2.797363880229102	0.00515214716406633	0.964601	0.344825	0.00515214	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
COHORT: AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.01; NUMVAR >= 2
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
PHKB	-3.6105641968223994	0.00030553166471556666	-0.323878	0.210575	0.124033	-0.902617	0.435521	0.038219	35.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NOC4L	3.582117940061801	0.0003408198521521412	2.03501	0.913432	0.0258891	1.07219	0.791725	0.175658	4.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENTPD1-AS1	3.4715898266730645	0.000517386203236395	0.478963	0.226932	0.0348063	1.12678	0.827913	0.173516	30.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GNLY	-3.464707804383239	0.0005308078674276964	-0.109479	0.102737	0.286593	-0.646865	0.26963	0.0164362	5.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CDH26	-3.4256472872176302	0.0006133362906908633	-0.182542	0.116068	0.115784	-1.40059	0.755878	0.0638926	36.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RHOT1	3.3022983719039405	0.0009589600361495601	1.3322	0.403416	0.000958919	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DARS2	-3.2971144349825874	0.0009768369225283248	-1.44981	0.724348	0.0453341	-0.787099	0.607528	0.195122	21.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CC2D2B	3.275393106185504	0.0010551503684356463	0.440874	0.230293	0.0555689	1.12678	0.827913	0.173516	29.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KLHL35	-3.26240799009777	0.0011047002742852485	-0.311951	0.113822	0.00613098	-0.216397	0.414779	0.601869	21.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FGF22	-3.245732517461115	0.0011714885365297486	-1.11107	0.596511	0.0625175	-1.4993	1.084	0.166631	5.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TNXB	-3.2030459773290025	0.0013598226939431112	-0.516455	0.353612	0.144149	-1.01942	0.585022	0.0814149	48.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADGRF3	3.196325289794728	0.0013919009268050326	0.211472	0.0891187	0.0176476	0.17242	0.2094	0.41028	19.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SELENOO	-3.1351810670220814	0.001717480680132278	-0.664232	0.292097	0.0229653	-0.637869	0.740701	0.389145	28.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SCPEP1	3.068016105284868	0.0021548500427538446	0.369378	0.402961	0.359322	1.42377	0.661801	0.0314481	9.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
