META_COHORT	VARIANT_GROUP	MAF	TEST	MIN_NUMVAR	LAMBDA	LAMBDA1000
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	1	0.6009301440031947	0.9817639658912998
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	2	0.7473784353733416	0.988456117644822
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	3	0.7882391577319768	0.9903233033403613
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	4	0.7791185636776474	0.9899065255212226
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	1	0.9248111932722279	0.9965641462929962
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	2	0.9433425850700005	0.9974109631793825
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	3	0.9539797816246331	0.9978970441907049
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	4	0.9630333957959237	0.9983107612739516
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	1	0.9366599964473792	0.9971055932993345
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	2	0.9509097380823128	0.9977567544195993
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	3	0.9632314211252532	0.9983198103078633
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	4	0.9697848507441754	0.9986192780934245
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	1	0.9187468596513773	0.9962870284072562
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	2	0.9418604490733141	0.9973432349804641
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	3	0.9537988673898816	0.9978887770712869
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	4	0.9571781559381962	0.9980431982091006
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	1	0.9253983193707404	0.9965909758101789
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	2	0.9420432263063618	0.9973515872320964
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	3	0.9546733572547431	0.997928738062486
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	4	0.955507751941557	0.9979668668505671
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	1	0.7903300744402605	0.9799559400297745
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	2	0.8399647688328685	0.9847009256940432
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	3	0.8587307376885096	0.9864949178659662
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	4	0.8647377763996212	0.9870691797389914
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	1	0.8480036126653883	0.9854694244066752
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	2	0.8921890562228193	0.9896934716948678
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	3	0.9133641669788306	0.9917177734097493
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	4	0.9292609289267314	0.9932374746685994
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	1	0.5599107311040264	0.9579282738120197
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	2	0.7642020239595849	0.9774581463698511
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	3	0.8140581635000905	0.9822243017837284
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	4	0.8099548239914024	0.9818320300596328
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	1	0.5785482460762136	0.9597099860285009
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	2	0.7718507395656131	0.9781893495402302
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	3	0.825144520632427	0.9832841371731801
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	4	0.8181672700933453	0.9826171248305215
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	1	0.8621814220007588	0.9868247969514307
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	2	0.8850652682871066	0.9890124506461055
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	3	0.8901781215893162	0.9895012300355905
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	4	0.9015255974799643	0.9905860278989734
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	1	0.910136567334577	0.9914092208090052
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	2	0.933516208392493	0.993644271573659
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	3	0.9393298473772163	0.9942000447878858
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	4	0.9511796595995052	0.9953328650823815
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	1	0.8681226383714568	0.9873927663295493
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	2	0.8955804232622802	0.9900176801579487
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	3	0.8991839691449627	0.9903621725289223
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	4	0.9043470217458375	0.9908557508792035
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	1	0.9186362505834269	0.9922217749238266
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	2	0.9424570750955071	0.9944990020167713
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	3	0.944476923601766	0.9946920958259199
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	4	0.9513529605749382	0.995349432337486
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	1	0.8386104747740146	0.9922190026079026
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	2	0.8720345197895301	0.9938304603944902
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	3	0.8828217987827003	0.9943505424109417
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	4	0.8966267619341403	0.9950161146166282
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	1	0.8630484548641799	0.9933972194660503
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	2	0.8964200309629335	0.9950061475933931
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	3	0.910124620823953	0.9956668805487633
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	4	0.9268917683875874	0.9964752671604895
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	1	0.5323720592496005	0.9774544736880802
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	2	0.7100329954810182	0.9860199569780184
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	3	0.7480114243109365	0.9878509931327363
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	4	0.728181539385814	0.9868949442028451
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	1	0.5535089750379969	0.9784735378832081
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	2	0.7242957520280757	0.9867076005617105
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	3	0.7627051156054785	0.9885594131710443
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	4	0.749078233849332	0.9879024267200431
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	1	0.9057027490992433	0.9954536909237862
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	2	0.9183088360274928	0.9960614622731097
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	3	0.9237760218202741	0.9963250491343769
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	4	0.931820552106861	0.9967128962954175
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	1	0.9111518964309322	0.9957164081051997
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	2	0.92273655081331	0.9962749336068479
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	3	0.9289901330416273	0.9965764346301744
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	4	0.9415399752847425	0.9971814942809056
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	1	0.8847157728158596	0.9944418556916027
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	2	0.9017379564328049	0.9952625382368038
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	3	0.9082544318405427	0.9955767140055365
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	4	0.9160165450186994	0.9959509451231497
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	1	0.9084261706424499	0.9955849939677452
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	2	0.9262457452701901	0.9964441207512994
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	3	0.9325541391138016	0.9967482643812947
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	4	0.941000297757413	0.9971554750617101
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	1	0.8002101462189929	0.9908703337689534
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	2	0.837619440067461	0.9925798017940415
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	3	0.8454118507078482	0.9929358864847083
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	4	0.8668397030279499	0.9939150610325066
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	1	0.8350343081538972	0.9924616707123703
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	2	0.8713646259823888	0.9941218334762189
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	3	0.8845886202973919	0.9947261216923241
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	4	0.8981214216266704	0.9953445212605163
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	1	0.507795383826596	0.9775080476911046
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	2	0.6885777062115599	0.9857691391960681
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	3	0.7265900377008633	0.9875061638376781
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	4	0.7099474505620961	0.9867456584219997
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	1	0.5282026345124725	0.9784405844737761
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	2	0.6975514882284454	0.986179208241587
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	3	0.737728052716314	0.9880151304225323
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	4	0.7181659004857481	0.9871212115510477
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	1	0.8581701306439201	0.993518893255544
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	2	0.8772979853585068	0.9943929663175902
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	3	0.8798263278048082	0.9945085023281317
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	4	0.8818095961897306	0.9945991304459177
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	1	0.8867529422203968	0.9948250232951814
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	2	0.9012628846458526	0.9954880746407283
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	3	0.9068872912478873	0.9957450894693219
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	4	0.910581023366315	0.995913879529227
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	1	0.8671222255999581	0.9939279712816326
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	2	0.8903962612174263	0.994991509659662
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	3	0.8991970368776746	0.9953936729468951
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	4	0.9031746567062636	0.9955754356377513
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	1	0.9013862846388156	0.9954937135694694
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	2	0.9232351233148712	0.9964921256553354
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	3	0.9330053517234275	0.9969385893905208
GNE_AMP_NIH_UKB_CASE_PROXIES_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	4	0.9363423039821486	0.9970910759146085
