COHORT: META-GROUP3; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 4
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
RPS20	23.106926073447926	0.0007614458259613109	3.118360989666076	NA	0.790879086357917	0.0076071	NA	0.00159612	NA	5.0	4.0	NA	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
KNOP1	30.288478971916234	0.0007683274562075629	3.1144536470066466	0.0243794	0.925188902754562	0.861288	0.0312185	0.000436643	17.0	39.0	30.0	20.0	70.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
DSEL	30.268356886118802	0.0007741884402535442	3.1111533176096473	0.0124232	0.030819045993025	0.00142626	0.651404	0.751983	22.0	77.0	61.0	39.0	166.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
OR2T8	30.091446185215048	0.0008276271284539503	3.0821652822103185	0.0177751	0.0061363430128891	0.145781	0.253281	0.0725605	5.0	5.0	18.0	12.0	51.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
XKR7	29.669919318491843	0.0009698386592647104	3.013300508227603	0.000483158	0.580898103462391	0.136504	0.413878	0.0227537	13.0	44.0	30.0	20.0	89.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
PURG	26.089939384743907	0.0010137168448040598	2.994083336829235	NA	0.208519795514343	0.000142128	0.287191	0.253889	NA	19.0	11.0	14.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
MON1B	29.485449477844263	0.0010393070735208048	2.983256116896749	0.0152072	0.285237017453366	0.0283893	0.743472	0.00432157	19.0	55.0	34.0	19.0	107.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
C11orf63	13.694747748088494	0.0010622416134898	2.9737766890259087	NA	0.0010622416134898	NA	NA	NA	NA	68.0	NA	NA	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
ADORA1	29.35005916491405	0.0010933479861365977	2.9612415906522274	0.500647	0.0005856064517807	0.494139	0.341996	0.00854492	6.0	26.0	15.0	8.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
MET	29.07422743109642	0.0012120274003925749	2.9164875619314605	0.0267918	0.0454807865751501	0.717779	0.477655	0.00116326	24.0	97.0	52.0	44.0	165.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
C12orf60	28.867828785695743	0.0013089264980034798	2.8830847403153617	0.39908	0.0177891269492137	0.00135261	0.229543	0.244444	7.0	24.0	26.0	16.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
FERMT2	28.509896188464516	0.0014950820991765517	2.8253349583493423	0.0749614	0.704221221468641	0.00836165	0.129851	0.0112427	12.0	43.0	22.0	21.0	70.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
NOP53	24.97874421650958	0.0015675027773337678	2.804791681004639	0.0125628	NA	0.00970228	0.640576	0.0482396	28.0	NA	47.0	34.0	119.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
BMP2K	28.30498384335604	0.0016129599839203636	2.7923764069310306	0.0500902	0.727224912222061	0.050546	0.00663647	0.0584259	25.0	83.0	58.0	40.0	166.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
PANK4	27.752661721535667	0.0019773323421436355	2.703920330064763	0.0372242	0.0008613712803947	0.775191	0.196772	0.192397	24.0	60.0	46.0	33.0	148.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
LAT	27.495120893954784	0.0021733601280287274	2.662868304670279	0.546265	0.0005253972822846	0.931685	0.528156	0.00757858	11.0	24.0	20.0	10.0	47.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
RNF208	27.47202606843708	0.002191830059087771	2.6591931213836193	0.221485	0.218486463470993	0.003384	0.339183	0.0194936	6.0	24.0	19.0	12.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
PSG7	27.33184514766644	0.002307239307331614	2.636907358030445	0.00637805	0.297172683720856	0.00706998	0.714214	0.121345	22.0	85.0	48.0	25.0	114.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
KCNK12	23.93827063174595	0.0023470441523080173	2.629478740429795	NA	0.0745436404420918	0.094354	0.0923178	0.0097592	NA	6.0	13.0	10.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
SDR16C5	27.27983547837851	0.002351535155849016	2.6286485240932773	0.0272457	0.0428802683518319	0.591521	0.152971	0.0112752	6.0	38.0	10.0	12.0	52.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
OR56B4	27.253223983780632	0.0023745166016530114	2.624424789661205	0.302081	0.0611867984550657	0.394281	0.0227385	0.00728935	8.0	37.0	21.0	14.0	52.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
DCAF15	27.202394447351573	0.002419017384649442	2.6163610105012074	0.70649	0.0312165410042308	0.00236431	0.0304819	0.779539	13.0	39.0	30.0	22.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
TFCP2L1	27.07556943131374	0.0025335943909793645	2.596262911101809	0.0520241	0.0018422279657895	0.0943052	0.182728	0.79933	10.0	40.0	17.0	19.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
ATP1A1-AS1	16.338087404476425	0.002597487345303666	2.585446559604539	NA	NA	0.0493026	NA	0.00574592	NA	NA	10.0	NA	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
TSPAN8	23.65421853495889	0.0026184127395900837	2.5819618946843876	NA	0.483966289173501	0.000240083	0.301444	0.20853	NA	19.0	8.0	13.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
KAT2B	26.912420550823	0.002688717666854697	2.570454799176687	0.0606067	0.0436585691405621	0.00198788	0.592406	0.459666	13.0	45.0	34.0	27.0	99.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
DLEU7	26.876469444565977	0.0027241132941032806	2.56477483435811	0.00979373	0.080086249114731	0.00637429	0.64466	0.45246	6.0	13.0	12.0	12.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
FBXL20	23.472772339400866	0.002807441236195899	2.5516893253827817	NA	0.156660468914922	0.00827407	0.0345073	0.178798	NA	10.0	11.0	6.0	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
RNF114	26.785746116451527	0.0028154464903077376	2.5504527223399904	0.750554	0.0002560120421331	0.0912124	0.379046	0.2297	6.0	23.0	12.0	9.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
QRICH2	26.732706719469824	0.002870204210509935	2.542087202798221	0.081058	0.152199166872832	0.0712543	0.00414764	0.42978	40.0	165.0	117.0	70.0	294.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
E2F1	26.646913376941132	0.002960959357952966	2.528567553683952	0.35163	0.112271929798619	0.000435059	0.88806	0.107238	6.0	23.0	16.0	11.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
ADGB	26.547200942969425	0.003069919042453992	2.51287307725216	0.0232759	0.629413718407244	0.420435	0.315471	0.000884805	50.0	149.0	83.0	51.0	236.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
LURAP1L	26.5301745521028	0.003088906942843382	2.5101951751619285	0.000251641	0.0570119278232286	0.292899	0.622794	0.662577	9.0	26.0	18.0	10.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
KIF2C	26.419829192180682	0.003214738279119472	2.4928543784352293	0.00889171	0.831720665163501	0.00665668	0.296609	0.125488	7.0	44.0	33.0	20.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
MRRF	26.354750371555347	0.003291251994381627	2.482638864718789	0.369448	0.179904082298864	0.947025	0.034068	0.000882747	4.0	22.0	20.0	8.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
ARL14EP	26.351050586185625	0.0032956541906054406	2.482058364629912	0.118576	0.749383233095129	0.00505193	0.0265365	0.159199	4.0	6.0	8.0	8.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
DEFB108B	23.036011909466254	0.003318317545597349	2.479082056617288	NA	0.223484104292111	0.000677811	0.512055	0.128269	NA	8.0	9.0	6.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
RAP1A	19.342743394019767	0.0036222979267156456	2.4410158327056926	NA	0.312443235681033	0.00861221	NA	0.0234364	NA	6.0	7.0	NA	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
IRX6	26.000299134216164	0.003739783608142368	2.427153526277735	0.151714	0.190565384718304	0.116786	0.296839	0.00225489	12.0	49.0	39.0	24.0	90.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
IPO4	25.875713547869243	0.003910989359060013	2.40771336566582	0.133618	0.775027581507583	0.074127	0.0246311	0.0127209	27.0	127.0	61.0	43.0	185.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
GDF9	25.782948302384845	0.004043340098965175	2.3932597271571	0.0468296	0.0004364251712774	0.982888	0.229989	0.545334	7.0	43.0	22.0	18.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
FSIP2-AS1	22.487227825041487	0.0040889082712156155	2.3883926321093307	0.00291352	NA	0.363301	0.159147	0.0777101	61.0	NA	155.0	110.0	397.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
USP6NL	25.748557703676667	0.004093492313261741	2.387906020789542	0.951505	0.0009441725856261	0.0240822	0.288184	0.411096	19.0	66.0	42.0	40.0	145.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
XPNPEP1	25.746353374261624	0.004096727233832249	2.3875629510541962	0.556854	0.0003202538026636	0.459382	0.165584	0.189157	6.0	49.0	22.0	13.0	75.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
SLC35E3	25.728104890721415	0.004123602025068394	2.3847232557689537	0.542543	0.406867414767518	0.141109	0.0168992	0.00491932	7.0	35.0	10.0	14.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
MARC1	10.968884176080724	0.004150850242387498	2.381862935153878	NA	0.0041508502423875	NA	NA	NA	NA	27.0	NA	NA	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
JADE1	25.674002177417442	0.004204279932802473	2.3763083751309546	0.0442246	0.0510403412566328	0.00624441	0.318909	0.591869	6.0	43.0	25.0	13.0	74.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
KLHL25	25.64953593986994	0.004241260298791264	2.372505072774993	0.00513874	0.546107013332219	0.0469958	0.0649266	0.314527	21.0	96.0	55.0	37.0	139.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
GSTM5	25.63171816308641	0.00426838819314733	2.3697360900734203	0.00217477	0.0708440149128346	0.742565	0.266819	0.0890175	7.0	22.0	20.0	10.0	50.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
HTRA1	25.621406643614968	0.004284163788319014	2.368133933964506	0.131097	0.395548702523854	0.230417	0.00290944	0.0785716	8.0	26.0	32.0	14.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
PROK2	25.591717645942744	0.004329898598937782	2.3635222741864577	0.0553272	0.190309970760473	0.00815331	0.686627	0.0470299	4.0	12.0	5.0	5.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
TIFAB	25.56407394853621	0.004372904317832729	2.3592300252144565	0.165534	0.0164312311060304	0.480236	0.00265544	0.81037	14.0	29.0	27.0	22.0	79.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
GAS2L3	25.545487963162042	0.004402049283188371	2.3563450996070805	0.931182	0.254835681769733	0.00295723	0.0293541	0.137727	14.0	47.0	30.0	26.0	83.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
EVX1-AS	22.283440294245548	0.004416988257902439	2.354873755266163	0.547258	NA	0.0263825	0.165757	0.00605665	15.0	NA	31.0	20.0	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
PKP4-AS1	22.2773441553438	0.004427184179878118	2.353872410110404	0.0792424	NA	0.115638	0.0538413	0.0294688	10.0	NA	23.0	20.0	73.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
IL12A	22.248367883138837	0.004475959270749139	2.349113874013522	NA	0.0027792291559419	0.770271	0.0533671	0.129118	NA	20.0	8.0	5.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
LYZL2	25.408683597755566	0.004622390936320184	2.335133327072652	0.543795	0.157944892081127	0.143757	0.00196481	0.125223	5.0	19.0	18.0	12.0	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
PRR14L	25.388642810306745	0.00465554587031706	2.332029389963485	0.230945	0.0218700480297001	0.0395377	0.0325314	0.472339	47.0	158.0	110.0	80.0	319.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
RIPOR2	22.132725418427036	0.004675837208347516	2.3301406174304455	0.0018959	NA	0.250476	0.0608402	0.540963	28.0	NA	44.0	35.0	139.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
EFHD2	22.127575182166975	0.004684936508497436	2.3292962904103662	NA	0.20097938579752	0.00126956	0.997588	0.0615605	NA	12.0	13.0	4.0	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
SHANK1	25.36401263085235	0.004696606265226666	2.3282158468865526	0.0163713	0.013938365276023	0.408037	0.0444834	0.750036	40.0	158.0	111.0	77.0	369.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
CEMIP2	21.862913647332725	0.005176250389525061	2.2859847238078794	0.116195	NA	0.0674436	0.0049812	0.458212	24.0	NA	67.0	36.0	189.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
NOCT	25.06892799954668	0.005216373967976327	2.2826312810785465	0.0804903	0.0043972735851805	0.0830815	0.379986	0.32222	8.0	25.0	15.0	11.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
RBM26	25.041104330158237	0.005268135346564427	2.27834307586838	0.495712	0.0818319958156027	0.0433685	0.00940593	0.22063	13.0	35.0	36.0	30.0	105.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
DLEU7-AS1	21.739787929236584	0.005421415617798601	2.2658872974606803	0.00979373	NA	0.00637429	0.64466	0.472666	6.0	NA	12.0	12.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
DHX57	24.93955469025265	0.005461262955146099	2.262706912052704	0.0397391	0.0184695110654923	0.126369	0.0624213	0.663434	28.0	138.0	71.0	54.0	222.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
ZNF777	24.869448612399054	0.0055985317192022935	2.2519258568971487	0.760909	0.322945500168009	0.0254147	0.0158835	0.0401028	12.0	56.0	28.0	20.0	99.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
NACC2	24.868131184922547	0.00560114264783553	2.2517233667386964	0.145141	0.541776130818462	0.0481195	0.00248419	0.423485	20.0	29.0	21.0	19.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
EEF1D	24.83985494366431	0.005657463692121015	2.24737822453401	0.517583	0.0005051004671635	0.84791	0.0309083	0.589266	36.0	71.0	52.0	44.0	163.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
MYEF2	24.81381495468549	0.005709810188958253	2.243378328752084	0.136534	0.0293281787746375	0.0222434	0.58947	0.077904	16.0	28.0	39.0	20.0	110.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
NSRP1	24.79852058645949	0.005740771446840342	2.2410297430386525	0.210263	0.164334516461763	0.228969	0.00100166	0.520093	14.0	41.0	23.0	11.0	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
RFX2	24.77888832950912	0.005780749929112552	2.23801581747068	0.101576	0.35071213806284	0.0540696	0.0940653	0.0229725	24.0	84.0	42.0	30.0	128.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
SELENOO	21.568592383583894	0.005780970602114791	2.2379992391306427	0.380047	NA	0.0380773	0.0656488	0.0218127	27.0	NA	68.0	57.0	201.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
RPLP1	18.183858320295318	0.005788780904583215	2.237412887422515	NA	0.189226422040307	0.278887	NA	0.00213312	NA	8.0	9.0	NA	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
CREM	24.756971787304515	0.005825695088981792	2.2346522496496517	0.00138988	0.675674616557382	0.0437935	0.513374	0.199312	5.0	38.0	11.0	10.0	54.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
RPL13A	24.75201177143069	0.005835913146932106	2.2338911801248513	0.0843329	0.0262165370051678	0.338371	0.23567	0.0239276	6.0	11.0	20.0	13.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
EP400	24.74774254358993	0.005844721866836518	2.2332361508104643	0.062221	0.0963055962457143	0.00801166	0.244188	0.360629	62.0	295.0	175.0	118.0	488.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
GPR162	24.730227922738905	0.005880993345237193	2.2305493120328204	0.177582	0.175691602216517	0.122544	0.0483031	0.0230931	21.0	76.0	46.0	41.0	128.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
STEAP1	21.513878775882986	0.00590065093157172	2.2291000764262816	NA	0.007836350341726	0.0303487	0.906077	0.0988329	NA	21.0	9.0	7.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
ART3	24.708709320124782	0.005925851960478396	2.227249202256982	0.24965	0.170978877346595	0.00171399	0.161536	0.364771	12.0	39.0	25.0	27.0	77.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
USP25	24.6407361267841	0.006069714132567568	2.216831762560986	0.779995	0.108155520796869	0.365403	0.00371097	0.0389881	14.0	66.0	48.0	27.0	120.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
CFAP52	24.63475400575072	0.006082533881189631	2.2159154632647615	0.0152275	0.0240580978725804	0.407261	0.840874	0.0356564	13.0	57.0	31.0	23.0	79.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
MCMDC2	24.482699738257526	0.006417226228651479	2.19265265010835	0.0158183	0.320395362995071	0.0104366	0.465754	0.195924	11.0	45.0	27.0	24.0	82.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
KLF8	17.900398984300775	0.006485983665793332	2.188024149382558	NA	NA	0.0242323	0.0538686	0.0993682	NA	NA	9.0	4.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
RASAL1	24.424886001298987	0.006549048116776734	2.1838218187368943	0.183743	0.0103252945807353	0.666225	0.133313	0.0294847	23.0	85.0	50.0	31.0	135.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
ZFP42	24.41122873696796	0.006580564291956653	2.181736863471885	0.0323569	0.769670230524847	0.404705	0.565585	0.000877528	8.0	29.0	18.0	12.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
PRR15	21.192547454145632	0.0066531559061874445	2.1769722994303122	0.0169926	0.0160052276247186	0.67532	NA	0.136165	4.0	14.0	7.0	NA	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
 
COHORT: META-GROUP3; APPROACH: RESULTS_COMBINED_P; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 4
GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	120.0927271454132	4.845490930964446e-21	20.314662214937744	1.21058e-05	1.23743257136136e-07	0.000312011	0.209347	8.54366e-11	17.0	18.0	32.0	24.0	76.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
PPFIBP2	35.19885021209943	0.00011547395020994115	3.937515977296199	0.564391	0.0096942680878741	0.0571223	0.327853	0.000221864	47.0	105.0	68.0	55.0	190.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
EEA1	34.536379194791664	0.00014976970002742357	3.8245760400538735	0.605938	0.0384040900142764	2.80507e-06	0.688026	0.704963	27.0	84.0	50.0	34.0	149.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
ZNF777	34.30751413800742	0.00016379995737057735	3.785686215602007	0.610538	0.322945500168009	0.00255789	0.000578957	0.121576	13.0	56.0	29.0	22.0	101.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
CAMP	34.02739603017471	0.00018273495301339258	3.7381783741090606	0.00960337	0.0339295897742974	0.0207714	0.0306018	0.197165	6.0	13.0	11.0	6.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
SEPTIN5	30.29919591560931	0.00018711902636992433	3.727882050942754	0.71969	NA	0.239243	0.000220466	0.00693884	5.0	NA	20.0	8.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
TOM1	33.5832205632064	0.0002172422522843516	3.6630557032574482	0.156181	0.0241087968899287	0.131327	0.179445	0.000574655	25.0	60.0	42.0	28.0	95.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
LSR	33.419078089794	0.0002315471685279404	3.635360525403017	0.050274	0.0172658535488151	0.00310709	0.0270323	0.759226	25.0	72.0	44.0	35.0	125.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
PANK4	32.718127102932655	0.00030373732629435714	3.5175018343327475	0.0674404	0.0008613712803947	0.527016	0.206759	0.0124151	25.0	60.0	47.0	34.0	149.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
DCAF1	32.207668796819775	0.00036974139847003256	3.4321019204830705	0.616782	0.0002538026319691	0.136336	0.261	0.0182102	10.0	66.0	25.0	17.0	79.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
