ALL_MISSENSE_SNPEFF
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
SEPTIN5	38.753388499107075	5.461187303256172e-06	0.35482	0.758649	1.5395e-06	0.00927641	NA	20.0	5.0	8.0	53.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
STK38L	37.14066225734552	5.350844524382961e-05	0.165171	0.461737	0.188783	0.022298	2.68194825381318e-05	8.0	2.0	6.0	33.0	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TREML1	46.696381747367965	1.0722292737666164e-06	0.747502	0.515114	0.000811719	3.64205e-05	0.0063641764659611	14.0	9.0	6.0	43.0	29.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
ALL_LOF_HC_LOFTEE
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
AUNIP	46.3449233190658	2.0437342433380142e-07	3.12638e-08	NA	0.115899	1.0	0.0238345148633997	4.0	NA	7.0	13.0	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
B3GNT3	45.35252965665478	3.3584315718584156e-09	NA	NA	NA	0.0322445	4.39913883099052e-09	NA	NA	NA	3.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
BPIFB3	29.18749011042737	0.0002939466733097967	0.00222361	0.785925	NA	0.00775698	0.0338754176473832	2.0	2.0	NA	5.0	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CAPN10	43.26219169920705	7.839906381513776e-07	3.75213e-06	NA	0.0532885	0.394394	0.0051155550562002	4.0	NA	4.0	18.0	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CD44	27.85046942173948	0.0005035320069225588	5.37821e-06	NA	0.578974	1.0	0.287773360735832	3.0	NA	2.0	9.0	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CST3	27.0562674576626	0.0006913420965569702	0.543654	NA	0.0819591	0.00437201	0.0068423495359991	2.0	NA	2.0	3.0	2.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FAM98A	28.147796681372967	1.1641506736694438e-05	NA	NA	NA	0.093793	8.23404402361394e-06	NA	NA	NA	5.0	2.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LOC105371046	30.568140681518198	0.00016766209610463473	0.000350223	0.600885	0.369985	0.00295728	NA	3.0	2.0	2.0	11.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RHOT1	40.07808154907954	3.0981886296934184e-06	0.00030719	NA	0.00156732	0.0969486	0.0424667355346666	2.0	NA	2.0	6.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RUSC2	27.27389371100091	0.0006339598805288482	0.444452	NA	0.000126388	0.244321	0.0871079367375202	5.0	NA	3.0	5.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SOAT2	29.797019170164894	0.00022957007098620624	0.06686	NA	0.00657917	0.53783	0.0014311231093866	6.0	NA	7.0	13.0	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRAPPC3L	29.47722554519783	0.0010425142001835531	0.229823	0.630289	0.16906	0.037982	0.0004271199831334	2.0	3.0	3.0	11.0	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZSCAN25	30.685351532553014	0.0006611830342842	0.537487	0.591922	0.0166697	6.19422e-05	0.661018661812038	2.0	3.0	2.0	16.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
ALL_MODERATE_HIGH_IMPACT_SNPEFF
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
AUNIP	45.708832602430114	2.6999487724903934e-07	3.04329e-08	NA	0.170061	1.0	0.0229353327748248	24.0	NA	18.0	70.0	46.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DCAF15	39.67315752365569	3.6855068462202423e-06	9.67934e-05	NA	0.0129034	0.155835	0.0124700556852674	31.0	NA	23.0	88.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EEA1	41.10799602478001	1.0798053783780607e-05	2.80914e-06	0.667199	0.0506778	0.408855	0.0304997475869285	55.0	28.0	35.0	165.0	92.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FIBCD1	34.46354191924955	3.3474675190891626e-05	1.65905e-05	NA	0.124498	0.557351	0.0285224169669634	60.0	NA	37.0	158.0	95.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FYTTD1	36.056653948037685	8.230970910918214e-05	0.100862	0.646544	4.91525e-06	0.485662	0.095102444484555	15.0	7.0	8.0	41.0	26.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GBA	128.01114069901823	1.1883766002236487e-22	2.79129e-05	1.21058e-05	0.0739456	2.83539e-11	2.25118087878369e-07	37.0	17.0	28.0	89.0	21.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LRRK2	41.682915487148264	1.5529909690297615e-06	0.0522574	NA	0.625302	0.0160221	1.69712117903398e-06	124.0	NA	76.0	370.0	197.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MMP8	36.32519807966704	1.5309166983585916e-05	0.0338484	NA	5.17681e-06	0.770133	0.0959218080911629	35.0	NA	19.0	93.0	56.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MTMR7	35.782712781828565	9.172788544768997e-05	0.0476354	0.116179	0.240207	3.28918e-05	0.388286145916615	48.0	22.0	34.0	150.0	72.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR1G1	41.07176001603587	2.0211743669465697e-06	0.782067	NA	1.02625e-06	0.0304223	0.0493959629086863	16.0	NA	15.0	47.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEC13	35.34901252681761	0.00010884510323631668	0.721193	0.00814685	3.01252e-05	0.761401	0.156485771304242	29.0	12.0	19.0	81.0	49.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEPT5-GP1BB	39.9752767438315	4.60639245033871e-07	0.52497	NA	5.44236e-07	0.00730394	NA	37.0	NA	17.0	98.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEPTIN5	34.343312692029485	3.520042781204667e-05	0.168327	0.776143	1.85808e-05	0.0143643	NA	22.0	6.0	10.0	56.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRAP1	36.367910373185154	1.5035562567410746e-05	0.315818	NA	7.67972e-06	0.423015	0.0123501027447057	98.0	NA	71.0	261.0	137.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TREML1	45.064645196644186	3.5776055102044053e-07	0.857978	NA	0.00141225	1.41378e-05	0.0095624034259589	19.0	NA	15.0	66.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TSPAN4	35.616627440124645	9.79453824741619e-05	1.24601e-05	0.254557	0.0565002	0.327026	0.314781195162006	23.0	13.0	22.0	61.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF777	34.60260782598106	0.0001459344123558076	0.00143558	0.605769	0.000377124	0.289725	0.322355135744745	29.0	13.0	22.0	107.0	61.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
ALL_LOF_HC_LOFTEE_and_CADD_20_VEP
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
ADH5	36.7927577194843	6.146001247928071e-05	3.12746e-07	0.51154	0.491429	0.767666	0.169765612178923	20.0	7.0	16.0	52.0	30.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ANKRD23	39.160373780755194	2.379810219805501e-05	0.660786	0.0351827	0.0219372	0.0853398	7.20626228896126e-05	19.0	11.0	18.0	48.0	29.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ARSA	35.90681574073918	8.733678527400833e-05	0.00265311	0.359562	0.00012527	0.450737	0.296233861194671	25.0	9.0	19.0	76.0	42.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
AUNIP	45.84710828088154	1.5286585509789965e-06	3.14606e-08	0.886038	0.124698	1.0	0.031867507308835	11.0	3.0	12.0	35.0	18.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CAMP	35.37353547873832	0.00010779864560777608	0.0532433	0.0560125	0.00616557	0.154427	0.0073364840662731	4.0	2.0	3.0	9.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DCAF15	39.99448737314404	1.698266028734789e-05	0.000508878	0.0998232	0.00372909	0.282861	0.0385732571711362	26.0	7.0	25.0	76.0	26.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DPF2	36.76431949812156	6.215915078300289e-05	0.190515	0.528104	0.0754758	0.000112313	0.012185492048181	11.0	5.0	5.0	30.0	10.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GBA	123.66328646445979	9.120838267767607e-22	5.77337e-05	1.24227e-05	0.129962	2.1521e-10	6.99091972089505e-08	27.0	10.0	20.0	68.0	19.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LRRK2	44.52268636707804	2.651091989644383e-06	0.0439313	0.727242	0.771153	0.0141661	6.15428540129415e-07	104.0	46.0	61.0	301.0	115.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR1G1	42.32437386232196	6.5648162477897655e-06	0.619956	0.848285	6.58036e-07	0.063183	0.0294867181866114	9.0	6.0	7.0	23.0	10.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC35E4	39.45594360125459	2.112005604890428e-05	0.293505	0.128816	0.000133513	0.167259	0.0032044414743519	35.0	11.0	23.0	73.0	25.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
STK38L	42.280177748022986	1.1997541870035686e-06	0.191113	NA	0.232684	0.010716	1.3832051563023e-06	7.0	NA	4.0	34.0	9.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TREML1	39.78826606246368	1.846281478573621e-05	0.503989	0.631015	0.0503116	9.70351e-06	0.0147580872937318	3.0	3.0	4.0	22.0	15.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
