META_COHORT	VARIANT_GROUP	MAF	TEST	MIN_NUMVAR	LAMBDA	LAMBDA1000
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	4	0.9662909960717591	0.9984596217023953
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	1	0.9227183102094535	0.9964685091849942
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	1	0.9662727491430814	0.998458787884434
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	2	0.9550280474398605	0.9979449461078109
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	2	0.9639289454882765	0.9983516846223087
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	3	0.9760043697672064	0.9989034873849543
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	3	0.9647366514415964	0.9983885938327971
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	4	0.981491588710352	0.9991542332388579
GNE_AMP_NIH_UKB_ALL_PD_PHENO_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	4	0.9602766588352226	0.998184788468718
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	1	0.6754788536808037	0.9689763741697187
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	1	0.9073682852584023	0.9911445781245514
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	2	0.7438607275969892	0.9755135557802588
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	2	0.9199510280263733	0.992347465233696
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	3	0.7810397959525064	0.9790678064614933
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	3	0.9269305775640208	0.9930146973563969
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	4	0.8017253356488399	0.981045306081827
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	4	0.9220029800657881	0.9925436280816784
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	1	0.7584427349963575	0.9769075689179032
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	1	0.9383438288593112	0.9941057832277127
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	2	0.8176250428963862	0.9825652889059161
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	2	0.949356981147561	0.9951586203684595
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	3	0.8547292144325603	0.9861123795887174
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	3	0.9603140210388017	0.9962060932670637
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	4	0.8740351099474852	0.9879579877580675
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	4	0.9569378335732361	0.9958833359433804
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	1	0.3907692501589272	0.9417586587445963
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.001	SkatO	1	0.9646690964241482	0.9966224304788297
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	2	0.6989964617175632	0.9712246143242694
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.001	SkatO	2	1.0451206360323806	1.004313449971966
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	3	0.7653110608267715	0.9775641682583777
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.001	SkatO	3	1.0751517191774758	1.0071843663893976
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	4	0.7719220000744504	0.9781961619140546
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.001	SkatO	4	1.0427024547905366	1.004082276284557
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	1	0.423127049109048	0.9448520049215897
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.01	SkatO	1	0.9638532959942189	0.9965444414553797
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	2	0.7181659004857487	0.9730571774791392
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.01	SkatO	2	1.0425001389172464	1.0040629352584831
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	3	0.7856115141205635	0.9795048543255723
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.01	SkatO	3	1.0715460527475662	1.006839671298002
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	4	0.7958035612127906	0.9804791953169691
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_LOF_HC_LOFTEE	0.01	SkatO	4	1.036441341483951	1.0034837253466362
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	1	0.7734958204184915	0.9783466162497162
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.001	SkatO	1	0.9428762625827766	0.9945390755710074
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	2	0.809423664410907	0.9817812521788433
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.001	SkatO	2	0.9550660319509061	0.9957043951445501
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	3	0.8293404528904603	0.9836852605941309
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.001	SkatO	3	0.9561927673183256	0.995812108977208
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	4	0.8371420535816031	0.9844310792979796
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.001	SkatO	4	0.9491607446898923	0.9951398605233583
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	1	0.8578993613442932	0.9864154398137047
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.01	SkatO	1	0.9436147750966245	0.9946096760115657
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	2	0.8925216369897956	0.989725265805637
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.01	SkatO	2	0.9562183798696637	0.9958145574900963
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	3	0.9166745940217254	0.9920342441577485
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.01	SkatO	3	0.9537949377585833	0.9955828808732463
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.01	CMCWald	4	0.9295322584864569	0.9932634132764007
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MISSENSE_SNPEFF	0.01	SkatO	4	0.9482980665930346	0.9950573900810084
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	1	0.8045857046284302	0.9813187521051936
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	1	0.9555070438254166	0.9957465550701411
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	2	0.8464123598210783	0.9853173035559906
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	2	0.9664462380518112	0.9967923219559471
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	3	0.8665762095371691	0.9872449305719346
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	3	0.971297395115474	0.9972560836654506
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	4	0.8755651854919523	0.9881042601711968
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	4	0.9706457940525334	0.9971937918000465
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	1	0.8731502956732673	0.9878734011377995
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	1	0.9510155174978929	0.9953171733988003
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	2	0.9090093469544042	0.9913014606100184
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	2	0.9564461727139256	0.9958363340678242
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	3	0.9238660969997751	0.9927217386402465
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	3	0.9575637971512988	0.9959431769122956
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	4	0.935987585047085	0.9938805306448701
GNE_AMP_NIH_UKB_CASE_CONTROL_META	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	4	0.9556532825205708	0.995760535220932
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	1	0.6984139743016712	0.9854597745661262
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	1	0.9376984276062088	0.9969962835466499
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	2	0.7577011387605134	0.9883181587852577
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	2	0.9450044712122704	0.9973485263961516
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	3	0.7853425376418902	0.9896508205692784
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	3	0.9477492284414649	0.99748085808752
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	4	0.8111724301158055	0.9908961450455496
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	4	0.9382698156308307	0.9970238316091604
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	1	0.7661387288761339	0.9887249563552568
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	1	0.9429298739930869	0.9972485048146423
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	2	0.8167202025010396	0.9911636171903558
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	2	0.9481233225000693	0.997498894108695
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	3	0.839874770984799	0.9922799575274067
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	3	0.9503384399839397	0.997605690527738
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	4	0.8578961248574875	0.9931488125989432
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	4	0.9421162540919475	0.99720927814042
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	1	0.34948752751302026	0.968637147641023
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.001	SkatO	1	0.9596898960944296	0.9980565478898012
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	2	0.5945507541989317	0.9804522659089031
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.001	SkatO	2	1.033049089284277	1.0015933802219943
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	3	0.6573122557597788	0.9834781567112043
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.001	SkatO	3	1.0735799379264575	1.0035474749945188
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.001	CMCWald	4	0.6731441262223345	0.9842414512472571
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.001	SkatO	4	1.0549008641122597	1.0026469095803041
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	1	0.37115826038746574	0.9696819485086431
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.01	SkatO	1	0.9568479891511849	0.9979195323648903
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	2	0.6103928451381673	0.9812160531999987
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.01	SkatO	2	1.0231965228410687	1.0011183630627785
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	3	0.6705405309887962	0.9841159253328965
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.01	SkatO	3	1.0650422503606523	1.0031358514731592
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.01	CMCWald	4	0.6925019848904949	0.9851747425968825
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_LOF_HC_LOFTEE	0.01	SkatO	4	1.040871627936194	1.0019705246045987
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	1	0.8004638143861078	0.99037985558408
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.001	SkatO	1	0.9351364378302347	0.996872763536677
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	2	0.8274065028723446	0.9916788307719303
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.001	SkatO	2	0.9455575358946631	0.9973751910439677
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	3	0.8467387914260194	0.9926108893216335
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.001	SkatO	3	0.9455791814113468	0.9973762346290989
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.001	CMCWald	4	0.8632393815987465	0.9934064245270459
GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META	ALL_MISSENSE_SNPEFF	0.001	SkatO	4	0.9410735810764597	0.9971590082359578
