COHORT: META-GROUP3; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 4
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
FAM186B	2.9146667671771067	0.0035606851303926356	2.4484664290718894	0.0301275	0.0013922024979948	0.729948	0.418761	0.999167	29.0	81.0	48.0	33.0	125.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
SERINC1	-2.913149258963039	0.003578035335838963	2.4463553747568803	0.0612592	0.913221409508689	0.0310923	0.410901	0.0762041	7.0	34.0	20.0	8.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
DYSF	2.911453919024448	0.0035975096782257204	2.4439980290260004	0.0720005	0.969702354746199	0.00619166	0.633916	0.124684	69.0	190.0	160.0	117.0	386.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
TSNAX-DISC1	-2.9088694136712117	0.0036273834136335945	2.4404065371615626	0.234799	0.410024053093594	0.0609929	0.0240826	0.716512	30.0	13.0	57.0	39.0	174.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
KCTD20	-2.90871344597291	0.0036291934080989476	2.440189886626692	0.0202996	0.0222611524641467	0.809543	0.74237	0.184277	8.0	29.0	23.0	16.0	54.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
NPRL3	2.899838825314512	0.003733545844339592	2.4278785115859	0.219101	0.0003915666431376	0.932536	0.286148	0.576608	25.0	66.0	43.0	37.0	147.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
FAM163B	2.892912282951169	0.0038168787729983633	2.4182916333581934	0.187239	0.0428875769024872	0.916574	0.753534	0.0035463	4.0	24.0	14.0	15.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
ITPK1	-2.877488320834736	0.004008547483883424	2.3970129675321266	0.0939134	0.328382088329361	0.78628	0.401243	0.00755733	17.0	32.0	40.0	29.0	84.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
EP400	2.8754719915905254	0.004034239358175043	2.3942383379401257	0.062221	0.0963055962457143	0.00801166	0.244188	0.360629	62.0	295.0	175.0	118.0	488.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
SLC38A5	2.868053185025623	0.004130061000193867	2.3840435338516017	NA	NA	0.378876	0.125839	0.0105603	NA	NA	9.0	8.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
MARC1	-2.8664642607093413	0.004150850242387451	2.3818629351538827	NA	0.0041508502423875	NA	NA	NA	NA	27.0	NA	NA	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
LOC101928961	2.8620766221700102	0.004208751452727746	2.3758467206991245	0.178276	NA	0.0116544	0.0881761	0.880338	5.0	NA	10.0	6.0	48.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
LIG3	2.858701001935093	0.004253795207193734	2.3712234224085162	0.00810369	0.963862733139362	0.329338	0.871155	0.00291481	15.0	70.0	43.0	26.0	143.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
CELA3B	-2.857576782356878	0.004268893390521165	2.3696846909413116	0.393721	0.762174014115416	0.19015	0.570005	0.00079066	8.0	30.0	26.0	18.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
LOC102724084	2.8538881764138653	0.004318773014348135	2.364639620959812	0.0835613	NA	0.178875	0.0561649	0.469427	5.0	NA	10.0	4.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
GALR3	-2.8459480067202207	0.004427942404929353	2.3537980367057	0.020332	0.827477654929623	0.277534	0.186247	0.156195	7.0	11.0	22.0	13.0	67.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
NOXO1	2.8446887033719874	0.0044454845240176405	2.352080897317081	0.951784	0.618821524216801	0.147878	0.0018703	0.212848	16.0	44.0	29.0	22.0	82.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
ETNK2	-2.8440583845557326	0.004454288505715877	2.35122165699606	0.402814	0.0742044138804537	0.287261	0.717953	0.0207661	19.0	55.0	27.0	19.0	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
BMP1	2.8327914156686274	0.004614348487631711	2.3358896095244424	0.441884	0.778076688314385	0.668723	0.000389904	0.190619	25.0	93.0	59.0	42.0	163.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
COG5	-2.8322073816141624	0.004622785612701903	2.335096247029039	0.0856322	0.57397737355877	0.29551	0.150411	0.116948	17.0	79.0	45.0	46.0	156.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
SEMA4G	-2.8296551574333404	0.004659819934929822	2.331630865021861	0.00884544	0.126709581613331	0.5357	0.11751	0.216407	26.0	90.0	62.0	50.0	168.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
MCRS1	2.8273154323739598	0.004694006557609015	2.328456308020038	0.226027	0.260178015240234	0.143619	0.0860411	0.420052	6.0	41.0	18.0	9.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
ARSB	2.825140555231616	0.004725987978712797	2.3255073873979657	0.00902647	0.503232762039868	0.73736	0.022538	0.674329	14.0	36.0	24.0	23.0	87.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
ZNF433-AS1	2.8092472255421908	0.0049657497301647535	2.3040151723262294	0.912843	NA	0.235661	0.128965	0.00249577	28.0	NA	57.0	34.0	135.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
DDX51	2.8046059735630466	0.0050378123734031695	2.2977580112549454	0.505444	0.0028843484991768	0.710864	0.00631872	0.790648	34.0	87.0	58.0	49.0	160.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
MRPL42	2.8011476597906113	0.005092121334323603	2.2931012565895923	0.392062	0.230537573865835	0.508458	0.733538	0.0013411	7.0	12.0	14.0	7.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
BOLA1	2.7984859973339145	0.005134279555858816	2.2895204881652576	NA	0.0013173145056984	0.173267	0.886168	0.243549	NA	15.0	8.0	4.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
SMIM19	2.7938304294312597	0.005208778399871904	2.283264118620285	NA	0.222699310182292	0.393948	0.14834	0.0384169	NA	9.0	6.0	5.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
ATP8B2	2.7929068002906465	0.005223673993030297	2.282023934995995	0.165826	0.0286438527755737	0.370536	0.816674	0.0447081	21.0	81.0	43.0	34.0	148.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
ANKRD6	2.7906755887318746	0.00525981618865362	2.2790294325854776	0.553988	0.0098216842882823	0.34148	0.278598	0.302271	23.0	64.0	46.0	36.0	125.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
FRMD3	2.783356819117264	0.005379960257710275	2.2692209324973422	0.540255	0.126709205536914	0.368454	0.750277	0.00415052	12.0	47.0	33.0	24.0	73.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
DDX56	2.7773840002791204	0.0054798396225665515	2.2612321517443883	0.0514427	0.345832552058592	0.486359	0.0527578	0.492118	14.0	54.0	39.0	25.0	100.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
CDC26	2.774701005351043	0.005525247864554755	2.2576482346032445	NA	0.0920045527969875	0.0188055	0.896397	0.099899	NA	10.0	5.0	4.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
MYH14	-2.773714160413645	0.005542034918397393	2.2563307422095917	0.157651	0.955984916082175	0.545727	0.249251	0.00290462	57.0	184.0	133.0	102.0	385.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
A2M	-2.770983711401599	0.005588722245564766	2.2526874738902727	0.12003	0.0132979328404557	0.466763	0.236204	0.799891	36.0	121.0	51.0	33.0	175.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
LAT	2.770947004437982	0.005589352299798341	2.2526385157130626	0.546265	0.0005253972822846	0.931685	0.528156	0.00757858	11.0	24.0	20.0	10.0	47.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
DLX6	2.767441013507337	0.0056498268616706725	2.247964860883776	0.411605	0.813186629841496	0.024048	0.150576	0.150736	7.0	11.0	22.0	11.0	51.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
SULF1	2.7639773105408842	0.005710150974446493	2.2433524090042005	0.989	0.0244330607371469	0.496441	0.572098	0.00695686	18.0	73.0	47.0	35.0	128.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
IL21R-AS1	2.7634499273996926	0.005719386703433649	2.2426505386186206	0.158736	NA	0.308583	0.0676445	0.203376	7.0	NA	12.0	10.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
SMR3A	2.762397853237126	0.0057378512710012765	2.2412507131518145	NA	0.0172556203487958	0.0316806	0.9687	0.300947	NA	12.0	6.0	5.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
SPAG7	2.758043306623333	0.005814849377348946	2.235461530365183	NA	0.416551174507977	0.229138	0.161255	0.035709	NA	17.0	7.0	8.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
XPNPEP1	2.748399478719432	0.005988699492730876	2.2226674788548624	0.556854	0.0003202538026636	0.459382	0.165584	0.189157	6.0	49.0	22.0	13.0	75.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
MMP8	2.7483048544705233	0.005990428249653079	2.222542129227874	0.670098	0.112135180680219	0.299385	0.00429383	0.812488	15.0	47.0	28.0	14.0	71.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP3
 
COHORT: META-GROUP3; APPROACH: RESULTS_WEIGHTEDZ_CMCWALD; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.01; NUMVAR >= 4
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	9.398084580541672	5.556535143799108e-21	20.25519593449543	1.21058e-05	1.23743257136136e-07	0.000312011	0.209347	8.54366e-11	17.0	18.0	32.0	24.0	76.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
LSR	4.388561701887937	1.1410276379431965e-05	4.942703835984194	0.050274	0.0172658535488151	0.00310709	0.0270323	0.759226	25.0	72.0	44.0	35.0	125.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
ZNF777	4.250140511633207	2.1363645506075087e-05	4.670324637032837	0.610538	0.322945500168009	0.00255789	0.000578957	0.121576	13.0	56.0	29.0	22.0	101.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
SEPTIN5	3.9649256668540374	7.341882234676517e-05	4.134192585950301	0.71969	NA	0.239243	0.000220466	0.00693884	5.0	NA	20.0	8.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
STK38L	3.926713229551995	8.611455107326427e-05	4.064923458106338	NA	0.0001667716361832	0.176111	0.135247	0.21416	NA	11.0	8.0	6.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
NUP210	3.8285691089097145	0.0001288904401297199	3.889779293297311	0.0708268	0.0149254576408459	0.0239062	0.380257	0.236374	59.0	199.0	119.0	80.0	324.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
IPO4	-3.7937243510555576	0.00014840441788219335	3.828553170261173	0.0275843	0.722205463198752	0.0994934	0.0274763	0.0382318	30.0	128.0	62.0	44.0	186.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
IRX6	3.760388880937166	0.00016964942113662177	3.7704476178791633	0.151714	0.190565384718304	0.116786	0.296839	0.00225489	12.0	49.0	39.0	24.0	90.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
TRMT12	3.6267540713325945	0.0002870064073582702	3.5421084076239215	0.0331734	0.571415401452678	0.0249384	0.14095	0.0892997	10.0	41.0	17.0	18.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP3
